P26436	Q9NRM0
P31946	P50213
P31946	Q53H12
P31946	Q8IXI2
P31947	Q8N488
P31949	P61916
P32121	P42574
P32456	Q12882
P32519	Q09472
P32780	P51532
P32970	Q12933
P33991	Q09028
P33991	Q13309
P34932	P62258
P35232	Q8NFD5
P35236	Q15418
P35568	Q7KZF4
P41252	P50213
P41271	Q9BX67
P41279	Q8N668
P42226	Q96RS0
P42262	Q8WXS3
P42677	Q9Y2U5
P42684	P54274
P43243	Q96EY1
P43246	Q15554
P45983	Q92993
P45985	Q15750
P46778	Q01085
P46783	Q15233
P48552	Q9BZK7
P48730	P49768
P48730	Q9NY61
P49407	Q9H8S9
P49450	Q13415
P49768	Q93050
P49795	Q9Y272
P49796	Q92574
P49959	Q96AP0
A0AVK6	Q9NVI1
P50570	Q14155
P50750	Q03468
P50990	P62280
P51531	Q15014
P51571	Q3ZCQ8
P51571	Q9BUF5
P51617	Q04721
P51878	P55210
P52630	Q9Y6Q9
P52907	Q9Y2U5
P52961	Q9Y3X0
P53350	Q9NY61
P53779	Q13435
P54136	P62277
P55017	Q9GZZ7
P55060	Q92616
P55211	Q15121
P55884	Q9BY77
P56524	Q92922
P56693	Q12772
P56945	P61978
P56945	Q9Y4K4
P58107	Q71U36
P60660	Q9Y265
P60880	Q8TAC9
P61244	Q8IZP0
P0DP23	Q12879
P0DP24	Q12879
P0DP25	Q12879
P0DP24	Q9NQC7
P0DP25	Q9NQC7
P62277	Q9BVA1
P62280	Q13895
P62280	Q5JTH9
P62829	Q9H1R3
P62913	Q13895
P63279	Q9UJU2
P68133	Q12791
P68371	Q9NY65
P68400	Q05195
P78352	Q06830
P78371	P78527
P78371	Q16543
Q00536	Q9UQM7
Q00537	Q92974
Q00610	Q93038
Q00610	Q96J02
Q00653	Q9Y478
Q00722	Q12912
Q00987	Q14686
Q02156	Q02978
Q02156	Q99729
Q02224	Q6PL18
Q02556	Q13571
Q02962	Q9H0F7
Q03135	Q9C0H9
Q03164	Q9Y265
Q04206	Q13822
Q04206	Q9BQE3
Q04917	Q9Y618
Q05086	Q15788
Q05516	Q15466
Q05586	Q14315
Q05586	Q9UKG1
Q05639	Q15208
Q05639	Q99832
Q05639	Q9Y297
Q06124	Q12929
Q06187	Q969G3
Q06187	Q9Y5X1
Q07021	Q13257
Q07666	Q9UQC2
A7KAX9	Q9UQB8
Q09028	Q14209
Q12837	Q86W47
Q12888	Q9HAU4
Q12933	Q7L513
Q13043	Q71U36
Q13177	Q9ULW0
Q13185	Q9UIS9
Q13224	Q16653
Q13227	Q15759
Q13227	Q9NP62
Q13285	Q16665
Q13323	Q9H2V7
Q13362	Q13535
Q13387	Q9NYL2
Q13387	Q9P2U7
Q13485	Q99081
Q13485	Q9UKB1
Q13489	Q9C0K7
Q13490	Q9BYM8
Q13526	Q13625
Q13546	Q16643
Q13547	Q8TDD1
Q13702	Q9Y4J8
Q13705	Q6KF10
Q13772	Q92993
Q13794	Q9H2V7
Q13936	Q14005
Q14257	Q9BXW9
Q14318	Q92934
Q14653	Q9UER7
Q14680	Q16763
Q14978	Q6P3W7
Q15058	Q6PL18
Q15059	Q92993
Q15326	Q8N5C8
Q15393	Q9Y4A5
Q15797	Q2VWA4
Q3ZCQ8	Q93008
Q3ZCQ8	Q9UNS2
Q53GS9	Q9Y4E8
Q5JY77	Q9Y534
Q7L2E3	Q92922
Q7L5Y6	Q9NZJ0
Q86W92	Q92974
Q86X95	Q9UBU9
Q86XI2	Q99618
Q8IUQ4	Q99942
Q8IUQ4	Q9BY78
Q8IXJ6	Q969S8
O00159	Q00610
O00165	P11142
Q8IZL8	Q92831
Q8N163	Q92922
Q8NEM2	Q96B01
O00221	Q15306
Q8NHZ7	Q8WWY6
Q8TA86	Q9C086
Q8TDI0	Q9BZQ4
Q8TDI0	Q9P2U7
Q8TEW0	Q96F86
Q8WVM7	Q92834
Q8WXI9	Q92793
Q8WXU2	Q9Y4P1
Q92750	Q99726
Q92793	Q96EZ8
Q92925	Q96ST3
Q92974	Q9UQB8
Q96AE4	Q9UQE7
O00308	P36897
O00327	P08238
O00408	P31946
O00444	P30304
O00445	Q9UPV7
O00463	Q9Y2U5
Q9BV36	Q9H0T7
Q9BWF2	Q9ULW0
O00571	P26373
O00622	P24844
O00623	Q7Z412
O00626	P02778
Q9H4P4	Q9UHD2
Q9HBM1	Q9UQ84
Q9NVP2	Q9Y468
Q9NZQ3	Q9UIF9
Q9UDY8	Q9UHD2
O14498	Q8IWU6
O14525	Q9UQB3
O14543	P16885
O14543	Q9NRF2
O14654	P07947
O14654	P41240
O14745	Q14916
O14775	P31946
O14920	P08047
O14920	P51168
O14920	Q14469
O14948	P32927
O14965	P63261
O15041	Q9H3S1
O15069	Q9UQB3
O15111	Q96AQ6
O15117	Q05397
O15169	O95996
O15169	P17987
O15169	P19838
O15169	P50991
O15239	O95168
O15239	O95182
O15294	P53778
O15294	Q92769
O15371	P31946
O15379	Q9UQ80
O15391	P42345
O15455	P42684
O15492	P06241
O15514	P13984
O15516	P05129
O15519	P05067
O15519	P05141
O15523	P08048
O15524	Q9NRF2
O43187	Q9NR96
O43294	P98160
O43304	Q9Y278
O43318	Q96L91
O43353	P51668
O43390	P30876
O43424	Q13554
O43432	O60516
O43516	Q05193
O43592	P52907
O43623	P12111
O43663	Q9UQ84
O43683	Q15003
O43684	Q8WXX5
O43707	Q9UDY2
O43734	Q9Y5U5
O43809	P63261
O60238	Q7Z465
O60264	Q96L91
O60282	Q12791
O60583	P35869
O60603	P02745
O60603	Q9NWZ3
O60674	Q13671
O60684	Q00610
O60762	O75319
O60880	Q9NWQ8
O60890	P52306
O60907	Q09028
O60907	Q86T24
O60934	P25208
A4D2P6	P42261
O75197	Q9ULV1
O75330	P61024
O75369	P00519
O75376	P12931
O75469	P06401
O75553	Q13387
O75688	Q13451
O75791	P40763
O75792	P49450
O75973	O95944
O94806	Q05655
O94875	Q99963
O94921	P06493
O94921	Q99683
O95084	Q9NZM1
O95365	Q05516
O95379	Q12882
O95665	Q9Y6N8
O95670	Q96HU8
O95704	Q92529
O95741	Q9P2U7
O95793	Q04206
O95813	Q96IZ2
O95816	P23246
O95944	P26998
O95967	P43235
O95996	P51693
O96013	P27448
O96017	P62136
O96020	P51955
P00367	Q07020
P00533	P60953
P00533	P84243
P00533	Q9H0E2
P00738	P06702
P00740	P04275
P00747	Q14520
P01031	P20702
P01112	Q05193
P01375	P17947
P01568	P17181
P01574	P18146
P01574	Q14164
P02654	Q14956
P02746	Q9NPF8
P02808	P02810
P03372	P12830
P03372	Q9NRY4
P04049	Q9UQL6
P04075	P68871
P04150	Q9Y466
P04183	Q02224
P04350	P40227
P04350	Q93008
P04350	Q9UBE8
P04439	P07237
P04626	P10747
P04629	Q13094
P04637	Q13469
P04637	Q5JXB2
P04637	Q5VWG9
P04637	Q9P2H0
P04792	Q13233
P05023	P07437
P05023	P11142
P05023	Q14643
P05023	Q9NVI1
P05107	P21730
P05121	P05546
P05141	Q08380
P05161	Q99836
P05388	P12268
P05388	Q00526
P05783	P17096
P05783	Q06187
P05814	P51692
P06213	Q9HAU4
P06239	P16671
P06396	P16885
P06400	P61024
P06400	P63208
P06400	Q8TAQ2
P06730	P62942
P06744	P14854
P06748	P08579
P06753	P0DPH7
P06753	P0DPH8
P07195	Q13224
P07237	P37802
P07333	Q15233
P07333	Q8WU20
P07437	Q9UQF2
P07910	Q92769
P08069	P30291
P08069	Q96B97
P0DMV8	P15121
P0DMV9	P15121
P08123	Q9BUF5
P08138	Q13490
P08138	Q14790
P08238	P53621
P08238	Q14978
P08253	Q05682
P08575	P26842
P08579	Q96I25
P08588	P22612
P09382	P46782
P09651	Q9NYF8
P09693	P16333
P09874	Q92851
P10242	P20823
P10242	Q00653
P10398	P52564
P10412	P49407
P10412	P83731
P10586	P15941
P10721	P18433
P10827	Q15406
P10914	P61218
P10914	Q15653
P11021	P42262
P11021	Q13158
P11142	P40763
P11712	P29622
P11712	Q6IB77
P12110	Q99969
P12111	P14543
P12757	P25490
P12814	Q13224
P12931	P27348
P12931	P54253
P13056	Q86WQ0
P13164	Q13325
P13611	Q9BXN1
P13688	Q6GTX8
P13984	P35998
P14373	Q12933
P14598	P60953
P14672	Q86UU1
P15036	P36956
P15036	Q15797
P15121	Q02156
P15170	P38919
P15172	Q01085
P15173	P17480
P15248	Q00653
P15260	P52333
P15336	P37840
P15498	Q13576
P15923	Q14686
P15941	P18433
P16144	P17301
P16220	P45983
P16284	P35221
P17066	Q9Y230
P17174	P68871
P17181	P30530
P17302	P23469
P17544	P53779
P17600	Q01959
P17600	Q8IUD2
P17706	P63244
P17844	Q92831
P17858	Q14653
P18124	P41279
P18433	Q13444
P18433	Q9ULH1
P18847	Q01201
P19013	Q08188
P19105	Q71UM5
P19174	Q9Y2R2
P19338	P54132
P19397	Q12912
P19419	Q9UQF2
P19438	P38398
P19793	P43699
P19793	Q00653
P19878	P41218
P20248	P30291
P20290	P38159
P20340	P78352
P20749	P46783
P20963	P26842
P21453	P31946
P21580	Q5JXB2
P21580	Q9Y6Q9
P21675	P52657
P21810	P35625
P22415	Q14258
P22894	Q9H306
P23246	P25705
P23396	Q9NY61
P24588	Q92667
P24864	Q14192
P25787	P30153
P25963	P35580
P25963	Q9NP62
P26951	P31785
P27348	P40227
P27361	P62263
P27694	P55209
P27708	P62140
P27708	Q92600
P27986	P51617
P27986	Q13224
P28066	Q13526
P28068	Q8IYL9
P28482	Q05516
P28482	Q13263
P28482	Q96PY6
P29536	P55083
P29558	P46940
P30086	Q06187
P30086	Q9UPT6
P30260	Q02224
P30291	Q00536
P30304	Q96KB5
P30307	Q08050
P30533	Q9UJY4
P30536	P60866
P31146	P51681
P31146	Q02556
P31314	Q14738
P31358	Q16617
P31689	P61619
P31946	Q7L0J3
P31946	Q9Y277
P31947	P53355
P31949	Q13636
P32121	Q02156
P32927	P42081
P33176	Q9UER7
P33778	Q9BUF5
P33981	Q9NVP2
P33993	P63261
P34910	Q92619
P34931	Q9UL15
P35398	P48443
P35637	Q13224
P35659	Q9UKT4
P37231	P84243
P38935	P40763
P39023	P40227
P39656	P58107
P40763	P63261
P40763	Q13480
P40763	Q14314
P40818	Q9H0H5
P41219	Q12791
P41240	Q9Y4H2
P41279	P78527
P42224	Q9UQQ2
P42262	P78348
P42285	Q00839
P42658	Q9UQ16
P42684	Q9ULW0
P42768	P49023
P42771	Q01538
P43243	Q02156
P43405	Q9Y5K6
P46013	Q99640
P46527	Q9Y2J2
P46782	Q9UBQ5
P47712	P63172
P48552	Q13330
P48736	Q9Y2R2
P48995	Q9HCX4
P49336	Q13485
P49454	Q9NYP9
P49756	Q8TF01
P50750	Q8TDN4
P50993	Q9HBZ2
P51531	Q4LE39
P51571	P62829
P51610	Q9UIS9
P51693	Q00535
P51812	Q9P0L2
P51955	Q9Y248
P52306	Q92558
P52732	Q5BJF2
P52737	Q9H9D4
P53041	Q05586
P53350	Q02750
P53355	Q05586
P53618	P55072
P54253	Q99759
P54760	P54764
P55211	Q13077
P56282	Q7L590
P56282	Q9BXS6
P56282	Q9Y5N6
P56589	Q2LD37
P56817	Q06481
P56915	Q96DB2
P57723	Q9UNW9
P60228	P61927
P60228	P78344
P60660	Q13224
P60880	P63010
P60880	Q01814
P60880	Q9NWB1
P61247	Q92769
P61313	Q99471
P61764	Q7L0J3
P61978	Q14185
P0DP23	P84074
P0DP24	P84074
P0DP25	P84074
P0DP23	Q07020
P0DP24	Q07020
P0DP25	Q07020
P0DP23	Q13451
P0DP24	Q13451
P0DP25	Q13451
P0DP23	Q15311
P0DP24	Q15311
P0DP25	Q15311
P62249	Q16531
P62249	Q9Y265
P62263	Q15758
P62269	Q12905
P62829	Q04864
P62829	Q9UHB6
P62993	Q01201
P63000	Q7Z628
P63244	Q92616
P67870	Q13535
P68400	Q9NYJ8
P78324	Q86YW5
P78324	Q9UKJ1
P78348	Q14831
P78396	Q08050
P80075	Q16627
P82251	Q99726
P98077	Q9NSE2
P98082	Q9P1A6
Q00536	Q13153
Q00613	Q9H2X6
Q00653	Q92769
Q01094	Q99728
Q01638	Q9NZH6
Q02156	Q02750
Q02763	Q92569
Q03112	Q9H160
Q03135	Q14764
Q04725	Q13547
Q04917	Q13224
Q04917	Q9Y4K3
Q05397	Q96CW1
Q05513	Q13322
Q07020	Q71U36
Q07889	Q9UM73
Q08050	Q96FF9
Q08170	Q13523
Q08211	Q9H211
Q08289	Q9NZU7
Q08999	Q7L2E3
Q09028	Q9UIS9
Q12778	Q96B36
Q12873	Q9Y618
Q12933	Q9ULJ6
Q13136	Q9Y570
Q13164	Q9HC98
Q13177	Q92558
Q13224	Q9BTT6
Q13322	Q14289
Q13404	Q9HAV5
Q13523	Q9H992
Q13535	Q9UKI8
Q13547	Q16666
Q13625	Q99767
Q14103	Q92804
Q14145	Q9BXW4
Q14185	Q9NZQ3
Q14204	Q16555
Q14686	Q8N6T7
Q14978	Q15208
Q15464	Q9UPX8
Q15464	Q9Y4H2
Q15542	Q15573
Q15797	Q9Y6X2
Q16143	Q9BR01
Q16611	Q9ULZ3
Q16799	Q9UI15
Q3ZCQ8	Q9NVI7
Q68DK7	Q9ULU8
Q6P1X5	Q9H0E9
Q6PKG0	Q8WUI4
Q6VMQ6	Q99496
Q71UM5	Q9Y2U5
Q7L1I2	Q92561
Q7Z4I7	Q9NVD7
Q86XI2	Q96B01
Q8IUD2	Q9H0N0
Q8IVH8	Q9UKW4
Q8IW41	Q9HBH9
O00141	Q8IVT5
O00165	P17987
O00167	Q99504
Q8N8S7	Q9Y2A7
O00214	O14817
O00264	P63261
Q8TEW0	Q9P0L2
Q8TEW0	Q9Y4H2
Q8TF01	Q96CQ1
Q92558	Q9UJ04
Q92769	Q96L73
Q92783	Q9UJY4
Q92918	Q9NWQ8
Q93073	Q9NRX5
Q96BD5	Q9UKV0
O00329	P29353
O00422	P29590
O00445	Q9H2X9
O00453	P04234
O00453	Q6GTX8
O00459	O43597
O00470	Q01995
Q96DU7	Q9UK39
Q99583	Q99814
Q99767	Q9P2S2
Q9BUZ4	Q9H0E2
Q9BVW5	Q9Y5N6
Q9BWF2	Q9NP84
O00487	Q14152
O00571	P25963
Q9H074	Q9UQM7
Q9H0E9	Q9UPT9
Q9H3U5	Q9Y6Y9
Q9H5I1	Q9Y6K1
Q9HAU4	Q9Y2U8
Q9HCU9	Q9P0W2
Q9NR56	Q9Y696
Q9NWA0	Q9UBK2
Q9NX02	Q9Y239
Q9NXR8	Q9UNL4
O14495	P31946
O14625	Q8TCB0
O14654	Q05639
O14757	P18887
O14920	P11387
O14920	P61247
O14924	Q9NPQ8
O14929	P09001
O14948	P10124
O14980	P26583
O14980	P49715
O15069	P07196
O15069	Q99689
O15085	Q07890
O15105	P11021
O15105	P21333
O15111	P51532
O15169	P04626
O15239	O43676
O15304	Q96LC9
O15350	Q13363
O15350	Q9UNL4
O15392	Q14566
O15392	Q9BW19
O15492	O76081
O15492	P49023
O15492	P50052
O15519	Q3ZCQ8
O15533	P07237
O43143	P62308
O43156	P49773
O43312	Q13332
O43318	Q13547
O43390	O75940
O43447	Q53GS9
O43526	Q9UQ16
O43543	Q9HCG1
O43592	Q9NVI7
O43613	P01303
O43639	P29597
O43663	P04818
O43749	Q99726
O43914	P28039
O43914	Q92619
O43921	Q15768
O60262	O94810
O60268	Q9H2X9
O60271	Q16878
O60282	P10636
O60284	Q16653
O60313	P63104
O60331	P00519
O60674	P25942
O60674	P48023
O60674	P61981
O60674	Q68CZ2
O60674	Q92934
O60683	Q7Z412
O60716	Q13761
O60869	Q12962
O60934	Q02447
O75030	P04637
O75052	O75553
O75446	P20393
O75448	P53041
O75489	P63104
O75508	P09603
O75509	Q14790
O75528	Q9UNL4
O75530	Q15208
O75530	Q9UKG1
O75792	Q8NCD3
O75807	Q96SB3
O75925	Q9H3D4
O76015	P05015
O76021	Q02878
O94805	O95670
O94850	Q9P2U7
O94874	Q14156
O94921	Q92934
O94941	Q6ZNA4
O95163	P04350
O95163	Q04206
O95164	Q9NRX5
O95239	Q9UBU7
O95249	P31946
O95365	P51610
O95571	P40763
O95670	P51693
O95670	Q8TAC9
O95967	P12814
O95967	P35625
O95970	P07196
O96019	Q15796
O96028	P08047
P00367	P62277
P00374	P33316
P00519	P45984
P00736	P08572
P00736	Q6NZI2
P01100	Q14116
P01100	Q9NP99
P0DML2	P82251
P0DML3	P82251
P01375	P08238
P01583	P05412
P02452	Q03692
P02511	P16885
P02686	Q14832
P02774	Q12791
P03372	P10242
P03372	Q05397
P04150	Q15369
P04150	Q92841
P04350	Q16643
P04406	Q96EY1
P04626	P14784
P05023	P13637
P05023	P16422
P05026	P61158
P05062	Q8TAM2
P05067	P11274
P05067	Q8WV28
P05067	Q8WYK2
P05141	Q16643
P05141	Q8IUC6
P05387	Q00610
P05412	Q9UBE8
P05546	P38435
P05976	P13693
P06213	Q9ULV8
P06213	Q9Y3P8
P06239	P06401
P06239	P68400
P06239	Q9UKW4
P06493	Q01860
P06729	Q04759
P07197	Q9BT88
P07339	P56817
P07355	Q02156
P07900	P62241
P07949	P20273
P08047	P19532
P08047	P46531
P08047	Q99743
P08047	Q9UBB5
P08069	Q8TF42
P08238	Q9H467
P08247	Q9H2X9
P08311	Q96HJ5
P08567	Q15080
P08571	P55058
P08575	P31785
P08581	P19235
P08581	P46940
P08620	P12034
P08631	Q92529
P08670	Q16543
P08922	Q92569
P09001	P35659
P09486	Q08397
P09619	Q13588
P09619	Q9Y5K6
P09651	P54132
P10244	P53350
P10275	P31751
P10275	P51610
P10275	Q9UJY1
P10912	Q9UM73
P10914	P50549
P11142	P17302
P11142	P62873
P11274	P40763
P11387	P25963
P11474	P61244
P11509	Q02127
P11831	Q00403
P11940	P27361
P11940	Q96PU8
P12111	P15884
P12111	Q8IWU6
P12931	P19525
P12931	P48736
P12931	Q15811
P12931	Q92734
P12931	Q9NVC6
P12956	P61244
P13073	P54619
P13569	P62993
P14136	Q6TCH4
P14317	P32246
P14317	Q14761
P14373	Q12873
P14635	Q9Y5N6
P14653	P14859
P14672	P31930
P14672	P62736
P14672	Q13683
P14678	Q16763
P14866	P67775
P15311	Q06187
P15336	P67870
P15531	P78352
P15954	P25705
P15976	P48552
P16452	Q9UDY6
P16591	P51451
P16615	P31946
P17066	P40227
P17066	P55060
P17252	Q96BR1
P17676	P38646
P17677	Q9Y6Y1
P18084	P26010
P18146	Q16665
P19022	P26232
P19087	P78352
P19174	Q9H6Q3
P19338	P43243
P19338	P63279
P19438	Q92993
P19525	P31751
P19793	P55773
P20226	P51610
P20248	P27348
P20338	P46459
P20339	P61106
P20908	Q05682
P21333	Q14790
P21579	Q00975
P21796	P78352
P21796	Q13224
P21796	Q92934
P22087	P24534
P22307	P56589
P22415	Q04206
P22681	Q9P0K7
P23142	Q14112
P23258	P39748
P23458	P41240
P23528	P62888
P23528	P62917
P24844	Q03135
P25054	Q99569
P25490	Q9HCU9
P25685	Q13546
P0DP23	P25942
P0DP24	P25942
P0DP25	P25942
P25963	P48730
P25963	Q9Y265
P26022	P41212
P26358	P63165
P26358	Q12873
P26358	Q9UK53
P26373	P60228
P26436	Q9BXF6
P27348	P62834
P27361	Q9BPX5
P27361	Q9Y285
P27694	P67809
P27918	P52790
P28068	Q9Y6Y9
P28324	P78347
P29279	Q4L180
P29317	Q14449
P29353	P68366
P29460	Q14934
P29597	Q13322
P29728	Q9UL46
P30291	Q13127
P30304	Q15003
P30307	Q13671
P30530	P62736
P30530	Q9GZY6
P31314	P63151
P31946	P55084
P31946	Q00577
P31946	Q14141
P31946	Q9H115
P32245	P33032
P33981	Q92769
P33991	Q9BPX3
P33993	Q13315
P33993	Q9UQ80
P34741	Q9Y3R0
P34931	Q93038
P35568	Q96P70
P35749	P48539
P35869	Q16665
P35916	P46108
P36873	Q92558
P38398	Q13574
P38398	Q96BH1
P38646	Q93008
P39019	Q05639
P39059	P55287
P40189	Q05397
P40227	P61758
P40227	Q92600
P40306	Q9Y4K3
P40426	Q8NF91
P40763	Q15596
P40939	P62263
P41279	P62829
P42338	Q9NQT4
P42679	Q9NSE2
P42681	P46109
P42684	Q9UM73
P42768	Q8WV28
P43246	Q8WUM0
P45983	Q14686
P46782	Q05639
P47929	Q9UHV9
P48052	Q9GZZ7
P48436	P58012
P48730	Q06609
P49407	Q9H4B7
P49411	Q02156
P49750	Q8IZP0
P49841	Q00536
P50213	Q02156
A0AVK6	O00762
A0AVK6	P51955
P50502	P61758
P51532	P55209
P51617	Q9P1T7
P51784	P61764
P51884	Q4L180
P52333	Q9NRF2
P52657	Q12962
P52758	P78352
P52848	Q93063
P52907	Q92734
P53350	Q12815
P53350	Q96B01
P53350	Q9Y5K5
P53779	Q9Y2W1
P54132	Q96KB5
P54727	Q13554
P54764	P98172
P55287	Q8WX93
P55895	Q02548
P0DP23	P56192
P0DP24	P56192
P0DP25	P56192
P56693	Q9UER7
P57059	Q07002
P57730	Q9HC29
P58107	P78527
P58753	Q9Y6Y9
P60201	Q9UQB3
P60709	Q13526
P61077	Q12904
P61218	Q15560
P61247	Q16543
P0DP24	Q99962
P0DP25	Q99962
P0DP23	Q9NWB1
P0DP24	Q9NWB1
P0DP25	Q9NWB1
P62258	Q05586
P62258	Q9UM73
P62701	Q08211
P62714	Q14994
P62834	Q12791
P62993	Q99828
P63000	Q14498
P63165	Q13526
P63261	Q9UNE7
P68366	Q92616
P68366	Q96P70
P68400	Q15208
P78317	Q99942
P78352	Q15366
P78352	Q15819
P78536	Q15418
Q00526	Q9H8S9
Q00987	Q15392
Q01094	Q92731
Q01094	Q99638
Q02224	Q9UKT4
Q02535	Q9HCS4
Q04917	Q16539
Q05586	Q9HBB8
Q07666	Q13191
Q07666	Q96PU8
Q07817	Q13526
Q07912	Q9UQC2
Q08999	Q5H9I0
Q08999	Q9Y5X4
Q12791	Q9UPP5
Q12824	Q9UKL0
Q12933	Q96CV9
Q12972	Q8IYB3
Q13163	Q9Y4K3
Q13177	Q14289
Q13224	Q16643
Q13233	Q16659
Q13480	Q96CW1
Q13547	Q14164
Q13547	Q9NS23
Q13555	Q86YM7
P0DPH7	Q16531
P0DPH8	Q16531
P0DPH7	Q93038
P0DPH8	Q93038
Q13873	Q15797
Q14315	Q8WX93
Q14738	Q14BN4
Q14767	Q8IUX7
Q14974	Q92793
Q15311	Q96KP1
Q15365	Q9NNW7
Q15784	Q9NZI2
Q15797	Q9UBE8
Q16531	Q8TAT6
Q16594	Q9UNL4
Q16667	Q86XI2
Q676U5	Q9BYX4
Q69YH5	Q99661
Q6IB77	Q96LB8
Q6PGQ7	Q9HAW4
Q6TDP4	Q96PV0
Q6WCQ1	Q9Y2W1
Q7L1I2	Q9NTI2
Q7L5Y6	Q92466
Q7Z6Z7	Q9BXH1
Q7Z7J9	Q9NYI0
Q86SE5	Q9UPA5
Q86UL8	Q9NYY3
Q86UP2	Q8IYU8
Q86WI3	Q9H467
Q86WV1	Q9P1W8
Q86X27	Q9UBF8
Q8IZD9	Q9Y4K4
Q8IZQ1	Q9Y4P1
Q8N488	Q9UER7
O00273	P05783
Q8WXG1	Q9HB58
Q8WXI2	Q9UL68
Q8WXU2	Q9BPW8
Q92574	Q9UBF8
Q92616	Q9BVA1
Q92905	Q9Y297
Q93045	Q9H2X9
Q969S8	Q9UKL0
Q96BD5	Q9UBW7
O00329	P10747
O00422	P29374
O00422	Q9Y5X4
Q96EY1	Q9Y297
Q96GD4	Q9NXR1
Q96H20	Q9H444
Q96L91	Q9UJU2
Q96LC9	Q9H2V7
Q96T88	Q9ULW0
Q99259	Q9UL42
Q99726	Q9Y3X0
Q9BR01	Q9UPP5
Q9BR01	Q9UQ16
Q9BWQ8	Q9ULP0
Q9BWQ8	Q9UQB3
O00571	Q92841
O00635	Q13490
O00750	P35968
Q9GZY0	Q9UMR2
Q9H293	Q9UHF5
Q9UIF8	Q9Y222
Q9ULV4	Q9UM54
O00764	P67775
O14576	Q9Y6Y1
O14626	P04234
O14649	Q9Y2J2
O14654	O14920
O14672	P12830
O14709	Q14204
O14713	P30533
O14776	O95071
O14874	P14672
O14920	O43889
O14920	P09769
O14920	P17987
O14920	P60484
O14920	Q13882
O14979	Q02156
O15020	P11171
O15111	P53365
O15117	Q6PIZ9
O15117	Q9UIB8
O15357	O43597
O15357	Q9ULV8
O15371	P62987
O15379	P31947
O15400	P51674
O43187	Q9UHD2
O43426	Q07889
O43439	Q92769
O43566	Q9NPQ8
O43567	O60519
O43639	P17706
O43918	Q9NR30
O60216	P49321
O60239	P05412
O60239	P42771
O60264	Q7Z5K2
O60307	P42685
O60437	P78337
O60477	O95670
O60641	Q14982
O60832	Q96L91
O60936	Q13595
O75061	P31946
O75348	P31689
O75362	Q03112
O75369	Q92542
O75390	P27361
O75525	Q15424
O75554	Q8N3X1
O75578	P26436
O75578	Q15784
O75643	P22626
O75663	P78371
O75791	P41240
O75886	Q9UJY4
O75925	Q9NV58
O75928	P11387
O75964	P56381
O76041	O94885
O76075	P19838
O76096	P06729
O94805	O95196
O94811	Q13875
O94906	P14314
O94910	P31946
O94910	Q14155
O94916	Q09472
O95071	Q9UKV5
O95149	P35658
O95196	P02686
O95196	Q16352
O95478	P23588
O95487	Q14149
O95502	Q2M2I8
O95786	Q8TCB0
O95863	Q12873
O95983	Q8IX07
O95997	P09874
O96013	P30291
O96020	Q9BPX3
O96028	Q9NVP2
P00338	Q13224
P00338	Q9UQC2
P00519	P46940
P00751	P0C0L4
P01034	Q02556
P01100	P12931
P01106	P16220
P01160	P26998
P01563	P19474
P02585	P0CG48
P02686	P30086
P02686	Q9H169
P02778	Q53G44
P04049	Q00536
P04150	Q05397
P04150	Q16236
P04216	Q9NR99
P04440	P42081
P04632	P49810
P04637	P47712
P04818	Q96GD4
P05023	P35579
P05067	Q6S5L8
P05141	Q01201
P05141	Q07011
P05155	P07225
P05388	P35568
P05388	P63010
P06213	Q05513
P06213	Q09472
P06239	P14222
P06396	P53779
P06400	P08670
P06400	P25208
P06401	P62508
P06493	Q02156
P06493	Q16537
P06493	Q93009
P06729	Q96T49
P06732	Q96A32
P06748	P20226
P07196	Q86SE5
P07203	Q8NCQ8
P07437	P35568
P07550	Q05639
P07711	P18084
P07900	P31150
P07910	P51398
P08047	P25942
P08047	Q96L73
P08238	P62241
P08238	Q9Y6R4
P08263	Q00889
P08559	P29803
P08575	P09693
P08575	Q9HB58
P08648	P43405
P08670	P23588
P08708	P50613
P08754	P46940
P09001	P0C0S5
P09326	P26842
P09341	P51884
P09493	P55042
P09603	Q9Y287
P09651	Q05519
P09769	P25963
P09769	Q9NSE2
P09884	P16104
P09913	P40305
P10275	P49810
P10275	P53350
P10275	P78347
P10275	Q13315
P10275	Q9UQL6
P10398	Q05397
P10523	Q13557
P10767	P55075
P10916	Q9NPC6
P11047	P50454
P11216	P31946
P11387	P18847
P11387	Q12772
P11387	Q13569
P11388	P28749
P11388	P29590
P11473	Q969G3
P0DP23	P11940
P0DP24	P11940
P0DP25	P11940
P12236	Q9NVI1
P12524	Q14582
P12755	P37231
P12814	P30530
P12814	P42768
P12830	P20823
P12830	Q9H2X6
P12883	Q02156
P12931	Q13702
P12931	Q99961
P12931	Q9BXW9
P13010	P51948
P13796	Q12791
P13984	P36954
P14136	Q16555
P14174	P27361
P14222	Q13241
P14618	P78352
P14672	P50479
P14672	Q969V3
P14780	Q99731
P14784	Q13241
P14854	P36954
P14859	P19838
P14859	Q92769
P15056	P42345
P15056	P84103
P15144	Q9UQQ1
P15170	Q9UPR3
P15311	Q08881
P15391	Q13191
P16333	Q9P286
P17066	P62258
P17066	Q7Z3U7
P17066	Q9NYJ8
P17252	Q15700
P17542	Q13363
P17600	P63104
P17706	P23467
P17706	P98077
P18031	P32927
