Q96RS0	Q9UI43
Q02156	Q13233
P04049	Q13464
P22612	Q92918
Q9H2X6	Q9NYY3
P33981	Q9Y6R4
P49619	Q07954
P35125	Q9BYX2
O14788	P48740
O60667	Q5ZPR3
O00238	Q9NR12
P01008	P26927
Q9BST9	Q9UIA0
Q02413	Q9Y5E2
O94983	P01584
P00750	P17301
O75581	P27037
Q13873	Q68CZ2
Q15633	Q9BZS1
P04004	Q9HCM4
P08253	P46531
Q05516	Q68CZ1
Q03164	Q9BYW2
O14786	O43921
O00292	P08476
P07357	P43403
Q12802	Q8TCU6
Q3KR16	Q96PX9
P38567	Q2M3T9
Q8NCG5	Q9GZS9
P20160	Q01524
P04233	Q9UL15
O15068	Q9ULL1
P04637	P42081
P19419	Q15723
P28827	Q9NQS3
P04233	P13500
Q01974	Q9H3D4
P08069	Q9UQB9
P98187	Q08477
P36888	Q01826
Q09472	Q13873
P08138	Q99835
P09471	P15498
Q8NDX1	Q969H4
Q9NZN1	Q9Y2C9
O60229	P45985
P27448	P49759
P37173	Q08881
O60229	Q13153
O60566	Q13164
P53671	Q13188
Q13501	Q15642
Q07002	Q16584
P54756	Q8NER5
Q15375	Q8NER5
P42679	Q96L34
P49840	Q9NQU5
O60260	Q9NYI0
Q9NYR9	Q9NYS0
Q16584	Q9NZL6
P49840	Q9P286
O95835	Q9Y6Y8
Q7L3T8	Q9UHN1
O14974	P62714
Q15700	Q9ULJ8
P00746	P02461
O75815	Q9NYN1
P01138	P05981
P29992	Q08462
Q4G0W2	Q9UNI6
O75144	P29460
O60307	P22694
P48729	P49760
O00506	Q15759
Q14680	Q92519
P01375	Q15375
O95076	P48742
P31270	Q8TE12
P04233	Q16543
P28223	Q16553
P58173	P58182
Q02410	Q9H5P4
O15075	Q9NR46
P04271	Q5D862
P02790	P04003
P02458	Q13485
P10586	Q14563
P26842	Q15306
A1IGU5	P00519
Q15080	Q9UKW4
P11234	Q02790
P43034	Q8WU20
P51159	Q96RK4
O15117	Q7Z6B7
P08134	Q15771
P61018	Q9H4E5
P01133	P10586
P12644	P23759
Q07890	Q13017
O15344	Q96EP0
Q14520	Q86T26
Q14520	Q86WS5
Q8IZL9	Q8N5S9
Q00536	Q96RU7
P19474	Q9H6I2
Q9BUB5	Q9UQ88
Q9BZL6	Q9UQ88
P19022	Q8WWN8
P02747	Q9NQ25
P15924	P45378
O00533	Q4KMG0
Q4KMG0	Q9UQ52
P63241	Q9UBN7
P09172	Q6ZNA5
P19320	Q01151
O60315	Q13322
P10145	Q8IZD2
P51813	Q9HCM4
Q9NSD7	Q9Y2T6
P50219	Q99835
Q14790	Q15399
P05198	Q9UKV8
O14713	O15530
P05937	P06850
O75344	P36896
P11940	Q8WVV9
P25787	Q12834
O95936	P98172
Q14118	Q9H3D4
P98172	Q9UL17
Q14289	Q9UNE7
O75815	P0C0E4
O14827	P60763
P52198	Q07890
Q86Y82	Q9NZ52
O60315	P09016
O75360	P09016
O14627	P13378
P13378	P28356
P09017	P32242
P31270	P32242
P31277	P32242
P14651	P52951
P17481	P52951
P14652	P52954
P09017	P56177
P31273	P56177
P14652	P56178
P17481	P56178
P52951	Q00056
P47902	Q00444
A2RU54	Q03014
O95076	Q03014
P31273	Q03014
P13378	Q07687
P32243	Q5XKR4
O14627	Q99811
P31273	Q99811
P58012	Q99958
P15692	Q9BY67
P32243	Q9BZM3
P32242	Q9H4S2
P32243	Q9H4S2
P52951	Q9NYD6
P29016	Q9UNN8
P32243	Q9Y2V3
O95271	Q9Y6F1
Q03113	Q92538
P04049	Q9P212
P17612	P63146
P09619	Q9H3D4
Q99757	Q9H1E5
O14829	Q00722
P08254	Q8N119
P04201	P21918
P04201	P30968
O95976	P31994
P04049	P34925
O14757	P78368
Q06418	Q12852
P07332	Q6P5Z2
Q14012	Q92772
P46734	Q9BZL6
Q6P5Z2	Q9BZL6
P61088	Q9H492
P05771	Q9H4B4
Q00532	Q9H4B4
Q9BZF3	Q9UKW4
Q06187	Q9Y2H1
O00506	Q9Y2H9
Q9HAZ1	Q9Y6E0
O15105	O60543
O94769	P37023
O15105	Q9NPB6
P01034	P02461
P36897	Q93062
O75832	Q8TDC3
P08311	P51805
P10644	Q7RTN6
P16144	Q14511
Q2M2I8	Q96L34
Q9BY11	Q9Y2J2
Q14896	Q16553
O14931	Q70J99
O14757	O43781
P05112	P05113
O75116	P25098
P27037	P41743
P07948	P51812
P30291	P51812
P37023	P52333
P55060	P62330
P22694	Q00537
P49760	Q09013
P35626	Q14012
P07948	Q15418
P24723	Q6P5Z2
P22694	Q8IWQ3
Q15349	Q8IWQ3
O00506	Q8TDC3
P22694	Q8TDC3
P51955	Q92519
P00736	Q92626
P09871	Q92626
P30291	Q96RU7
Q00537	Q96S38
O75385	Q9C098
Q96RR4	Q9C098
Q99570	Q9HAZ1
Q96S38	Q9NYY3
Q92626	Q9NZP8
Q6P5Z2	Q9UBS0
P27361	Q9Y5S2
P35626	Q9Y5S2
P17181	Q8IUD6
Q16576	Q99469
Q7KZF4	Q9UKV8
P13500	P17275
P61916	Q13133
P00734	P26045
P29323	Q9Y6N7
P29084	P62875
Q8IY81	Q9Y606
O00401	Q6H8Q1
P10586	Q99062
Q7Z6J0	Q99933
Q9BQ51	Q9NZC2
Q9BXA6	Q9Y2K2
P12755	P16234
P21127	Q8WXF0
P31751	P62993
P60520	Q969Q5
P35680	Q9H9S0
O60678	P55345
O60934	Q07157
P35372	Q96P69
Q05655	Q99958
Q96JP9	Q9P1Y5
Q01082	Q08043
Q08043	Q9H254
Q15642	Q9H6Q3
P11473	P19235
O43763	O60229
O14770	P78411
P48742	Q15699
P09629	Q9UBX0
P28356	Q9UBX0
P56177	Q9UBX0
Q5XKR4	Q9UBX0
Q9H161	Q9UBX0
Q8TE77	Q9Y6J8
Q16816	Q9P1W9
P42331	Q96P48
P11362	Q9H2X6
Q13546	Q9H2X6
Q92506	Q99714
Q92506	Q9HBH5
A6NER0	P0C7X1
P0C7X1	P0C7X1
P15153	Q9UNA1
A1IGU5	O14966
P20936	Q99933
P54727	Q9UKS6
P01023	P42081
Q5ZPR3	Q9Y239
P51617	Q9Y279
Q13501	Q5JSP0
Q04759	Q9UKW4
P55042	Q16512
P04085	P16109
P20337	Q12967
P59190	Q12967
Q12967	Q15286
Q12967	Q96DA2
P98175	Q96J87
Q14498	Q96J87
P16871	Q70J99
O14788	Q9HC96
P35398	Q9H4S2
Q13634	Q9UMF0
P22105	Q9BY67
P16471	Q9UHF4
P17181	Q9UHF4
P11309	Q8NEV4
P17612	Q8NEV4
Q92830	Q9H254
P13747	Q9H2X3
P56178	Q9UBR4
Q15653	Q9Y566
Q14289	Q16512
P14866	Q9H0Z9
P14866	Q9H361
P31749	P50570
P49427	P61956
P50148	Q6ZW31
P98174	Q8NDX1
Q5VST9	Q8NDX1
P31483	Q8TAS1
O75159	Q8WV28
Q8NDX1	Q9Y4F1
P39880	P50219
P78560	Q15121
P12110	Q8NFW1
Q02388	Q8NFW1
P12110	Q96P44
O43763	Q9HBU1
Q16552	Q9NQ25
O00203	Q13422
P04085	Q13873
Q8WY64	Q9H4M9
P00747	P08047
P20160	P42081
P52657	Q13888
O95081	Q8N6H7
P52594	Q8N6H7
P01584	Q92736
P46531	Q96A47
O95081	Q9NP61
Q12756	Q9NRW1
O75962	Q13546
P27449	Q9HB15
O14793	P84022
O95935	Q01974
O95390	Q15796
P11047	P11362
P15813	Q8NHL6
Q96LJ7	Q9BPX1
Q7Z5J1	Q9NUI1
Q6UWP2	Q9Y394
Q9NUI1	Q9Y394
P20941	Q9NRJ4
O60229	Q96HC4
Q02548	Q9P0U4
P06681	P07358
O14793	Q9BWV1
Q15223	Q9Y5E3
Q15223	Q9Y5E6
O00505	Q96DC7
Q12756	Q5T7B8
P36897	P37275
O14807	Q02750
O76075	P61088
O00478	P01594
A4FU49	P19878
A6NI03	P51668
A4D1Z8	P56470
A6NI03	P61077
A6NI03	P62837
O00214	Q3B8N2
P56470	Q3B8N2
Q05315	Q3B8N2
O95971	Q496F6
P34096	Q5GAN6
P98175	Q5JQF8
Q5EBL8	Q68DX3
O00214	Q6DKI2
P56470	Q6DKI2
Q05315	Q6DKI2
O00762	Q6ZWI9
O14933	Q6ZWI9
P49459	Q6ZWI9
P51965	Q6ZWI9
P60604	Q6ZWI9
P61081	Q6ZWI9
P61086	Q6ZWI9
P63146	Q6ZWI9
P63279	Q6ZWI9
P41212	Q7Z3H4
Q5K651	Q7Z3H4
Q7Z3H4	Q86W92
P22897	Q8IX05
Q6EIG7	Q8IX05
A4FU49	Q8N2Y8
P01594	Q8TDQ0
Q7Z3H4	Q8WXE0
Q7Z3H4	Q8WYQ9
Q6ZWI9	Q969T4
A1IGU5	Q96JP2
A1X283	Q96JP2
O75995	Q96JP2
O95153	Q96JP2
P20929	Q96JP2
Q13387	Q96JP2
Q5VST9	Q96JP2
Q6ZMT1	Q96JP2
Q8IVI9	Q96JP2
Q8IW93	Q96JP2
Q6ZWI9	Q96LR5
Q96JP2	Q96PC5
P29317	Q9BYB0
P29320	Q9BYB0
P54762	Q9BYB0
Q5JZY3	Q9BYB0
Q7Z3H4	Q9BYB0
Q8IXK0	Q9BYB0
Q8NA19	Q9BYB0
Q8WWN8	Q9BYB0
Q8WYQ9	Q9BYB0
Q8WZ64	Q9BYB0
Q969H4	Q9BYB0
P55196	Q9C0E4
Q9GZY0	Q9H347
Q7Z3H4	Q9H694
P55196	Q9H6Y5
Q68DX3	Q9H6Y5
Q7Z3H4	Q9H706
Q9H6E5	Q9NTZ6
Q9BYB0	Q9NYL2
Q7Z3H4	Q9P1V8
Q96JP2	Q9UKN7
P22897	Q9ULY5
Q7Z3H4	Q9UN30
Q96JP2	Q9UQF2
A6NI03	Q9Y2X8
Q01082	Q9NW64
Q5JWF2	Q9UQC2
P20701	P51159
Q92667	Q9UKS6
O43639	O75044
O75044	Q06187
P15498	Q7Z6B7
P15882	Q9NRY4
Q29983	Q9NZS2
O75044	Q9UNA1
P63146	Q8NCF5
Q8IYU4	Q9HAC8
P57075	Q9NR46
P49450	Q92922
Q04759	Q9GZV4
Q9UN67	Q9Y5E7
P47224	P61020
P02452	P12757
P35568	P37173
Q92692	Q9UL17
Q14596	Q9UK80
O14492	P04049
O60487	Q9Y5H4
O43541	Q93045
Q5R372	Q9ULP9
O60882	P09238
O60882	P39900
O94941	Q6VVB1
Q06187	Q86WN1
O15259	Q8TF42
P42684	Q8TF42
O60229	Q9H6S3
P00519	Q9H6S3
Q15746	Q7Z4K8
P05976	Q86V35
O15034	Q86WV1
P09429	Q8IZX4
P35609	P53814
P04003	P07358
P05362	P49765
P02458	Q8TAX0
Q9BXT4	Q9HCJ0
P05111	Q9NQ38
O60248	Q9UJU2
P29460	P59535
P01732	Q15223
Q01151	Q15223
A6NDE4	O75494
O75494	P0C7P1
A6NFN3	P98175
O75494	P0DJD3
O75494	P0DJD4
O43251	Q15415
O75494	Q15415
Q15233	Q15415
A6NFN3	Q8WVV9
A6NFN3	Q96J87
A6NDE4	Q9NQ94
P0C7P1	Q9NQ94
P0DJD3	Q9NQ94
P0DJD4	Q9NQ94
Q15415	Q9NQ94
A6NDE4	Q9NWB1
P0C7P1	Q9NWB1
P0DJD3	Q9NWB1
P0DJD4	Q9NWB1
Q15415	Q9NWB1
P01024	P14778
P37288	P51686
O14508	Q07954
Q08174	Q9H158
Q08174	Q9UN73
Q16581	Q9Y271
P15692	Q9Y624
P04798	P05093
P43403	Q15835
P05093	Q16678
O76075	Q9H254
Q15011	Q9Y2G2
O15357	O75366
O60504	Q92734
Q99956	Q9H3S7
Q9UDY8	Q9UKJ0
P61019	Q13795
Q13795	Q8WUD1
Q13636	Q9UBK7
O43353	P49913
Q0IIM8	Q9P2M4
P17612	Q9UIK4
Q92519	Q9UIK4
Q96RU7	Q9UIK4
Q9NYI0	Q9NYY3
O15259	P49418
P52735	Q58EX7
P52735	Q8TCU6
Q96PC3	Q9NP90
P51148	Q9H7X7
Q8WUD1	Q92730
O75081	P36896
Q05586	Q8N3Y7
Q6UWQ5	Q86SG7
Q7Z4W2	Q86SG7
P36894	Q8WZ42
P16471	P20809
P28799	P61812
P22301	Q9HBG7
P42081	Q9NZP8
P07996	Q9NZQ7
P05067	Q9UL15
P07357	P07766
O14786	P24821
O75197	P36894
P16471	P48551
P43026	Q01974
Q92626	Q96I82
Q02447	Q96T37
P11362	Q9H116
Q9NR61	Q9Y219
P02747	Q9Y6Q6
P24158	Q13085
A1IGU5	Q9NRW1
P13688	P19256
P11234	Q15669
O60341	Q8TAQ2
P52565	Q9H0U4
P07996	P14543
P35716	P56693
P17948	Q14324
Q96QB1	Q9NRY4
Q15223	Q96FE5
P19235	P24821
Q8IWV2	Q9Y2H6
Q86WK6	Q9BQT9
Q86WK6	Q9ULB4
P20336	P24588
P21728	P24588
P06850	P61278
P02746	Q08334
Q6ZW31	Q9ULC3
P12111	Q14623
P61086	Q9Y577
P68036	Q9Y577
Q96LR5	Q9Y577
P07288	P08572
P04080	P20396
P31151	P31268
P62140	P62942
P62942	P67775
P0DPH7	Q02241
P0DPH8	Q02241
Q02241	Q6PEY2
P0DPH7	Q96Q89
P0DPH8	Q96Q89
Q6PEY2	Q96Q89
P01133	P48023
O95259	Q92859
P45985	Q02763
P33240	Q8WXA9
P38159	Q9UHX1
P13987	Q9UM47
Q8WTR2	Q9UNH5
P13051	Q9UH65
O14933	P22681
P07550	P49238
O00506	O14965
P16885	Q9BY11
Q92968	Q9BYG5
A6NI72	P08631
Q92519	Q9H422
P28222	Q15761
P17480	Q6T310
A0PJE2	Q9HBH5
O14492	P29317
P29375	Q6B0I6
P40425	Q8TAU0
P11362	Q9NRF2
Q10567	Q9P299
P40424	Q9UMQ3
Q9UPQ4	Q9Y4K3
O00762	Q9H0Z9
P36776	Q9UBN7
P17081	Q9H0K1
P42679	Q5JRA6
P61266	Q9NZN1
P61026	Q16512
Q13105	Q8N653
Q16512	Q8WXH6
P57052	Q15717
P09471	Q9ULW5
B1AKI9	P56159
O75054	Q00872
P01732	Q8TDQ1
Q6ZMC9	Q96RD9
Q7Z6A9	Q96RD9
Q8N3K9	Q99062
Q6UX41	Q9BRK3
O14511	Q9UIR0
Q9UIR0	Q9UM44
Q12967	Q9H7X7
P03952	P20851
P13500	Q8N302
P13501	Q12929
Q99418	Q9Y3P9
O60447	Q96HU1
P00747	P19235
P04216	P13501
Q14289	Q76FK4
Q13418	Q8IX03
O60229	P17787
P01034	P24158
P08476	P29965
O00238	P30279
P19087	Q08116
Q96N46	Q9UBP0
O95096	Q9GZN2
P11233	Q9UQC2
P51957	Q7KZI7
P14060	Q92506
Q8WZ64	Q9P1V8
Q8N9C0	Q9UBF9
P02747	Q9BUD6
O43182	P62491
P24394	Q14116
P10912	P13073
Q6ZWB6	Q9H3M0
P08567	Q14749
O14972	P46934
Q8TEY7	Q93008
P28358	P54764
P41182	Q9Y4H2
O75791	Q8N157
P06239	Q96MF2
Q92882	Q96MF2
Q8NDT2	Q9BTD8
Q08881	Q9BVT8
P98171	Q9H7X7
Q14D04	Q9Y243
Q6IQ22	Q9NP72
Q9BRJ9	Q9H3D4
Q3L8U1	Q9P2D1
O15075	P06241
P27037	P29317
P35270	Q92506
P42356	Q9ULW5
A6NDE4	Q14011
A6NFN3	Q14011
P0C7P1	Q14011
P0DJD4	Q14011
A6NFN3	Q15427
Q15415	Q15427
P62837	Q6VVB1
A6NDE4	Q9UNP9
A6NFN3	Q9UNP9
P0C7P1	Q9UNP9
P0DJD3	Q9UNP9
P0DJD4	Q9UNP9
Q15415	Q9UNP9
Q6VVB1	Q9Y2X8
A6NDE4	Q9Y5S9
A6NFN3	Q9Y5S9
P0C7P1	Q9Y5S9
P0DJD3	Q9Y5S9
P0DJD4	Q9Y5S9
Q15415	Q9Y5S9
P26045	Q9BV47
Q92932	Q9BV47
Q12974	Q9NRW4
Q12974	Q9Y6W6
O95136	P32239
P30411	P34972
P30411	P50391
P35916	P54762
P08922	Q08345
P48039	Q969F8
Q969Q4	Q96KC2
P13591	Q9UIB8
Q969Q4	Q9UPQ3
Q15771	Q9Y689
P49792	Q15907
P00746	Q8WV28
Q13554	Q16584
O15530	Q8TAS1
O14641	Q9P212
O60260	P16885
Q15811	Q8TAI7
Q15811	Q99490
Q96A58	Q9NZM3
Q99578	Q9NZM3
O43166	Q9Y4G8
O60292	Q9Y4G8
Q13239	Q15011
O15259	Q8NA54
O75112	Q9P202
Q9NYI0	Q9UHD9
O43557	P12757
O14944	P51617
P60763	Q13402
P17342	Q14832
P54753	Q96QS3
P17252	P63146
P22681	Q8NFH8
O60609	P15692
P25025	P33032
P32239	P33032
O95665	P34981
P36406	P57735
Q13009	Q14451
P11831	Q14814
P48039	Q15077
P22455	Q15303
P29322	Q15303
P22455	Q16620
P22607	Q16620
O43150	Q58EX7
P36406	Q6IQ22
Q13636	Q8WWN8
P35568	Q8WZ64
Q14644	Q92529
O43150	Q96PX9
O60229	Q9HCM4
P19827	Q9NQ25
P57087	Q9UIB8
Q8TCU6	Q9Y4H2
P48546	Q9Y5Q5
O95631	P51805
O95057	P01111
P61587	Q03113
Q03113	Q8IXI1
Q9H082	Q9UPQ3
Q9ULW5	Q9UPQ3
A6NHC0	P20807
P62491	Q92609
O60259	O60469
O15350	P26441
P20941	Q5MNZ6
P98066	Q86UW8
P62826	Q8WXH6
P09238	Q9Y5R2
P00740	P09871
O14980	P51153
P14210	P56730
P04070	Q5K4E3
P09871	Q99895
P00750	Q9UI38
Q2L4Q9	Q9UI38
Q02156	Q13043
Q86X27	Q8IXI2
Q14C86	Q96DA2
P53350	Q9H422
Q04721	Q96AX9
Q13422	Q96T37
P01133	P25942
O15357	P42229
Q01974	Q16832
P16144	P78310
O95727	Q99650
Q04206	Q99650
P02452	P11047
P12643	P13611
P01137	P19320
P14222	P19438
P28358	P51805
P11234	Q05513
P55212	Q16270
P32004	Q8TBJ5
P19438	Q9NY15
Q6UXK2	Q9NZN1
Q9NYK1	Q9Y279
Q15375	Q9Y4C0
O60667	Q9Y6Y9
P23471	P54753
P09871	Q01201
P30874	Q01718
Q13489	Q9C030
Q9UMX0	Q9UNE7
O96013	P01112
P05067	Q9Y5Y6
O95755	P10114
P10114	P51153
P51151	Q8TAI7
Q13636	Q8TAI7
P10301	Q92737
P51151	Q96D21
P51153	Q96D21
P01111	Q96DA2
P01111	Q96S79
P51153	Q96S79
Q92737	Q9H4E5
P01111	Q9NP90
P62834	Q9NP90
O14807	Q9NYR9
P01111	Q9NYS0
P17081	Q9NYS0
P51153	Q9NYS0
P61026	Q9NYS0
P61587	Q9NYS0
Q9H4E5	Q9NYS0
P10114	Q9UL26
Q92737	Q9UL26
Q96D21	Q9UL26
Q96S79	Q9UL26
P01111	Q9ULW5
P52565	Q3SXY8
P08134	Q8N392
P34998	Q8N349
Q9GZP7	Q9NYW0
P10398	Q9UK80
O15085	P20338
Q07960	Q15286
P26378	Q96A72
P00533	P14616
P04201	P30559
Q5JSP0	Q9NZM3
Q9NVW2	Q9UIG0
P14651	P31269
P28358	P31269
O95076	P31274
P17482	P31275
P31274	P31275
P31274	P31277
P31274	P35453
P31274	P49639
P05156	P55212
Q53QZ3	Q8WUP2
O14543	Q9Y4D7
P05455	Q9Y606
P36897	Q7RTN6
O14529	O60260
Q00537	Q8IV63
P49792	Q9NWB1
P06213	Q9P1W9
Q96BT7	Q9UI43
Q96AC6	Q9BQE3
P07478	P12544
O14965	Q52WX2
P08217	Q86T26
P08218	Q86T26
P20151	Q86T26
O14965	Q9BZL6
P80192	Q9H3Y6
A1IGU5	Q9H6Q3
P43234	Q9UBR2
Q86T26	Q9UBX7
Q9Y5Y6	Q9Y6M0
O43294	P24821
O75159	Q8IV63
P36894	Q9BX66
O76099	P30954
P47881	P58181
P47888	P58181
P58181	Q15617
P20337	Q6IQ22
A6NKK0	Q7Z3T1
O95007	Q8N349
P47888	Q8N349
Q15617	Q8N349
O76100	Q8NGS5
P47881	Q8NGS5
O95007	Q8NGX6
P47881	Q8NGX6
P58181	Q8WZ94
Q6IFN5	Q8WZ94
Q8N349	Q8WZ94
Q6IQ22	Q96E17
Q8NH16	Q9GZK4
P13646	P31276
P19320	P32004
P11309	P42771
Q02779	Q13554
P27037	Q9H772
P43034	Q9NZ72
O60307	Q00537
P01588	P08700
Q6UXH9	Q6ZWK6
P23560	Q99748
Q6PKX4	Q9NYI0
Q9UHD9	Q9UHV5
O00213	Q9Y2H5
O14827	Q9Y2H5
P10911	Q9Y2H5
Q14451	Q8TE67
A1L4K1	Q92859
Q86WN1	Q9BXT4
Q8TE67	Q9BXT4
Q14451	Q9H6S3
Q9BXT4	Q9H6S3
O60299	Q9Y2B5
O60543	Q93009
P98174	Q04759
P28347	Q99594
Q5KU26	Q9ULY5
P15882	Q9NYS0
P07996	P61812
Q15911	Q9BWV1
O15105	O60565
Q2VWA4	Q9UQF2
P19388	P50613
P42345	Q96M96
P32004	Q9H2X3
Q8TE77	Q8WUJ0
Q5VZP5	Q9UNI6
Q96HL8	Q9BX66
P61326	Q9NX07
P32519	Q9BXN2
O95049	Q8TBB1
P26718	Q9UJ71
P16885	P80192
P46108	Q7Z6J0
O60229	Q9BX66
O75962	Q9BX66
P18031	P54764
P56937	Q8NBQ5
P56937	Q8WUS8
Q5JSJ4	Q9UMF0
Q9NXU5	Q9Y6B6
O76041	Q5TCX8
P08697	P29508
O00238	O60674
O15530	Q7RTN6
P23468	P24821
P20248	Q8TDC3
Q7L775	Q8IZ13
Q8TDQ0	Q9Y336
O14492	Q9BZS1
O95398	Q9ULW5
Q9BYX2	Q9NU19
P12644	Q9Y4K3
Q12907	Q12907
P07355	Q15276
P07478	Q99574
P20340	Q5JSP0
P20339	Q6ZV73
P51148	Q6ZV73
Q9NRW1	Q9UKW4
O15212	P02743
A1L453	O60259
P00738	P00746
A1L453	P06870
A1L453	P07477
A1L453	P07478
A1L453	P08246
A1L453	P08311
P00738	P08311
O60259	P10144
P05981	P10144
P08217	P10144
P08218	P10144
P08861	P10144
O60259	P10323
P07288	P10323
A1L453	P12544
P00738	P12544
A1L453	P14210
P00736	Q15661
P04070	Q15661
P08218	Q15661
P10144	P20151
P00738	P20231
P10323	P20718
A1L453	P24158
P10323	P24158
P26927	Q15661
P00738	P35030
P10323	P35030
P00738	P40313
P10144	P40313
P10323	P40313
A1L453	P49862
P00738	P49863
P10323	P49863
P49863	Q15661
P10323	P51124
P51124	Q15661
P56730	Q15661
Q04756	Q15661
O60259	Q2TV78
P07288	Q2TV78
P08217	Q2TV78
P08311	Q2TV78
P12544	Q2TV78
Q15661	Q2TV78
P20718	Q2TV78
P40313	Q2TV78
P49863	Q2TV78
A1L453	Q6PEW0
P07477	Q6UWY2
P49862	Q6UWY2
P07477	Q6ZMR5
P08246	Q6ZMR5
P08311	Q6ZMR5
P10144	Q6ZMR5
P07478	Q6ZWK6
O60259	Q7RTY5
P07288	Q7RTY5
P08246	Q7RTY5
P08311	Q7RTY5
P20151	Q7RTY5
P20718	Q7RTY5
P35030	Q7RTY5
P49863	Q7RTY5
P51124	Q7RTY5
P08311	Q7RTY7
P12544	Q7RTY7
P20151	Q7RTY7
P49863	Q7RTY7
P00746	Q7Z5A4
P08246	Q7Z5A4
P12544	Q7Z5A4
P14210	Q7Z5A4
P35030	Q7Z5A4
P49863	Q7Z5A4
P00738	Q8IYP2
P10144	Q8IYP2
P10323	Q8IYP2
Q7RTY7	Q8IYP2
Q7Z5A4	Q8IYP2
Q2TV78	Q8NF86
Q6ZMR5	Q8NF86
P00736	Q8NHM4
P00748	Q8NHM4
P10323	Q8NHM4
P57727	Q8NHM4
Q5K4E3	Q8NHM4
Q7RTY7	Q8NHM4
Q7Z5A4	Q8NHM4
P10144	Q92876
P07477	Q9BYE2
P12544	Q9BYE2
Q15661	Q9BYE2
P20151	Q9BYE2
P40313	Q9BYE2
Q92876	Q9BYE2
P00738	Q9BZJ3
Q7Z5A4	Q9BZJ3
Q9BYE2	Q9BZJ3
Q6UWY2	Q9GZN4
Q8NHM4	Q9GZN4
A1L453	Q9H2R5
P10144	Q9H2R5
P10323	Q9H2R5
Q7RTY5	Q9H2R5
Q7RTY7	Q9H2R5
P10144	Q9H3S3
Q8NHM4	Q9H3S3
Q6UWY2	Q9NRR2
A1L453	Q9P0G3
P00738	Q9P0G3
Q6UWY2	Q9P0G3
Q7RTY7	Q9P0G3
Q7Z5A4	Q9P0G3
P10144	Q9UBX7
Q6UWY2	Q9UBX7
Q7RTY5	Q9UBX7
Q7Z5A4	Q9UBX7
P00742	Q9UKQ9
P03951	Q9UKQ9
P08218	Q9UKQ9
P10323	Q9UKQ9
P20160	Q9UKQ9
Q7RTY5	Q9UKQ9
Q9H3S3	Q9UKQ9
P10144	Q9UKR0
P10323	Q9UKR0
A1L453	Q9UKR3
Q6ZMR5	Q9UKR3
Q7RTY5	Q9UKR3
Q7RTY7	Q9UKR3
P10144	Q9UL52
A1L453	Q9Y337
P00738	Q9Y337
P10323	Q9Y337
Q2TV78	Q9Y337
Q7RTY5	Q9Y337
Q7Z5A4	Q9Y337
P00738	Q9Y5K2
P10144	Q9Y5K2
Q2TV78	Q9Y5K2
Q7RTY5	Q9Y5K2
Q6UWY2	Q9Y6M0
Q00534	Q04721
P26045	P51452
P51452	Q05209
P54829	Q9UII6
P14616	P36897
P41743	P62993
O00716	O60264
P00533	P78368
Q14554	Q86VQ6
P35754	Q8NBS9
P13667	Q9H299
P22681	Q9UNH7
Q16816	Q8WZ42
O00213	O14827
O15075	Q16623
O95716	O96013
P04085	P13726
P05455	P55265
Q13387	Q8TBP5
O60603	P47712
P16871	P32121
P01023	P16885
P29279	Q02447
P42768	P62820
O00305	P54289
O94885	P21709
P61968	Q9UGI8
Q12933	Q99942
O15511	P15153
P28566	Q07699
P09493	Q8WYL5
Q13574	Q9UMS4
Q9UKG1	Q9Y6R0
P27361	Q8TAS1
Q13003	Q9ULK0
Q8IWV2	Q99665
O95727	Q8IUX4
P26045	P35240
P04049	Q9UJU6
P01116	Q9UKW4
P62745	Q9UKW4
Q14790	Q9BQB6
P55201	Q92993
O15034	P06241
P57723	P61978
P68543	Q13191
Q02779	Q8TE67
P49796	Q8TF64
O43295	Q96HL8
P31483	Q9HCJ3
P43694	P46531
P04637	P12757
P10643	P15529
O15230	P16144
P20702	P26006
P00519	Q9BZF9
Q8WVF5	Q9UK17
O95264	P11230
Q14155	Q14644
P14616	Q15375
P10721	Q16832
Q14644	Q8TDY4
Q15283	Q8TDY4
Q14449	Q99704
O43236	Q9UHD8
Q9HCN6	Q9Y279
P20336	P42768
P11234	Q3MIN7
Q07890	Q9Y3L5
Q13905	Q9Y3L5
P08134	Q8TDY4
P51159	Q9NYS0
P24821	Q8IUI8
Q8N9C0	Q9UQ52
P32745	P34998
P25024	P46094
P46094	Q9P296
O75147	P52952
P84022	Q12933
P31749	Q9UGI9
O60880	Q9Y4K3
P01024	P04216
P19474	P29279
O00443	P31751
P07996	P32519
O14543	O95365
P78367	Q8HWS3
Q02962	Q92826
P36897	Q9UM47
P06493	Q96RU7
P01111	P59190
P62310	P63162
P20336	P98171
P20340	P98171
Q15233	Q9UKA9
P56937	Q8N3Y7
P28335	P28566
P27361	Q96P47
P04004	P08709
Q14344	Q9NRY4
O15259	Q15811
Q8WUF5	Q9BX66
O15117	Q9NQ75
P19174	Q9NZM3
P78368	Q13546
P35080	Q9NZ72
P13500	Q9UDY8
Q9UKB1	Q9UM11
P06493	Q13163
Q8NBT2	Q96CS2
P01112	P11277
P01116	P11277
P00519	P36897
P14921	Q15911
P63241	Q7Z6J0
P10145	Q8WU20
Q05655	Q6UXL0
Q13107	Q9HCE7
P52333	Q8IWU2
