O00273	Q9GZV5
P53779	Q9H2X6
P54136	P62266
P55209	Q13569
P62195	P63316
Q00889	Q9NR48
Q04695	Q16851
Q07954	Q13905
Q08999	Q99728
Q13085	Q8IX01
Q13163	Q9UHB6
Q13557	Q8IX12
Q13561	Q9NXR1
Q13813	Q9UBC5
Q5QP82	Q99759
Q6NUP7	Q99832
Q712K3	Q8IUQ4
Q7Z460	Q86W92
Q86W47	Q9H9V4
Q8IVD9	Q9UBE0
O00160	O60603
O00267	Q9P1T7
Q92888	Q9BU23
Q969W9	Q9H0R8
Q96B01	Q96EA4
O00311	Q15910
Q96S59	Q9H0N5
Q9BW04	Q9UKR3
Q9HC62	Q9NS56
Q9Y333	Q9Y4K3
O14490	Q96PE1
O14920	P55210
O15090	O95665
O15287	P09429
O43175	Q13257
O43439	O60381
O75493	Q8IVM0
O94769	P22692
O94776	Q01851
O95487	P22626
O95551	Q14974
O95613	P17677
O95727	Q16617
P02751	Q9UNI1
P05549	P43694
P06213	P51617
P07196	Q9NYJ8
P09913	P15260
P11233	Q9HD67
P11274	Q8TEW0
P11532	P78508
P13591	Q9P2S2
P16104	P18858
P16104	Q9H553
P17482	Q9P2T0
P20290	P55345
P22087	Q8N0X7
P23443	Q16537
P24863	P62714
P29323	Q01954
P29536	Q16832
P29972	P35590
P32246	Q03518
P32927	P98082
P34931	Q92925
P35269	Q9Y265
P0DPH7	P36941
P0DPH8	P36941
P42224	Q86WI3
P46940	P60763
P48048	Q9HAP6
P48061	Q96PE1
P48788	P67936
P51531	Q496Y0
P52564	Q96RK4
P53355	Q13616
P55055	Q9H078
P55064	Q96HB5
P78504	Q86Y01
Q03169	Q96JB5
Q08881	Q5VZ18
Q13516	Q99767
Q13620	Q9UPS6
Q14500	Q9H2G4
Q14566	Q99873
Q15022	Q9Y5X4
Q8N684	Q9HAU0
Q96ES7	Q9H0E3
Q96K80	Q9NQB0
Q9C0C7	Q9NX09
Q9H211	Q9NRG0
Q9Y281	Q9Y572
O14490	Q12888
O14544	P84095
O14879	P19971
O14980	O15269
O15131	Q13619
O15524	Q08117
O43257	Q16540
O43592	Q6Q0C0
O43639	P21127
O43707	Q8WWM7
O75474	Q14134
O94874	O95373
O95503	P51531
P00533	P04271
P01111	Q8IZJ4
P01138	Q8WU20
P04040	Q8IZP0
P05109	P68371
P05412	Q99767
P06241	Q15569
P06241	Q9UNN5
P06401	Q9BTK6
P06493	P26640
P06748	Q9UBW7
P07101	Q00536
P08133	Q969G3
P08709	Q9UIA9
P08729	P62750
P09769	P20273
P15923	Q9HD90
P17275	P42771
P17812	Q9UBF8
P20749	Q96L91
P27540	P55072
P30040	Q15038
P30153	Q02818
P33076	Q13127
P33151	P49757
P35268	Q9Y657
P39880	Q9Y468
P40818	Q14152
P42574	Q9NT62
P43358	P51610
P48023	Q99704
P49006	Q9NRI5
P49459	Q9NS56
P49798	Q13882
P51692	Q15139
P52565	Q07912
P62136	Q13526
P62253	Q13489
P62888	Q14164
P62899	Q9Y657
Q01082	Q13094
Q02078	Q9UNL4
Q12829	Q9GZN7
Q13077	Q13547
Q13352	Q14566
Q13485	Q9Y4B6
Q13813	Q9Y613
Q16620	Q9H3Y6
Q60I27	Q8NCG5
Q8IUQ4	Q9Y2D1
O00151	Q07157
O00267	Q96H20
Q8TEQ6	Q9NRA8
Q92542	Q9UQB3
O00410	Q96B26
O00429	P13861
Q9C086	Q9UER7
Q9H3G5	Q9NYL9
O14492	P30530
O14508	P03372
O14511	Q9UQ80
O14595	Q13438
O14654	P45985
O15111	P05388
O43303	P11234
O43676	P48201
O60496	P15514
O60573	Q3YEC7
O75494	Q8ND76
O95544	Q14978
O95613	Q9UBB9
P00734	P08185
P02768	Q15582
P04731	P31350
P05165	P50747
P06239	P27448
P06241	Q01362
P06241	Q15116
P11182	P17066
P11274	Q12929
P11274	Q6WCQ1
P12235	P27708
P15923	P19532
P16070	P49716
P17706	Q15796
P18206	Q9UM54
P18545	Q9HC97
P19544	P29590
P20273	Q6PIZ9
P21333	P36578
P21781	P35968
P22001	Q96KB5
P25098	P61289
P27348	P35659
P27348	Q96QK1
P31150	Q9H169
P35221	Q13319
P35222	P49918
P36873	P51668
P36897	Q16394
P37198	Q9NWF9
P37840	P51808
P41732	P48509
P42574	Q9Y6W6
P42679	Q8IZW8
P49790	Q12772
P51571	Q9BYX7
P51659	Q00653
P52565	Q13464
P54253	Q9NPQ8
P57105	Q9P2M1
P62140	Q9UBF6
Q03135	Q16665
Q04323	Q13190
Q05086	Q07820
Q06330	Q96EB6
Q07157	Q9UJU6
Q09472	Q9Y458
Q13489	Q9HCM9
Q13491	Q8IZD9
Q13620	Q8TAT6
Q14185	Q9BYG4
Q14204	Q96G01
Q15008	Q9UBT2
O00159	Q9NVI7
Q8WUM0	Q9BQG0
Q8WV28	Q96JZ2
Q92597	Q9HBA0
O00411	Q02878
O00470	Q02548
Q9C0K7	Q9Y5V3
O14817	P08195
O14920	O43294
O14920	O43557
O15105	P39687
O15297	P49459
O43143	P55769
O43593	Q66K89
O43657	P11049
O43736	Q13822
O75015	P10124
O75335	P11473
O75643	Q15717
O75674	Q14185
O94874	P62491
O95405	P04637
P00533	P09603
P00540	Q8NCN5
P01344	P02751
P07197	Q9Y468
P07355	P07947
P08047	Q9UGL1
P09769	Q9H4G4
P11509	Q13796
P13501	P28068
P13797	Q52LW3
P13929	P35609
P15735	Q6P2M8
P17600	Q14982
P18545	P37840
P24468	Q14192
P29074	Q9UBS5
P31689	Q16695
P38936	Q92599
P39059	Q92743
P39880	Q9NY61
P40227	Q9H6T3
P41161	Q9Y618
P41252	P62266
P46940	Q9NYJ8
P49683	Q01954
P52292	Q9BZD4
P61970	Q13114
P62258	Q92845
P62280	Q7Z2W4
P62979	Q96RN5
P63279	Q96L73
P78345	Q15036
P84157	Q6NZI2
Q02221	Q9UDY6
Q03001	Q14515
A7KAX9	O00410
Q13185	Q9H8V3
Q14145	Q8N961
Q14500	Q9ULB1
Q2TAZ0	Q92636
Q53GT1	Q96P20
Q5T681	Q8WV24
Q6IB77	Q9NQR9
O00148	O95239
Q8N2W9	Q9UM13
O00257	Q9NQB0
Q92529	Q9UKG1
Q96L91	Q96T76
Q96QZ7	Q9NQB0
Q96SB4	Q9BZE4
O00501	P78369
Q9H0E2	Q9Y2Y4
Q9H2X9	Q9P2S2
Q9NUG6	Q9NYL9
Q9UQ80	Q9UQQ2
O15400	Q9NYM9
O43236	Q9H008
O43819	Q16643
O60234	Q8WWF1
O60244	P09086
O75410	Q9ULW0
O75494	Q13627
O94885	Q9UHV7
O95163	Q02779
O95373	O95816
P01574	Q16621
P02461	Q4L180
P02787	Q9Y4H2
P02792	P84095
P02795	Q07021
P04264	P08670
P06239	Q92882
P08238	Q9P0L2
P08575	Q9UL01
P09769	P32246
P10243	P22087
P10244	Q8WWL7
P13349	P17482
P13637	Q13554
P17066	Q99683
P17252	P35354
P17661	Q8IX12
P20248	Q9UL45
P20711	P43364
P20749	Q9UPY8
P20853	P35542
P28324	Q93045
P30876	Q92499
P31947	Q15424
P35251	Q9Y4A5
P35590	Q06187
P40227	Q6IN85
P40925	Q9UKB1
P41279	Q07011
P46527	Q07889
P46976	Q8WVZ9
P48061	Q9NRQ2
P50991	Q8N3C0
P52566	P61769
P53778	Q9Y572
P54259	Q96PU8
P54578	Q14318
P60900	Q86WB0
P61981	Q9Y230
P62979	Q92886
Q00535	Q99558
Q05209	Q14161
Q08945	Q9NNW5
Q12778	Q92547
Q12923	Q9BSQ5
Q13011	Q99798
Q13112	Q9UKG1
Q13163	Q96A00
Q13574	Q15811
Q13950	Q9GZZ7
Q14653	Q15329
Q15027	Q9Y3P8
Q2NKX8	Q92574
Q3L8U1	Q9NYF8
O00165	P63173
Q92625	Q9BRG2
O00470	Q96S38
Q99558	Q9UBT7
Q99983	Q9BRK3
O00716	P39880
O00716	Q13573
Q9NUP9	Q9ULB1
Q9NYQ3	Q9NYV7
Q9Y5B9	Q9Y5X4
O14786	Q16665
O15197	Q9UPP5
O15446	P53779
O15460	P02671
O43164	P50502
O43791	Q9NP84
O43809	Q92925
O60229	Q01082
O60238	P49810
O60264	Q9NRZ9
O60573	Q9BS34
O95376	Q8N4L8
O95613	P11532
P00451	P01042
P00736	P39060
P01135	P48050
P01860	Q16643
P04150	Q8WTS6
P04264	Q9H0K1
P04899	Q6Q0C0
P05114	Q9NQ31
P05141	P62888
P05412	Q8TAE8
P06307	Q9NZU7
P07101	Q00537
P07858	Q9UM01
P08247	Q14185
P10415	Q14005
P10643	P24593
P10914	Q9Y6W8
P14373	P50991
P14678	Q9Y5V3
P15153	Q9Y4H4
P15407	P16298
P22087	P35580
P23508	Q13464
P28482	Q99697
P28799	Q02641
P29320	P62993
P29350	Q9Y228
P30279	Q13029
P33993	Q14186
P36578	Q9UQB8
P40222	Q71UM5
P48634	P52888
P51451	Q63HR2
P51532	Q8WUM0
P51571	P62753
P51693	Q9BXW6
P52566	Q04759
P52757	Q13191
P53680	Q07890
P55081	Q9Y383
P55884	Q09028
P56962	Q8N4C7
P58107	Q9NZ08
P61158	Q8WYK2
P61968	Q05048
P62263	Q00613
P62847	Q9BQ67
P62906	Q9UKG1
P67809	Q12933
P68133	Q99942
P98082	Q9GZY6
Q02978	Q15758
Q03135	Q9NR96
Q04206	Q8N6R0
Q04637	Q15366
Q05586	Q9UK13
Q09472	Q9UM54
Q12792	Q8IYU8
Q12792	Q99598
Q12834	Q5BJF2
Q13042	Q96CW5
Q13287	Q9NVC6
Q13426	Q99962
Q13464	Q96HC4
Q13561	Q99615
Q13895	Q96G21
Q14139	Q8TEY7
Q14451	Q8TB24
Q14582	Q7Z5K2
Q14694	Q15020
Q14966	Q96AE4
Q15642	Q9NRR8
Q5TAQ9	Q8WWR8
Q6GPI1	Q9GZZ7
Q6ZNA4	Q9UBT2
Q86YP4	Q9UKI9
Q8IWY9	Q9HCU8
O00141	Q6DJT9
O00165	Q12933
Q8N6R0	Q9HAV4
O00187	P26998
Q8WZ19	Q9Y253
Q92794	Q9H2X6
O00418	Q9Y2V2
O00470	Q13418
Q96HB5	Q99988
Q99558	Q9Y281
O00499	P49917
O00505	Q9Y2K7
O00602	P32320
Q9H694	Q9NYV7
Q9H992	Q9UKL0
Q9NQP4	Q9NYL9
Q9UER7	Q9Y297
Q9UHB7	Q9UPN9
O14498	P25101
O14503	P08047
O14512	Q9P1A6
O14558	Q7L804
O14829	Q13233
O14966	P51159
O15297	Q93009
O15357	O75674
O15393	Q9UBK9
O15460	Q07021
O15519	O75369
O15524	Q9H0A8
O43143	P62424
O43164	P98170
O43278	Q13522
O43313	Q66K89
O43439	P11473
O43474	Q9H2S9
O43491	Q96NE9
O43809	P15822
O60264	P42336
O75030	P04626
O75122	O94874
O75182	P17947
O75379	Q01892
O75626	Q14687
O76041	Q9BWU1
O94864	P38432
O94885	P12931
O94911	Q9Y243
O95155	Q9Y5K6
O95210	Q01484
O95405	P05060
O95613	Q99615
O96019	Q562F6
P00519	Q9BXH1
P00915	Q96RT6
P01116	Q05682
P01570	Q9UBC5
P02533	Q9Y580
P02751	P40261
P02760	P06239
P03372	Q13619
P04049	P40238
P04049	Q9UJ41
P04083	P21333
P04553	P09430
P05015	P41273
P05141	Q92793
P05387	P63165
P05549	Q16594
P05937	Q14204
P06213	Q13627
P06733	P19338
P07196	P62258
P07355	P24385
P07737	P54753
P07814	Q8NC51
P07858	P42081
P07947	Q63HR2
P08670	Q9NR99
P09012	Q12906
P09493	Q12946
P09884	Q96PU4
P10636	Q9UBS5
P10645	Q9NY72
P10809	P60842
P10914	Q13045
P11182	Q9H1R3
P11388	Q9H160
P12268	P25788
P12931	P23470
P13501	Q92608
P15884	Q2LD37
P16104	P30291
P16220	P26367
P16422	P21860
P17181	Q9UBE8
P17600	Q13936
P17844	Q5QJE6
P17947	Q13077
P17987	P62266
P18433	P49840
P19338	Q00403
P19388	Q8IXH7
P19447	P62191
P19634	P48634
P19838	P49798
P20941	Q15078
A6NHR9	Q06787
P22674	Q04206
P24310	Q08431
P25054	Q6PGQ7
P25789	P84103
P25963	P49641
P26038	Q9NWQ8
P26640	Q9NY65
P26842	Q96CV9
P27635	P54136
P27694	Q9HCS7
P28360	Q99814
P29074	Q9Y5X2
P29323	Q14974
P30304	P60900
P30304	P67870
P31943	Q14004
P32121	Q14511
P35249	Q14493
P35249	Q96B26
P40222	P50213
P40763	P46695
P41134	Q13200
P41145	P51790
P42226	Q13887
P42768	P52565
P45983	Q56UN5
P46060	P46527
P46783	Q71UM5
P48047	Q9BXL7
P48050	Q12929
P48061	Q99983
P48509	Q9HD26
P48745	Q86Y01
P49023	Q13444
P49327	P61513
P49407	Q8TEQ6
P49674	Q16665
P49711	Q8N7H5
P49757	Q13535
P49792	Q9NSC2
P50406	Q9NWQ8
P50750	Q93009
P51003	P63165
P53667	Q96L34
P80511	Q86SG5
Q05066	Q9NQU5
Q05513	Q9HAJ7
Q09472	Q99608
Q13043	Q99816
Q13118	Q14209
Q13153	Q9BWF2
Q13761	Q14185
Q14978	Q9ULK4
O00182	P55160
Q92561	Q9Y6V0
Q92974	Q9UMS4
Q96AE4	Q9BY84
O00329	Q13671
Q9P1A6	Q9UL51
Q9Y2W1	Q9Y4K4
O14686	Q15078
O14867	Q9BX63
O15068	Q59EK9
O15169	Q8N6I1
O43157	P10912
O43516	O95379
O60307	Q03135
O76074	P06493
O95149	P11388
O95997	Q92597
P01569	Q6IB77
P04040	Q9UKJ1
P04350	Q13163
P04637	P06241
P04843	P23396
P09496	Q9Y478
P09651	P47756
P09923	Q9HBT6
P10276	Q13642
P10809	P62316
P12956	Q13133
P14317	Q8WUY1
P14867	Q9Y4C0
P15173	Q00587
P17706	P33992
P23396	P28908
P29590	P45983
P31947	Q9NZC7
P35222	Q08117
P36955	Q9Y646
P41240	P48551
P41240	Q9H788
P49773	Q6ZRS2
P50990	Q12905
P51608	Q04724
P51808	Q8NFT8
P52564	Q9Y6W6
P56282	Q8TAT5
P60520	Q9UFN0
Q05397	Q9UQM7
Q07352	Q14978
Q08881	Q7L591
Q12933	Q9UBT7
Q13601	Q9Y572
Q13901	Q9HB75
Q15653	Q92831
Q15797	Q9Y4B4
Q16288	Q8WYR1
Q16665	Q9HBA0
Q6Q0C0	Q99615
Q8IUH5	Q9Y3E0
Q8IUQ4	Q8WX92
Q8N6Y0	Q9NPI8
Q8NFT6	Q99988
Q93009	Q96EZ8
Q96SZ6	Q9UQM7
O00622	P35625
Q9H3Y6	Q9UKW4
Q9NRR5	Q9Y6D6
O14558	O75592
O14594	O43916
O14939	Q16620
O15160	Q07020
O15265	Q14318
O15360	P18846
O15530	P18433
O43155	P14543
O43167	Q8WV24
O43493	P20810
O43521	P08069
O43639	Q9UQ80
O43809	P43246
O43914	Q9UIG8
P0DPD6	P30926
P0DPD7	P30926
P0DPD8	P30926
O60674	P11137
O60921	P29374
O75112	P02511
O75592	Q16890
O95425	Q14315
O95477	P25100
O95670	Q9Y4E6
O95967	Q9BXN1
P00367	P46087
P00492	P61758
P00558	Q8IWZ3
P00918	P07948
P01138	Q9H213
P01569	Q00889
P04234	Q05586
P04406	P46781
P04637	Q9H2G4
P06239	Q14315
P06241	P18615
P07101	P51452
P09038	P60983
P09651	P61224
P10619	P22083
P11387	Q01081
P13051	P33991
P13056	P78347
P15586	P28799
P17948	P61981
P18124	Q9H6S1
P18621	Q00653
P19525	P30307
P20941	P27708
P21673	P22736
P22001	Q96RP8
P28562	P35813
P29474	Q13393
P31483	Q8IYH5
P33402	Q13950
P39023	P54136
P42677	Q69YQ0
P43246	P51398
P46782	Q16630
P47897	Q13895
P50539	Q9Y6D9
P52564	Q96AE4
P52655	Q01094
P52926	Q15025
P55040	Q8N3F8
P60880	Q9UPW8
P61024	Q92574
P0DP23	Q9UKB1
P0DP24	Q9UKB1
P0DP25	Q9UKB1
P78396	Q9P287
Q01201	Q6ZRS2
Q05195	Q06455
Q07021	Q96A00
Q12769	Q9BZJ0
Q13239	Q92918
Q13490	Q8WWZ3
B3KU38	Q13619
P0DPB3	Q13619
Q14739	Q9NQS7
Q16576	Q92547
Q16850	Q6Y1H2
Q5JUX0	Q5T5U3
Q86VE9	Q9NYS7
Q92844	Q9H0R8
O00422	Q9BXK1
Q96EB6	Q99816
Q99615	Q9BZF9
Q9BV36	Q9UHI5
Q9BZQ4	Q9UBS5
Q9P286	Q9UI15
O14920	Q02750
O14974	Q9NVD7
O15117	Q9BQ89
O15264	Q9Y572
O15519	Q96CA5
O43318	O75340
O43570	O95994
O60333	Q99759
O60504	Q15418
O75052	P00750
O75116	O95835
O75398	P41236
O75925	P17252
O94906	O95848
O95551	Q9HAV4
O95571	P62277
O95863	P30304
O95944	Q13477
P01127	Q14451
P02786	P17858
P04731	Q96S44
P06127	P30419
P06396	P14317
P07197	Q92994
P07288	P10145
P07437	P62316
P0C0S5	P15531
P10144	P62805
P10144	Q9NWB7
P10242	P51587
P11473	Q8WUF5
P12956	P23025
P15531	Q96EP1
P17600	Q8WXS3
P18054	P50402
P19021	P25101
P20226	Q15393
P22087	P23526
P24928	P49842
P24941	Q9NYZ3
P25490	Q01105
P25685	Q9Y6N5
P27448	P54253
P27694	P62807
P30307	P67809
P41236	Q96BR1
P50570	Q13163
P50749	P60520
P51531	P51610
P51532	Q8N108
P51582	Q9UBR4
P51608	Q9UBL3
P52564	P98170
P53539	Q8N3C0
P55211	Q9H0C8
P55809	Q96BY2
P55957	Q8N488
P57678	Q9Y6K9
P60880	Q8WXI2
P61163	Q9H254
P62136	Q969H8
P62195	Q9UHN1
P62258	P67775
P62917	Q15233
P67870	Q92890
P78559	Q96JB5
P99999	Q12792
Q00325	Q9UBV2
Q00526	Q14686
Q03113	Q9UHH9
A7KAX9	O60518
Q09472	Q8NE63
Q12852	Q9UEW8
Q12923	Q96RU3
Q13042	Q6P1X5
Q13094	Q16581
Q13144	Q14103
Q13617	Q9Y5A7
Q14247	Q99962
Q15059	Q9NTJ3
Q15645	Q9Y5P8
Q5TCX8	Q8TD08
Q7Z406	Q9BW04
O00214	P29590
Q92783	Q96EY1
Q92889	Q9HAW4
O00411	P62277
Q96EB6	Q9Y2K7
Q96LI5	Q9UIG0
Q99062	Q99704
Q99250	Q9UM19
Q99741	Q9NSP4
Q9BWC9	Q9NZC7
Q9H4L5	Q9Y2U5
Q9HCS7	Q9Y5B9
Q9HD15	Q9UQ80
Q9NX09	Q9Y4B6
O14548	P49458
O14578	P52565
O14686	Q15466
O14787	P37198
O14867	P62140
O14893	P48634
O14920	Q7KZI7
O14929	P31689
O14980	Q12888
O15372	P08729
O15530	Q9BX66
O43184	P06127
O43184	P30874
O43294	Q92608
O43301	Q2M2I8
O43439	Q12805
O43795	P23508
O60602	Q9UGK3
O60762	Q02447
O60763	P05129
O75347	Q13233
O75446	O95863
O75689	P06239
O75791	Q96JZ2
O94906	Q09472
O95235	P61981
O95813	P23975
O95863	P30291
O95999	Q8WYK2
O96004	P41134
P00374	P26358
P00540	Q9UL54
P01009	P01042
P01106	P53779
P02511	Q9BX67
P02538	P14136
P04053	P22674
P04150	Q9H1I8
P04278	Q9UK39
P04629	Q13588
P05120	Q92994
P05164	P13727
P05783	Q13043
P06396	Q13464
P06703	Q86SG5
P07437	P08729
P07996	P18084
P08588	Q16620
P10644	Q9UI14
P10914	P27695
P11021	Q5JTH9
P11047	P24844
P11387	P55199
P12956	Q96KB5
P13501	Q14761
P13612	P29353
P14868	Q9NYJ8
P19338	P61970
P19838	P55055
P20042	Q13541
P20749	Q9H4A3
P20810	P20936
P23142	Q12837
P23142	Q9HCU0
P23193	P35268
P27694	Q9BZE9
P28072	P61289
P29353	Q9HC98
P30307	Q969W9
P30566	Q15046
P30876	P68400
P31943	Q14493
P39023	P67809
P42771	Q9Y253
P49427	Q6VY07
P49675	Q16671
P51991	P62306
P55055	Q09472
P55957	Q05086
P56524	Q15569
P59046	Q13077
P62263	Q92785
Q00987	Q03188
Q01814	Q9NWB1
Q02078	Q9UBT2
Q05513	Q14686
Q12800	Q13501
Q13112	Q9BVI0
Q13352	Q92820
Q13485	Q92900
Q15063	Q8IUX7
Q53ET0	Q68DV7
O00221	P17181
O00267	Q08211
Q8NHL6	Q9UQC2
Q8WUM4	Q99700
Q93045	Q9H3Z4
Q96RU7	Q99708
O00631	O14958
Q9HD15	Q9Y618
Q9P0L0	Q9Y4K3
Q9ULJ6	Q9Y6Q9
O14713	P09958
O14986	Q8WV28
O15520	P08648
O43390	Q96RL7
O43474	P27361
O43680	Q8N2G6
O60568	Q9NWB1
O60907	P17542
O75081	P38936
O75674	P08247
O76021	P59046
O95297	Q12929
P04626	Q9Y6X2
P06702	Q562R1
P07355	P35221
P07766	Q92738
P07947	P11021
P08588	P17813
P09086	P49917
P09629	P29597
P09874	Q9NVF7
P10415	P51532
P10827	P42229
P11137	Q9P1A6
P11387	Q9HD15
P12235	Q9BVA1
P12931	Q92993
P17693	Q01628
P17812	Q9NVI1
P18850	Q8N3C0
P19338	Q13765
P23443	Q8IWZ3
P24864	Q13418
P26045	P49760
P27816	P29074
P32121	Q14344
P33240	P62140
P34931	Q9GZS3
P36894	Q7Z589
P42285	P62701
P42566	Q14152
P42771	Q9HCU8
P48751	Q9BT88
P49418	Q16288
P49758	Q9NZU7
P49841	Q8WUF5
P51617	Q7L7X3
P52799	P62993
P52907	Q9BXL7
P53539	Q96EB6
P54253	Q13627
P54278	Q96KQ4
P55036	Q15906
P55083	Q99608
P56945	Q12923
P60484	Q9HBW0
P61247	Q96G23
P61956	Q13233
P62277	Q00325
P62306	Q07021
P62753	Q9BUZ4
P62837	Q96RU7
P63010	Q12834
P63208	Q9NPE2
P68133	Q9UDY2
P68366	Q8N163
P68400	Q9H1Y0
P78410	Q8IYM9
P78559	Q9UPN3
P84022	Q9H6I2
P84243	Q96T88
P98170	Q96IZ0
P98177	Q8IXJ9
Q01543	Q99728
Q01658	Q92793
Q01831	Q969G3
Q05655	Q07890
Q06889	Q92570
Q09472	Q86UX6
Q12972	Q9UL68
Q13009	Q3KP44
Q13224	Q9NV70
Q13257	Q15648
Q13363	Q86UE4
Q13535	Q13625
Q13546	Q96CG3
Q14164	Q96CG3
Q14164	Q9H254
Q14191	Q96KB5
Q14790	Q8TD23
Q14790	Q9BZL6
Q15121	Q9H313
Q15466	Q9Y466
Q15884	Q86T65
Q15910	Q8NEM2
Q16613	Q86W92
Q2TAZ0	Q9BPW8
Q38SD2	Q99952
Q4LE39	Q9Y6J0
Q5JVS0	Q7Z6M2
Q6MZP7	Q969S3
Q7Z406	Q9UPT9
Q86Y07	Q9NYJ8
Q8IUH5	Q96EN9
Q8IX01	Q92841
Q8N668	Q9UKT8
Q8N8D1	Q9P2H0
O00186	Q14498
Q92625	Q9H4L5
Q92973	Q99873
O00410	P07437
Q96JZ2	Q9NP31
Q96L73	Q9Y4B4
Q9BTV5	Q9C026
Q9BXL7	Q9ULZ3
Q9H0F6	Q9UK41
Q9H169	Q9Y2J0
Q9NRF2	Q9UIF9
Q9NRX5	Q9UN86
Q9NVI7	Q9Y6U3
Q9ULM6	Q9Y230
O14492	P98077
O14558	Q9NYF8
O14649	Q16658
O14662	O75396
O14709	Q9UBB9
O14745	P09769
O14746	P10636
O14757	Q14738
O14787	P38936
O14908	P21333
O14910	P11171
O15111	Q5JTH9
O15111	Q96CG3
O15151	Q7Z2E3
O15182	Q96JI7
O15212	Q9BUF5
O15360	P28340
O15372	Q5SW79
O43567	P42566
O43823	Q09472
O43927	Q9NQ25
O60234	P53634
O60494	O75553
O60635	P41732
O60936	Q13765
O75154	Q96GD4
O75494	O75592
O75553	P06241
O75593	Q9NZH6
O75909	Q9GZZ7
O75925	Q9Y692
O94761	P05412
O94911	Q12805
O95167	P49821
O95182	Q8WWR8
O95433	P68371
O95561	P52961
O95863	Q02880
O95994	Q9UNQ0
O95997	P48729
P00519	P29034
P01106	Q02556
P01344	Q9UJY4
P01579	Q9NRH2
P01584	Q16236
P04350	P19784
P04406	P05783
P04632	P61088
P04637	Q92889
P04637	Q9UDY2
P05230	P10636
P05549	P41212
P05814	P30556
P06239	P54760
P06493	Q12983
P07332	Q9H078
P0DMV8	P17987
P0DMV9	P17987
P08138	P35548
P08138	P80303
P08588	P22001
P08670	P27635
P09923	Q11128
P10275	Q99708
P10644	Q7Z4T9
P10828	Q13098
P12036	P46695
P12830	Q9ULB5
P12956	Q9HAW4
P13645	P15056
P13693	P19438
P14780	Q9UM07
P14927	Q13765
P15309	Q9H6Q3
Q16763	Q9NPD8
O60503	O95622
P01137	P43026
P01137	Q6KF10
P01137	Q7Z4P5
Q16773	Q6YP21
P05164	Q9NRD9
P06280	P17050
P12643	P55107
P01137	P09529
O60814	P68431
P14543	P35968
O60814	P0C0S8
P0C0S8	P23527
P0C0S8	Q16778
O15394	Q8IWV2
P14867	P48169
P47869	P48169
P05164	Q9NRD8
O00194	Q9ULW5
P12644	P37023
P20336	Q8WZA2
P01137	P18075
O95393	P01137
P47869	P47870
P19320	P20701
P31644	P48169
P48169	Q99928
O43307	Q14155
P01009	P50453
O43306	P51828
P49189	P49419
P14543	Q96RW7
O95622	P51828
P23527	P68431
P26440	Q9UKU7
P10600	Q6KF10
P10600	Q7Z4P5
P61086	Q96LR5
P48431	P49335
P31644	P47870
P09936	Q92560
P68431	Q93077
O00194	Q96P47
O43307	Q8N5V2
P06899	P0C0S8
P0C0S8	P33778
P0C0S8	P58876
P23527	Q93077
Q16763	Q969T4
P47870	P48169
P22079	Q9NRD8
P22079	Q9NRD9
P14652	P17483
O95393	P10600
P11233	P63000
O95393	P12644
P21781	P61328
P14061	Q9NYR8
P55107	Q13705
Q8WWM9	Q9NPG2
O00194	Q9NRW1
P11234	Q8WZA2
P00338	Q6ZMR3
O95393	P12643
P12644	P55107
O60266	Q08462
P47870	Q99928
P04275	P07204
Q8TE04	Q9BZ23
O60260	Q7Z6Z7
Q15399	Q9NR97
P47870	Q8N1C3
P61077	P63146
O60814	Q6FI13
P23527	Q6FI13
P06899	Q93077
Q6FI13	Q93079
P16104	Q99877
Q7L7L0	Q99879
O00194	P59190
O15066	Q12756
P40145	Q08462
P14651	P14652
Q5SZQ8	Q96J87
P00352	P49419
Q16763	Q9Y2X8
O60503	Q08462
Q8NB66	Q9UPW8
P47756	Q96KX2
P68431	Q99879
P21781	Q92915
Q8WZA2	Q9ULW5
P11215	P19320
Q8WZA2	Q96E17
P01111	P63000
P51965	P61086
Q8IX03	Q9H4B6
O95393	P18075
P10600	P18075
P14651	P17483
P23368	P48163
O95263	Q08493
Q16698	Q99714
P35790	Q9Y259
O00194	Q9NP90
Q14155	Q8N5V2
P49418	Q9NYB9
P09105	Q8WWM9
O15066	Q12840
P51965	Q712K3
Q712K3	Q96LR5
P09529	P12644
P20336	Q9ULW5
O00194	Q96D21
O15382	P54687
Q9NRD8	Q9NRD9
O95716	P20340
O00762	P62253
O60266	Q08828
P61966	Q13367
Q13422	Q8WV28
P00326	P11766
P52597	Q9H6T0
P01137	P22004
P05091	P49189
P11233	P17081
O95397	Q9NZD2
P06899	Q6FI13
P58876	Q6FI13
P23527	Q7L7L0
P33778	Q93077
Q6FI13	Q96A08
P0C0S8	Q99877
P0C0S8	Q99879
Q6FI13	Q99879
Q93077	Q99879
P06899	Q9BTM1
P23527	Q9P0M6
P33778	Q9P0M6
Q99879	Q9P0M6
O00762	P62837
Q07343	Q14432
P08319	P40394
O00194	P20340
P01011	P05155
P08567	Q9HB21
O43306	Q8NFM4
P00352	P49189
Q8NCM2	Q9ULD8
O15020	Q01082
P14867	Q8N1C3
P13501	P78423
P52945	Q99801
P20827	P29323
P14651	P49639
P09105	Q6B0K9
O00194	P11234
P06899	P68431
P33778	Q99525
