Q14494	Q9ULX9
P50750	Q9NVE4
P17844	P50750
P09651	P50750
P22626	P50750
P31943	P50750
P50750	P61978
P08238	P50750
P50750	Q4G0J3
P50750	Q15366
P50750	Q92600
P50750	Q9Y265
P50750	Q9Y230
O60506	P50750
O94763	Q9H6T3
Q9H6T3	Q9NWS0
P30876	Q9H6T3
Q9H6T3	Q9HCN4
P52655	Q92616
P13984	P30876
P09651	Q92841
P09651	P17844
P08238	P09651
P09651	Q9NZI8
O00425	P09651
P09651	Q8IWV8
P09651	P22626
P09651	P31943
P09651	P61978
O43390	P09651
P09651	Q12905
P09651	Q12906
O60506	P09651
P31943	P50991
P31943	Q92841
P17844	P31943
P31943	P52292
P22626	P31943
P31943	Q14103
P31943	P61978
O60506	P31943
Q5VWX1	Q92841
P17844	Q5VWX1
P09651	Q5VWX1
P22626	Q5VWX1
P31943	Q5VWX1
O43390	Q5VWX1
P30876	P62487
P52435	Q8IXW5
P52435	Q9H6T3
P52435	Q9HCN4
P52435	Q9Y5B0
P13984	P52435
P30876	P52435
P52435	P62487
P52434	P52435
P52435	Q9BWH6
Q9BWH6	Q9P227
P09651	Q9BWH6
Q9BWH6	Q9NZI8
Q9BWH6	Q9HCN4
P30876	Q9BWH6
Q9NVE4	Q9Y265
Q15366	Q9Y265
Q9NVE4	Q9Y230
Q86XP3	Q9Y230
Q9H6T3	Q9Y230
O43156	Q9Y230
Q8N163	Q9Y230
P43243	Q9Y230
Q9NWS0	Q9Y230
Q15366	Q9Y230
P30876	Q9Y230
P35249	Q9Y230
Q6ZRS2	Q9Y230
Q9UBK9	Q9Y230
P48643	Q9HCN4
P31943	Q9HCN4
Q9HCN4	Q9NWS0
P30876	Q9HCN4
O14802	Q9HCN4
O43447	Q7L2J0
P50750	P68371
O95071	P23193
P50991	Q9HCN4
P60842	Q7L2J0
P50750	Q96MH2
Q15560	Q86VP6
Q7L2J0	Q9BUJ2
P09651	Q1KMD3
Q12962	Q9Y6J9
O60506	Q5VWX1
P07910	Q5VWX1
P78371	Q7L2J0
P78347	Q7L2J0
P35249	Q7L2J0
P09651	Q9Y6M1
P52435	Q00403
Q9NW08	Q9Y535
Q5VWX1	Q9NZI8
O14802	Q8IXW5
P60709	Q9Y230
P63261	Q9Y230
O94763	Q9Y230
P50750	Q13451
P09651	Q4G0J3
O00268	Q15543
P19388	Q9H6T3
Q15029	Q7L2J0
Q00839	Q9HCN4
O95619	Q9Y230
O94992	Q7L2J0
Q14008	Q7L2J0
P28715	P50613
Q1KMD3	Q7L2J0
P14678	Q7L2J0
P63162	Q7L2J0
P10809	Q9BWH6
P39687	Q7L2J0
Q15029	Q9Y230
P11021	Q7L2J0
P67809	Q7L2J0
P55769	Q7L2J0
Q15542	Q15543
P52655	P52657
P19387	Q9BWH6
P50750	Q9NZI8
Q5VWX1	Q99873
P33176	Q7L2J0
Q9BSD7	Q9Y230
O00268	P62380
O43290	Q7L2J0
P09651	P52272
P35269	P52435
O60563	Q7L2J0
O00268	P52655
P38646	P52655
P09651	P38159
Q9UHR6	Q9Y230
P38646	P62380
Q7L2J0	Q9H9A6
Q7L2J0	Q9Y333
O76094	Q7L2J0
P21127	Q7L2J0
Q7L2J0	Q92688
P49848	P62380
P49848	P52655
Q7L2J0	Q8IVW6
O95232	Q7L2J0
P50750	P54652
P50750	Q15020
P67870	Q7L2J0
Q7L2J0	Q9UHR5
O15212	Q9Y230
O75529	Q12962
Q13151	Q7L2J0
P11142	Q9Y265
P08238	P50613
P07910	P09651
Q7L2J0	Q86VP6
P50750	P50991
Q12962	Q6P1X5
Q7L2J0	Q9Y4Z0
P60709	Q7L2J0
P63261	Q7L2J0
P09651	P38646
Q9NUG6	Q9Y230
Q13263	Q7L2J0
P17987	Q9HCN4
O76094	P09651
P52655	Q15542
P31943	P48643
O94906	Q7L2J0
P62487	Q8IXW5
Q9BSD7	Q9Y265
P24928	Q9HCN4
P17066	P50750
P50750	Q00839
P19388	Q9Y230
Q8IXW5	Q9NUG6
P43243	P50750
P13984	P62487
P13984	P52434
P50750	Q8N163
P09651	Q92552
P60709	Q9Y265
P63261	Q9Y265
Q14974	Q9Y230
Q9BUI4	Q9Y535
P50750	Q14103
P12270	P29084
O60684	Q7L2J0
P62701	Q7L2J0
O14802	Q9H6T3
P11021	Q9Y230
P61978	Q15560
P50750	P52292
Q12905	Q5VWX1
P11021	P50750
Q7L2J0	Q9Y6M1
P09651	P11940
Q7L2J0	Q96KR1
P35249	P50750
Q7L2J0	Q9BSD7
Q14103	Q7L2J0
P31943	Q92600
Q7L2J0	Q96MH2
Q8IXW5	Q9NVC6
O76094	Q9BWH6
Q8N5I9	Q9Y265
O60563	P09651
P62380	Q15542
P62136	Q9Y230
Q00839	Q9Y230
Q9NVU0	Q9Y535
Q15560	Q92973
Q12962	Q13813
P08238	Q7L2J0
Q7L2J0	Q8N163
Q15029	Q9BWH6
Q86XP3	Q9Y265
P40937	Q9Y230
Q12906	Q7L2J0
Q8N5I9	Q9Y230
P09651	Q96KR1
O94864	Q12962
Q8IXW5	Q8N201
O43390	P50750
P50750	Q12905
P62701	Q9Y230
P49368	P50750
P50990	Q7L2J0
P50750	Q13263
P09651	Q9Y5A9
O43687	Q7L2J0
Q7L2J0	Q9P0M2
P50750	Q9Y6M1
O94763	Q9HCN4
Q01105	Q7L2J0
Q6NXR4	Q9Y230
P24928	Q9H6T3
P52434	Q9Y230
Q15560	Q9H307
Q9HCN4	Q9NVU0
Q9HCN4	Q9NW08
P13984	Q9Y5B0
Q15365	Q9Y230
P54652	Q7L2J0
P31943	P55795
P31943	Q00839
P04632	Q9Y265
Q7L2J0	Q9BUQ8
Q7L2J0	Q92841
P09651	Q14498
P50750	P62701
Q07666	Q5VWX1
Q7L2J0	Q86XP3
P48643	Q8IXW5
O96019	Q9Y230
P43243	Q7L2J0
P62136	Q8IXW5
P17987	Q8IXW5
P62136	Q9H6T3
O14802	Q9Y535
Q96KR1	Q9BWH6
P36507	Q7L2J0
Q9H6T3	Q9UBK9
P09651	P54652
P52292	Q9HCN4
O14979	Q5VWX1
Q14669	Q7L2J0
Q9HCN4	Q9Y265
P17844	Q9UI26
Q13263	Q9Y230
Q08378	Q12962
P09651	P29084
Q92600	Q9Y230
P09651	Q5VYK3
P31943	Q9Y5A9
P15880	Q7L2J0
Q8IXW5	Q9NVH2
P50750	P50990
P09651	Q9P227
Q15029	Q9HCN4
P09651	Q9HCH5
O14802	Q9BWH6
P40937	Q9H6T3
Q14974	Q9Y265
P50570	Q9Y230
P50990	Q9HCN4
Q8IXW5	Q9UBK9
Q15029	Q9H6T3
P09651	Q68CP9
P23193	Q7KZ85
Q00403	Q9Y5B0
Q9NWS0	Q9Y265
P38159	Q7L2J0
P09651	Q99729
Q5VWX1	Q8NDI1
P11142	Q9HCN4
Q8IXW5	Q9NW08
Q5VWX1	Q68CP9
P62316	Q7L2J0
Q12962	Q92888
P19388	P52435
Q7L2J0	Q9P227
Q15717	Q9BWH6
Q9H6T3	Q9NUG6
Q08211	Q7L2J0
O00410	Q7L2J0
Q12962	Q92831
O00425	Q7L2J0
O75525	Q8IXW5
Q12962	Q9Y4A5
Q5VWG9	Q5VWX1
Q7L2J0	Q9Y383
Q9GZN1	Q9Y230
Q12962	Q5SXM2
Q7L2J0	Q9Y5A9
P48643	Q9H6T3
P42285	Q12962
P52294	Q7L2J0
Q7L2J0	Q8WVK2
P50613	Q13889
Q03188	Q9BWH6
Q12906	Q9BWH6
P38919	Q15560
P21675	Q12962
Q02413	Q5VWX1
Q53GS9	Q7L2J0
Q12962	Q9HBM6
O43175	Q7L2J0
Q9BWH6	Q9NW08
P09651	Q13310
Q16763	Q7L2J0
Q8IXW5	Q96HW7
P23193	Q15560
P40937	Q7L2J0
P09874	Q7L2J0
O95602	Q9H6T3
P11142	Q9BWH6
P34931	Q9Y265
P04632	Q7L2J0
P49848	Q15543
Q9Y230	Q9Y2X3
Q7L2J0	Q9UK45
O43390	Q13242
P23193	Q13435
P50750	Q14008
Q13151	Q5VWX1
P09661	Q7L2J0
P52434	Q9Y535
Q6P4R8	Q9Y230
Q6P2Q9	Q7L2J0
O15318	Q9Y535
O00425	Q5VWX1
Q7L2J0	Q92888
P50750	Q14498
Q12962	Q92830
P62308	Q7L2J0
Q14185	Q7L2J0
Q13435	Q7L2J0
P40227	Q9HCN4
P40938	Q7L2J0
P14866	Q5VWX1
Q15645	Q7L2J0
P46379	Q9BWH6
Q7L2J0	Q86V81
P09651	Q9NR22
P0C1Z6	Q9Y230
Q12962	Q9Y5Q8
P17858	Q12962
P50750	Q8IVW6
O43143	Q12962
P16989	Q7L2J0
Q15717	Q9Y265
P07910	Q7L2J0
O94776	P29084
Q12962	Q96BN2
Q1KMD3	Q5VWX1
P52732	Q9BWH6
Q7L2J0	Q9BTT0
P21675	Q15543
Q9NPF5	Q9Y230
P40227	Q9BWH6
P52655	Q96N67
Q8IXW5	Q9UHW5
Q09161	Q13242
Q15543	Q5H9L4
Q15366	Q9Y535
Q12962	Q5VWG9
P55795	Q7L2J0
P62318	Q7L2J0
Q68E01	Q8IXW5
Q8IXW5	Q9NPJ6
Q14498	Q5VWX1
P11021	Q9Y535
B2RXH8	P09651
Q8NBZ0	Q9Y230
P62330	Q7L2J0
Q7L2J0	Q9NY65
Q12906	Q5VWX1
P09874	Q15543
P23193	Q15393
P19784	Q7L2J0
P23193	Q15459
P08238	Q12962
Q8IXW5	Q9Y5Q9
Q7L2J0	Q96P70
Q7L2J0	Q9UNF1
P31942	Q5VWX1
O14744	Q5VWX1
P46060	Q7L2J0
O00505	Q7L2J0
Q12962	Q15717
P63104	Q7L2J0
P09651	Q13148
P31943	P52272
Q7L2J0	Q9UHB9
P23193	Q8N201
P08238	Q9H6T3
P54819	Q7L2J0
P47756	Q7L2J0
Q7L2J0	Q9NQT4
P05388	Q7L2J0
O14980	Q7L2J0
P30876	P35269
P62306	Q7L2J0
Q9H6T3	Q9UHV9
Q12962	Q6ZSZ5
O15131	Q7L2J0
P67809	Q8IXW5
P48643	P50750
Q9NPF5	Q9Y265
O60583	Q7L2J0
P35269	P52292
Q12962	Q92974
P09651	Q8IWV7
P28715	Q12962
P08238	Q9HCN4
P50613	Q92759
A5YKK6	P52655
Q9Y230	Q9Y5K5
O75528	Q12962
P52435	Q00839
Q14568	Q9HCN4
Q14240	Q8IXW5
Q9Y230	Q9Y4R8
P23396	Q5VWX1
Q13573	Q15560
P19387	Q8IXW5
Q01081	Q7L2J0
P60842	Q9H6T3
O15523	Q9BWH6
P50750	P67809
P52655	Q6SJ96
P02671	Q5VWX1
P67809	Q5VWX1
P52435	Q16531
P09651	P52655
P52434	Q00403
Q7L2J0	Q9Y224
P02679	Q5VWX1
Q8IXW5	Q8NDI1
O60568	P09651
Q9BWH6	Q9UPP1
Q12962	Q92922
P62310	Q7L2J0
Q15560	Q9H3P2
P09651	Q00577
P23396	Q7L2J0
Q14103	Q5VWX1
Q12899	Q7L2J0
P17066	Q9H6T3
Q14980	Q9BWH6
Q07812	Q7L2J0
P09874	Q15560
P50570	Q7L2J0
Q9HCN4	Q9UHW5
P19447	P28715
P09651	Q9HCE1
P23193	P30876
O95619	Q9Y265
Q7L2J0	Q9H8S9
P31943	Q99829
Q9HCN4	Q9UHX1
Q7L2J0	Q99729
P50750	P67870
P11441	P50750
P63173	Q9Y230
P08238	P29084
Q15543	Q6P1X5
Q5VWX1	Q92552
Q14568	Q9Y230
P50750	Q13151
Q13868	Q7L2J0
Q7L2J0	Q86U90
P61081	Q7L2J0
P0DPB5	Q9Y535
P0DPB6	Q9Y535
O14979	P09651
P29084	Q96A65
O15498	P31943
Q6IQ49	Q7L2J0
P35269	Q7L2J0
Q7L2J0	Q8TC07
P52435	Q68E01
O43156	Q9Y265
Q8IXW5	Q9NVU0
O00469	P09651
P55795	Q9HCN4
Q12962	Q8NEM7
Q00577	Q7L2J0
Q8IXW5	Q9NRZ9
Q5VUJ6	Q8IXW5
P48443	Q8IXW5
Q12962	Q9NQW6
Q12962	Q8WWY3
P51532	Q12962
O15212	Q9H6T3
P18615	Q8IXW5
Q13148	Q5VWX1
Q13428	Q9HCN4
P63173	Q7L2J0
Q5JXB2	Q7L2J0
Q8IXW5	Q8WWY3
Q9H9F9	Q9Y230
Q5VWX1	Q9BXS6
Q12962	Q15365
P50570	Q8IXW5
P50750	Q6P1J9
P23919	P50750
P09651	Q13464
P51610	P52435
P23919	Q7L2J0
Q5VUJ6	Q9H6T3
Q15424	Q5VWX1
P52435	Q15717
Q9HCN4	Q9NVC6
P17858	Q15543
Q15543	Q8TAQ2
Q96P70	Q9BWH6
Q5VWX1	Q9BQA1
P17844	P23193
O75448	Q8IXW5
P09651	Q03188
Q9H3Q1	Q9Y535
Q7Z7L1	Q9BWH6
P52732	Q7L2J0
Q5VWX1	Q9HCE1
Q5VWX1	Q86YZ3
P67870	Q9BWH6
Q9BWH6	Q9UNF1
Q14527	Q9BWH6
P84103	Q7L2J0
P10809	P31943
Q8IXW5	Q92547
P19447	Q92616
P50750	Q14669
O60341	P30876
Q15365	Q9Y265
P57721	Q9Y265
P09651	P17655
P02675	Q5VWX1
O75643	P23193
P50613	Q8N163
P50750	Q92552
P09651	P14866
P50613	P78371
P52435	Q5JSS6
P23193	Q7L014
Q15560	Q9NSK0
Q7L590	Q9BWH6
Q14103	Q9HCN4
P35659	Q5VWX1
Q15560	Q9UNF1
P57721	Q9Y230
Q9HCN4	Q9UH62
P52655	Q9H1R3
P52435	Q15560
Q6P1J9	Q7L2J0
Q8N201	Q9H6T3
Q9BWH6	Q9HCH5
P62330	Q9Y230
P13984	P46379
P19388	Q12962
Q9H1A4	Q9H6T3
P13984	Q9NX70
Q96RT1	Q9BWH6
O95602	Q15543
Q8IXW5	Q9UH62
Q9H6T3	Q9NRZ9
Q14568	Q9H6T3
P0DJD0	Q9H6T3
P15880	Q9Y230
Q12962	Q8TDR0
Q5VWX1	Q9UKB1
Q5VWX1	Q8TF66
P62258	Q9Y535
Q12962	Q15545
P62380	Q8IZX4
P21675	P62380
P20226	P62380
P62380	Q6SJ96
P62263	Q7L2J0
P46781	Q7L2J0
P29084	P50570
O95071	P29084
Q9H981	Q9Y230
P17066	Q7L2J0
P08238	Q5VWX1
Q12962	Q96BD5
P35250	P35269
Q9BWH6	Q9H1A4
O15514	Q8IXW5
P35249	Q8IXW5
P50750	Q9NQT4
P10809	P50750
Q12962	Q14566
P09651	Q9BZE1
Q15543	Q9HBM6
Q15543	Q16594
P38646	Q9HCN4
P09651	Q9P2Q2
P09651	Q13423
O15514	P52435
P30626	Q9Y265
P34931	Q9Y230
Q16531	Q9HCN4
Q13315	Q7Z6Z7
Q13315	Q70CQ2
Q13315	Q15648
Q13315	Q9NVI1
Q13315	Q9UQE7
Q13315	Q9H2K8
Q13315	Q9NUW8
Q00987	Q7Z6E9
P14921	Q8N2W9
Q92813	Q92813
P62253	Q92813
Q92813	Q9Y6I7
O15111	O15350
P55735	P55735
Q93009	Q96EP1
Q9P2N7	Q9UHP3
Q15020	Q9Y4E8
Q15020	Q53GS9
Q13107	Q15020
P51665	Q9Y4E8
P51784	Q9Y4E8
P51784	Q96S55
P53350	Q92889
Q06546	Q14145
Q13617	Q16665
Q86U70	Q9NVW2
P25791	P81877
P35354	Q92905
P35354	Q9UBW8
P35354	Q9UNS2
P35354	Q13616
P35354	Q13619
P35354	P62877
P35354	Q99460
P35354	P62195
P03372	Q14258
P03372	Q92993
O00233	Q13309
O00233	P61024
Q13136	Q9UNL4
Q9UN86	Q9UNL4
O95243	P14373
P14373	Q9UBB5
O95983	P14373
Q16695	Q9UNL4
Q13283	Q14444
O95786	Q14258
Q15291	Q9UPS6
P61964	Q9UPS6
O15047	Q6UXN9
Q6UXN9	Q9UPS6
P68431	Q9UPS6
P62837	Q9UNL4
Q99496	Q9UIS9
O00257	Q9UIS9
P04637	Q9UM07
O60341	O75626
O75626	Q13547
O15304	Q9HBW0
O15304	O95977
P21453	Q15654
Q15599	Q9HBW0
Q15599	Q15654
P14635	Q86WB0
P63208	Q86WB0
Q13616	Q86WB0
Q13029	Q13029
P63208	Q9UK22
P27824	Q96G97
P57075	Q05193
P51170	Q9Y6Q5
P22681	P35968
Q96PD2	Q9NPR2
P31749	P40818
P08138	Q9Y242
P08581	Q13480
P08581	Q9UQC2
P01100	P17535
P05412	P28482
P01100	P28482
Q13283	Q13283
P35869	Q9UNE7
P13498	P40337
P35637	P82979
Q13618	Q13618
O15524	Q8N668
Q13617	Q8N668
Q15369	Q8N668
Q04206	Q8N668
O15524	Q04206
P08581	Q96JA1
P09769	P48023
P07948	P48023
O43633	O95630
O43633	Q9Y3E7
O76039	P51608
P51608	P67809
P40692	Q9BX63
P20585	P40692
P40692	Q14683
P40692	Q8IZH2
P40692	Q9NYI0
P0CG48	P40692
P40692	Q14157
P40692	P49750
P40692	P78527
P40692	P52292
P40692	Q14974
P40692	Q9Y265
P40692	Q9Y230
P40692	Q9Y2M0
P30153	P40692
P40692	P63151
P40692	Q00005
P16298	P40692
P40692	P48454
P40692	Q66LE6
O95831	P40692
O00443	P40692
P40692	Q4VCS5
P40692	Q9NVI7
P40692	Q96N67
P11216	P40692
P25705	P40692
P40692	Q5T9A4
P40692	Q9GZS3
P20585	P54278
P51587	P54278
P54278	Q9BQI7
P0CG48	P54278
P54278	P78527
P52292	P54278
P54278	Q14974
P54278	Q9Y265
P54278	Q9Y230
P54278	Q9Y2M0
P54278	P67775
O95831	P54278
O00443	P54278
P54278	Q9NVI7
P43246	P54278
P52701	P54278
P12004	P54278
P35250	P54278
P54278	Q16531
P25205	P54278
P51532	P54278
O14980	P54278
P53618	P54278
P54278	Q9Y678
P54278	Q9UBF2
P54278	P62191
P54278	P62333
P54278	Q16401
P54278	Q9NYI0
P17980	P54278
P35998	P54278
P54278	Q9NQC7
O95071	P54278
P54278	Q08J23
P51587	P54277
P54277	Q9BQI7
P0CG48	P54277
P54277	Q9UQ84
P35250	P54277
P54277	P54277
P35249	P54277
P35251	P54277
O15160	P54277
P54277	Q13535
P54277	Q15233
P00558	P54277
P11387	P54277
P54277	Q14566
P54277	Q9UQE7
O60673	P54277
O00410	P54277
P54277	Q96P70
P54277	Q96S59
P46060	P54277
P54277	Q96T76
P45974	P54277
P54277	Q92995
P54277	Q14157
O95714	P54277
P54277	Q13618
P54277	Q13616
O00507	P54277
P54277	Q5VTR2
P54277	Q8NG08
P54277	Q9HCE1
P54277	Q9BX63
P52292	P54277
P54277	Q86WG5
O95248	P54277
O60563	P54277
P50750	P54277
O00443	P54277
P54277	Q99459
P54277	Q99996
P30153	P54277
O95071	P54277
P54277	Q9NQC7
P54277	P62191
P54278	Q9BX63
P54278	Q96T76
P54277	Q5XPI4
P04637	P22736
P46934	Q13571
P0CG48	Q13571
Q13571	Q9NZ52
P46934	Q9NZ52
P23771	P35226
O60784	P14778
P46937	Q96J02
Q15326	Q9NR12
Q15326	Q9Y4K3
P35670	Q9UJW0
P04637	Q86XK2
Q13616	Q86XK2
P63208	Q86XK2
P62877	Q86XK2
O76039	O76039
P49589	Q9BY11
Q96F07	Q9BY11
Q9BY11	Q9ULH1
P50570	Q9BY11
P0DMV8	Q9BY11
P11142	Q9BY11
Q07666	Q9BY11
Q8N3F8	Q9BY11
Q7Z5R6	Q9BY11
P42768	Q9BY11
O43516	Q9BY11
P49589	Q9UNF0
Q96F07	Q9UNF0
Q9ULH1	Q9UNF0
P50570	Q9UNF0
P0DMV8	Q9UNF0
P11142	Q9UNF0
Q07666	Q9UNF0
Q8N3F8	Q9UNF0
Q7Z5R6	Q9UNF0
P42768	Q9UNF0
O43516	Q9UNF0
Q52WX2	Q9UNF0
P49589	Q9UKS6
Q96F07	Q9UKS6
Q9UKS6	Q9ULH1
P50570	Q9UKS6
P0DMV8	Q9UKS6
P11142	Q9UKS6
Q07666	Q9UKS6
Q8N3F8	Q9UKS6
Q7Z5R6	Q9UKS6
P42768	Q9UKS6
O43516	Q9UKS6
Q52WX2	Q9UKS6
P07437	Q96RU3
P0DMV8	Q96RU3
P42768	Q96RU3
Q15642	Q9ULH1
P50570	Q15642
Q15642	Q92835
Q15642	Q52WX2
O43586	P60709
O43586	P07437
O43586	P49589
O43586	P50570
O43586	P0DMV8
O43516	O43586
P12956	Q86WN1
Q86WN1	Q9ULH1
P50570	Q86WN1
P0DMV8	Q86WN1
Q86WN1	Q9NZM3
Q52WX2	Q86WN1
O75044	Q9NVI7
O60610	O75044
O75044	Q9NZM3
B0I1T2	O75044
O75044	P49750
O75044	O75746
O75044	P42768
O43516	O75044
Q15286	Q9UM73
P10809	Q9UM73
Q9UM73	Q9Y6R4
P62993	Q9UM73
O15524	Q9UM73
P42338	Q9UM73
O75943	Q9UM73
Q92985	Q9UM73
P29323	Q9UM73
P23588	Q9UM73
Q9UM73	Q9UPT6
P49454	Q9UM73
Q00722	Q9UM73
P52945	Q9UM73
P40763	Q9UM73
O14733	Q9UM73
O60674	Q9UM73
Q99683	Q9UM73
Q16820	Q9UM73
O14976	Q9UM73
P21709	Q9UM73
P57075	Q9UM73
P46199	Q9UM73
Q15746	Q9UM73
Q13233	Q9UM73
P28482	Q9UM73
O75159	Q9UM73
Q14004	Q9UM73
Q96SB8	Q9UM73
O14654	Q9UM73
P05783	Q9UM73
Q7RTS7	Q9UM73
P06748	P62993
P06748	P49454
P06748	Q8WXD9
P06748	Q9UNH5
P06748	P27986
P06748	P52948
P06748	Q08752
P06748	Q14451
P06748	Q9BPX3
P06748	Q14980
P35568	Q9UM73
P09619	Q8WUM4
P0CG48	Q92783
Q9GZM8	Q9Y6A5
O14965	P25963
O15354	Q86TM6
Q07817	Q96HS1
Q13618	Q96HS1
P62877	Q96HS1
P78396	Q13309
P46527	P78396
Q93008	Q96J02
Q92997	Q96MT3
P22736	P45983
O96008	Q07812
O96008	Q9NS69
Q07812	Q9NS69
O15304	Q9NR77
Q969F1	Q9Y5Q8
Q969F1	Q9UKN8
O00762	Q12834
O00762	Q13257
O00762	O60566
P49005	Q15054
P04637	P61088
Q9P253	Q9UJY5
Q9P253	Q9UJY4
Q9NZ52	Q9P253
Q9H270	Q9NZ52
Q13200	Q16186
P62195	Q16186
P55036	Q16186
Q16186	Q99460
P45983	P49715
P12830	Q00987
P35222	Q8WUI4
P62258	Q8WUI4
Q04917	Q8WUI4
P63104	Q8WUI4
P68431	Q9Y6K1
P38398	Q9NPI1
P14859	Q9NPI1
P54198	P84243
P68431	Q9UPP1
P61964	Q9UPP1
Q9UBL3	Q9UPP1
P58753	Q9NWF9
Q8IUC6	Q9NWF9
P07900	Q13546
P51610	Q8WTV1
O15294	Q8WTV1
P51610	Q9NVV9
O15294	Q9NVV9
O43707	Q9ULG1
Q9H9F9	Q9ULG1
P60709	Q9ULG1
O43707	P17480
P15172	P40424
O00458	P15172
P15172	Q96BH3
P15172	P51532
P15172	P35232
P15172	P83916
O14744	P15172
P15172	Q13951
P15172	Q01196
Q92769	Q9UM07
P04637	Q92769
P98177	Q93009
O43524	Q93009
Q16513	Q9UQL6
Q16512	Q9UQL6
Q8WXI9	Q9H334
O15409	Q8WXI9
Q13330	Q9H334
O75182	Q5VTB9
P0CG48	Q16531
P12004	Q16531
Q16531	Q8TEL6
Q16531	Q9BW61
Q15843	Q16531
Q16531	Q96SW2
Q16531	Q9UNS2
Q16531	Q9BT78
Q16531	Q92905
P61201	Q16531
Q16531	Q99627
Q16531	Q9H9Q2
Q16531	Q9UBW8
Q16531	Q7L5N1
Q16531	Q8TEB1
Q16531	Q96JK2
Q16531	Q9NSI6
Q16531	Q8WWQ0
Q16531	Q58WW2
Q16531	Q5T6F0
Q16531	Q5QP82
Q16531	Q8WV16
Q16531	Q8N5D0
P0CG48	Q13619
P12004	Q13619
Q13619	Q8TEL6
Q13619	Q9BW61
Q13619	Q96SW2
Q13619	Q9UNS2
Q13619	Q9BT78
P61201	Q13619
Q13619	Q99627
Q13619	Q9H9Q2
Q13619	Q9UBW8
Q13619	Q8TEB1
Q13619	Q96JK2
Q13619	Q9NSI6
Q13619	Q8WWQ0
Q13619	Q58WW2
Q13619	Q5T6F0
Q13619	Q5QP82
Q13619	Q8WV16
Q13619	Q8N5D0
Q16531	Q5TAQ9
P05771	P34932
P49321	P62805
P17480	Q04724
Q04724	Q13950
Q8NF64	Q9Y6X2
Q9ULJ6	Q9Y6X2
O75925	Q8NF64
Q8N2W9	Q8NF64
P46100	Q14683
O75190	P56524
O75190	Q9UBN7
O75190	Q8IXJ6
P56524	Q8NHS0
Q8NHS0	Q9UBN7
Q8IXJ6	Q8NHS0
P78527	Q8N6T7
P13010	Q8N6T7
P12956	Q8N6T7
P04843	P21860
P18146	P21860
O43670	P21860
P05067	P51572
P38936	Q13547
P06493	P09429
P14859	P17612
P00533	Q9UBN7
P04637	P08047
P51610	Q9NVP2
P10276	Q96IF1
P13631	Q96IF1
P48443	Q96IF1
P10276	Q9UGP4
A6NIX2	P10276
O95251	P62805
Q15910	Q92833
Q15910	Q9Y483
Q09028	Q15910
Q15022	Q92833
Q15022	Q9Y483
Q92833	Q9Y483
P07355	P42226
P04637	P42226
P15336	P56524
P45973	P46100
P46100	P84243
P56524	Q9Y6X9
Q06609	Q8NEM0
P51587	Q8NEM0
P11802	P38936
P38936	Q00534
P38936	P45983
P05412	P38936
O15297	P16104
Q92993	Q92993
Q92993	Q96EB6
P56524	Q13950
Q9UER7	Q9UM63
P29590	Q9UM63
P04637	P49848
P10242	Q03164
P10242	P61964
P10242	Q15291
P10242	Q9UBL3
O00255	P10242
P18075	P84022
Q9HCK8	Q9UBL3
Q15291	Q9HCK8
O43918	Q9BQG0
O00567	O43918
O43918	P17844
O43918	Q92841
O43918	Q9Y230
O43918	P11388
O43918	P78527
O43918	Q08945
O43918	P09874
O43918	P24928
O43918	P12004
O43918	P30876
O43918	P49736
O43918	P33992
O43918	Q14566
O43918	P52701
O43918	Q93077
O43918	P23527
O43918	P43246
O43918	P49321
O43918	O60216
O43918	Q14683
O43918	Q9UQE7
O43918	Q8TD26
O43918	Q13263
O43918	P20700
O43918	Q14974
O14980	O43918
O43918	O95373
O43592	O43918
O43918	P49792
O43918	Q96S59
O43918	Q8N1F7
O43918	P84103
O43918	Q07955
O43918	P11940
O43918	Q01130
O43918	P62318
O43918	Q15029
O43918	P14678
O43918	Q8TEQ6
P68431	Q9H9B1
Q53FZ2	Q96KQ7
O94885	Q9H5I1
P51531	P51532
P17275	P51532
P20700	P51532
P49848	Q16514
O15269	Q8N138
P08151	Q13547
P08151	Q92769
P10070	Q13547
Q13547	Q693B1
Q13618	Q693B1
Q04206	Q9Y2K7
Q04206	Q96L73
P56524	Q9P0U3
Q9H0E9	Q9NV56
Q13535	Q99741
Q13315	Q99741
Q8WXE1	Q99741
Q15349	Q15349
P05412	Q15349
P01100	Q15349
P20248	P27694
Q09472	Q9UBN7
O00213	Q6ZSZ6
O00213	Q9NRE2
O00213	Q63HK5
O00213	Q13547
P11831	P51532
P51532	Q8IZQ8
P10276	P12755
Q12983	Q13547
P08047	P23246
P23246	Q02447
P23246	Q13547
P23246	Q92769
P23246	Q96ST3
P04150	P23246
Q16385	Q99496
O95180	Q9UGL1
Q12834	Q9UGL1
Q96RV3	Q9UGL1
Q8TAQ2	Q9UGL1
P52824	Q9UGL1
O00555	Q9UGL1
Q92570	Q9UGL1
Q9NSY1	Q9UGL1
A8MV65	Q9UGL1
Q99626	Q9UGL1
O00257	Q9UGL1
O94933	Q9UGL1
Q9UGL1	Q9Y2T1
Q99958	Q9UGL1
O95948	Q9UGL1
O75444	Q9UGL1
Q99607	Q9UGL1
Q13433	Q9UGL1
O60885	Q9UGL1
Q68DV7	Q9UGL1
Q8NDT2	Q9UGL1
