Q12834	Q9BY44
P14373	Q9UK41
P14373	Q8IVW4
P14373	Q8IY34
P14373	Q06250
P14373	Q9Y2J4
P14373	Q9P0T4
P14373	Q969U6
P14373	Q9BSJ6
P14373	Q8TD31
P14373	Q96PV7
P14373	Q7L273
P14373	Q9NX63
P14373	Q96HA8
P14373	Q86U06
P14373	Q9NVL8
P14373	Q9NVE4
P14373	Q96IZ5
P14373	Q9NUQ8
P14373	Q9NU19
P14373	Q9NWS9
P14373	Q9BW85
P14373	Q9P2K3
P14373	Q9NZ43
P14373	Q32MH5
P14373	Q8TCE9
P14373	Q9H8E8
P14373	Q8WXI9
P14373	Q96FJ0
P14373	Q63HK5
P14373	Q63HN8
P14373	Q8IYD8
P14373	P15622
P14373	Q9NQL9
P14373	Q9H788
P14373	Q9HAQ2
P14373	Q8WTP8
P14373	Q9NQ50
P14373	Q9BWG6
P14373	Q9BVV2
P14373	Q9BQ24
P14373	Q96BZ8
P14373	Q9H6L4
P14373	Q53FD0
P14373	Q68D86
P14373	Q53HC0
P14373	Q7L5A3
P14373	Q9H0B3
P14373	Q9GZM8
P14373	Q9H0K6
P14373	Q9BQ89
P14373	Q9BTL3
P14373	Q96EV8
P14373	Q494U1
P14373	Q9H0A9
P14373	Q9BT92
P14373	Q9BRU9
P14373	Q9BRG1
P14373	Q969S9
P14373	Q8N5A5
P14373	Q9BXY8
P14373	Q96FE5
P14373	Q86UY5
P14373	Q8N5M1
P14373	Q8TCX5
P14373	Q8WUK0
P14373	Q96CS2
P14373	Q96E35
P14373	Q8IVS8
P14373	Q8TDQ7
P14373	Q7Z3I7
P14373	P78324
P14373	Q2TBE0
P14373	Q96FQ7
P14373	Q8TAU3
P14373	Q8NA54
P14373	Q8N443
P14373	Q86Y33
P14373	Q6NYC8
O60293	P14373
P14373	Q96FN4
P14373	Q969S2
P14373	Q6ZVT0
P14373	Q3SY00
P14373	Q7Z3B3
P14373	Q8IXS8
P14373	Q8IWZ5
P14373	Q7Z6K5
P14373	Q5JRA6
P0DPK4	P14373
P14373	Q7Z3S9
C0H5X2	P14373
P48380	Q15654
P41220	Q5JR59
P49796	Q9H8Y8
Q05823	Q99081
P43005	Q99942
Q96IW7	Q99942
Q99942	Q9Y5U4
Q99942	Q9NVC3
Q99942	Q9BWQ6
Q96GF1	Q99942
Q8NBI2	Q99942
Q99942	Q9NWH2
O00560	P13489
Q13464	Q9BUI4
Q13464	Q8IYR0
Q13464	Q86V42
P27694	Q5JR59
P32969	P55072
O43829	P32969
P32969	Q13137
P32969	Q9UL42
P32969	Q5JR59
O15156	P32969
P32969	Q8IX15
P32969	Q9BQD3
P32969	Q6NT76
P32969	Q8TAP6
P32969	Q96CG3
P32969	Q8IZU0
P32969	Q8NA61
P32969	Q52MB2
P32969	Q96BR9
P62913	Q6A162
P60409	P62913
P26373	Q8NHQ1
Q16540	Q8ND90
P46776	Q8IUQ4
O95273	P46779
P60409	Q969Q0
O95273	P05388
O43765	P04843
P04843	Q9UMX0
O43829	P62081
P62841	Q7L622
P63220	Q96AP4
P62851	Q9NVV9
P62979	Q15038
P62979	Q13137
O95273	P62857
P62857	Q9BYR9
P60409	P62857
P60410	P62857
P60369	P62857
P0DPK4	P62857
P62857	Q7Z3S9
O00560	Q16799
P23297	P29034
P23297	Q9H8W4
P04271	P29034
P04271	P26447
Q99584	Q99584
Q99584	Q9H8W4
P04271	P25815
P04271	Q9NZD8
P25815	Q9UBB9
Q15561	Q8N1B4
P06753	Q8N1B4
Q8N1B4	Q9Y4K3
P61968	Q8N1B4
O75558	Q8N1B4
O75604	Q8N1B4
Q15007	Q8N1B4
Q7L775	Q8N1B4
Q8N1B4	Q9H4P4
Q8N1B4	Q99757
Q63ZY3	Q8N1B4
Q8N1B4	Q9UK41
Q8N1B4	Q9Y5K8
Q8N1B4	Q8N6R0
Q8N1B4	Q9NX04
Q8N1B4	Q9H583
Q8N1B4	Q9NU19
Q5T5P2	Q8N1B4
Q8N1B4	Q96EK4
Q8IYE0	Q8N1B4
Q8N1B4	Q9H788
Q8N1B4	Q9Y3B7
Q8N1B4	Q8NB25
Q8N1B4	Q8N5R6
Q8N1B4	Q96PN8
Q8N1B4	Q969S9
Q8N1B4	Q96CS2
Q6P597	Q8N1B4
Q8N1B4	Q96NC0
Q5T7W7	Q8N1B4
Q8N1B4	Q8N8B7
Q6NYC8	Q8N1B4
P40222	Q8N1B4
P53778	Q8IUQ4
O43623	P21673
O15371	P21673
P21673	Q13330
O00148	P21673
P21673	Q8NDB6
P21673	Q8TD31
P21673	Q9NQL9
P21673	Q5VUD6
P21673	Q9UFG5
G2XKQ0	Q01826
P54253	Q96SF7
P54253	Q6NXG1
P54253	P86496
P22307	Q15645
P13236	Q9BRI3
P80098	Q9UMX0
O14625	Q5JR59
P0DPK4	P42830
P42830	Q7Z3S9
P47992	P60369
O43765	P31431
O00560	Q01105
O00560	Q16629
O00560	Q8IUQ4
O00560	P51531
O00560	Q12800
O00463	O00560
O00560	P49459
O00560	O43829
O00560	Q9UFW8
O00560	Q9ULU8
O00560	O43805
O00401	O00560
O00560	O43586
O00560	Q8ND90
O00560	Q05519
O00560	Q14498
O00560	Q5VU43
O00560	Q9NYB9
O00560	Q13137
O00560	Q13422
O00560	O14735
O00560	O00635
O00560	Q92688
O00560	Q9UL42
O00560	Q96C92
O00560	Q59EK9
O00560	Q9UJV3
O00560	Q14565
O00560	P62312
O00560	O95198
O00560	Q9UHX1
O00560	Q9UPY8
O00560	Q13049
O00560	P49902
O00560	Q5JR59
O00560	O95751
O00560	O95379
O00560	Q3LXA3
O00560	Q92882
O00560	Q14749
O00560	O43704
O00560	Q9NPJ6
O00560	Q9Y3C0
O00560	Q96GX9
O00560	Q9NTM9
O00560	Q9NP64
O00560	O95983
O00560	Q9NZ81
O00560	Q7Z6G3
O00560	Q9NQ48
O00560	Q9HAT0
O00560	Q7L273
O00560	Q8TBK6
O00560	Q9NX04
O00560	Q9NWX6
O00560	Q9NWS6
O00560	Q8TC92
O00560	Q53EZ4
O00560	Q6ZUT1
O00560	Q9UJ70
O00560	O75400
O00560	Q9UH03
O00560	Q9GZV4
O00560	Q9BYV2
O00560	Q8IX15
O00560	Q53G59
O00560	Q9NPQ8
O00560	Q9H5V8
O00560	O95544
O00560	Q53H96
O00560	Q9H773
O00560	Q9BPY3
O00560	Q68D86
O00560	Q8NFF5
O00560	Q9H3H3
O00560	Q969V4
O00560	Q96EV8
O00560	Q8N9N8
O00560	Q8NAV1
O00560	Q96JC9
O00560	Q6AI12
O00560	Q96CG3
O00560	Q96HR9
O00560	O15409
O00560	Q96HT8
O00560	Q96DZ9
O00560	Q8WWZ3
O00560	Q8IZU0
O00560	Q8NC69
O00560	Q5VWX1
O00560	Q8N954
O00560	Q8NBZ0
O00560	Q719H9
A1L162	O00560
O00560	Q8N9Q2
O00560	Q8IYA8
O00560	P60409
O00560	P60369
O00560	P0DPK4
O00560	Q7Z3S9
O00560	Q5TBC7
O00560	Q8NHU0
O00560	P0DMU8
O00560	Q96BR9
O00560	Q8WW34
O00463	P55735
Q01105	Q6SJ93
P15884	Q01130
Q01130	Q9P209
Q01130	Q9BRK4
Q01130	Q6A162
Q13247	Q9Y383
Q16629	Q9Y383
P11686	P11686
P11686	P60059
P11686	Q96IW7
P11686	Q9BSE2
P11686	Q8N205
O43765	Q16586
P05408	Q9UMX0
O43765	P03973
O43765	P08294
O43765	P48723
O43765	Q07654
O43765	P02786
O43765	P01135
O43765	O75631
O43765	P01282
O43765	Q15848
O43765	Q9BT88
O14836	O43765
O43561	O43765
O43765	O95881
O43765	P22466
O43765	Q9Y680
O43765	P58549
O43765	Q9NX94
O43765	Q9NVM1
O43765	Q8IW45
O43765	Q969H8
O43765	Q9UN74
O43765	Q9GZX9
O43765	Q0VAQ4
O43765	Q96AQ6
O43765	Q71RG4
O43765	Q5BVD1
O43765	Q6UN15
O43765	Q9BXI9
O43765	Q96NZ9
O43765	Q96DN0
O43765	Q96DA0
O43765	Q8WUU8
O43765	Q8N6L0
O43765	Q6GPH6
O43765	Q8TD06
O43765	Q5JXX7
O43765	Q96RJ6
O43765	O60844
Q13330	Q99961
Q92917	Q99961
A5D8V6	Q99961
Q969L2	Q99961
Q5T9C2	Q99961
P34896	P34896
P0DMM9	P34896
P34897	Q15041
P34897	Q96DZ9
Q8IUQ4	Q9H3P2
Q8IUQ4	Q9UQR1
O14645	Q8IUQ4
O00144	Q8IUQ4
Q8IUQ4	Q9UBK9
Q8IUQ4	Q9UJX2
Q15078	Q8IUQ4
O43581	Q8IUQ4
Q14088	Q8IUQ4
Q8IUQ4	Q96B01
O60336	Q8IUQ4
O60333	Q8IUQ4
Q8IUQ4	Q9Y4B4
Q8IUQ4	Q8WWY3
Q8IUQ4	Q9Y5T4
Q53H82	Q8IUQ4
Q8IUQ4	Q9UJV9
Q8IUQ4	Q9H0E2
Q8IUQ4	Q8TBK6
Q2TAL8	Q8IUQ4
Q8IUQ4	Q96HA8
Q86YD7	Q8IUQ4
Q8IUQ4	Q9NVL8
Q8IUQ4	Q9NU19
Q5T5P2	Q8IUQ4
Q8IUQ4	Q96KM6
Q8IUQ4	Q9NRN7
Q8IUQ4	Q9HA38
Q8IUQ4	Q9H6R4
Q8IUQ4	Q96DC9
Q8IUQ4	Q9BQ24
Q8IUQ4	Q9BTV4
Q8IUQ4	Q8TAW3
Q8IUQ4	Q8IZA0
Q7Z3E5	Q8IUQ4
Q8IUQ4	Q9H0B3
Q8IUQ4	Q9H171
Q8IUQ4	Q8WTR4
Q8IUQ4	Q9C029
Q8IUQ4	Q9BW62
Q8IUQ4	Q9H0A9
Q86WX3	Q8IUQ4
Q8IUQ4	Q8WUK0
Q8IUQ4	Q8N2X6
P62805	Q8IUQ4
P86496	Q8IUQ4
Q8IUQ4	Q8NEY3
Q70IA8	Q8IUQ4
O95045	Q8IUQ4
Q8IUQ4	Q9H2K0
Q8IUQ4	Q8WW36
O75716	P12757
O43482	P12757
P12757	Q9UK41
P12757	Q9H4D5
P63208	Q9NVF7
P63208	Q96GX9
P63208	Q7L273
P63208	Q96IX9
P63208	Q8NDW8
P63208	Q8N5M4
P43005	Q5T700
P30825	Q969F0
O00631	Q9BSE2
O00631	Q8N6L0
O00631	Q8N205
P03973	Q8IZU0
P51531	Q8N7W2
Q6UY14	Q92922
Q96GM5	Q9NPJ6
Q96GM5	Q9H9H4
P0DPK4	Q92925
Q7Z3S9	Q92925
O75558	Q969G3
Q15642	Q969G3
Q969G3	Q96AA8
Q969G3	Q96R06
Q15311	Q969G3
Q969G3	Q9UPT5
Q5JR59	Q969G3
P37198	Q969G3
Q969G3	Q9UBB9
Q969G3	Q9NPJ6
Q969G3	Q9Y2J4
Q969G3	Q9BYV2
Q6NUQ1	Q969G3
Q969G3	Q96JN2
Q969G3	Q96MT8
Q8NHQ1	Q969G3
Q8N6Y0	Q969G3
Q8WYH8	Q969G3
Q8N0S2	Q969G3
Q969G3	Q96HT8
Q6A162	Q969G3
Q8TD10	Q969G3
P40222	Q969G3
P0C7W6	Q969G3
P60411	Q969G3
P0DPK4	Q969G3
Q7Z3S9	Q969G3
Q969G3	Q96L14
Q13427	Q16637
O15160	Q16637
Q16637	Q9Y3Y2
Q16637	Q9UL45
Q16637	Q9UK41
Q16637	Q8IZU0
P61956	Q8IX15
P61956	Q9HC62
O95863	Q9UJV3
O95863	Q5JR59
O95863	Q6A162
O95863	P60369
O95863	P0DPK4
O95863	Q7Z3S9
Q92966	Q9BPX1
Q8IYX8	Q92966
P09012	Q96PU8
P09012	Q16206
P09012	Q5JR59
P09012	Q9BU61
P09012	P38159
P09012	Q8N6R0
P09012	Q96PV6
P14678	Q8ND90
P14678	Q13137
P14678	Q93062
P14678	Q9UBB9
O75177	P14678
P14678	Q8N9N5
P14678	Q53EZ4
P14678	Q96JM7
P14678	Q6A162
P14678	Q8HWS3
O43829	P08579
P08579	Q8ND90
P08579	Q5JR59
P08579	Q8IX15
P08579	Q6NT76
P09234	Q9Y5V3
P09234	Q93062
O00308	P09234
P09234	Q96B26
P09234	Q92567
O75177	P09234
P09234	Q99932
P09234	Q6IBW4
P09234	Q9BPX1
P09234	P57052
P09234	Q96EP0
P09234	Q8HWS3
P62316	Q8NHQ1
P38432	P62306
P62306	Q9NSC5
P62306	Q13422
P62306	Q8TBB1
O95197	Q13596
Q13596	Q9UI14
Q13596	Q15041
Q13596	Q6RW13
Q13596	Q9NQC3
Q13596	Q96DZ9
Q13596	Q8IVP5
Q13596	Q86XE0
P48431	P63165
P35711	P35711
P35711	Q9UJX2
P35711	Q92993
P35711	Q03989
P35711	Q9P0T4
P35711	Q9HC52
P35711	Q96A09
P35711	P86496
P35711	Q6PF18
G2XKQ0	P35711
O14503	O60248
O60248	Q96LI6
Q02086	Q8N9N5
Q02446	Q13444
P84101	Q02446
Q02446	Q8TAP4
Q02446	Q96Q77
P86496	Q02446
Q02446	Q9ULK2
P23497	Q92630
P23497	Q14498
P23497	Q96GY0
P23497	Q9Y2J4
P23497	Q8TF65
P23497	Q9Y228
P23497	Q96JM7
P23497	Q14D33
O43586	Q9UQ90
Q8ND90	Q9UQ90
P61289	Q9UQ90
Q93062	Q9UQ90
Q5JR59	Q9UQ90
O95273	Q9UQ90
Q9BRK4	Q9UQ90
Q6A162	Q9UQ90
Q5VWX1	Q9UQ90
P60409	Q9UQ90
P60411	Q9UQ90
P60369	Q9UQ90
P0DPK4	Q9UQ90
Q7Z3S9	Q9UQ90
P20155	Q6UY14
P20155	P60369
P0DPK4	P20155
P20155	Q7Z3S9
P30626	Q99081
P30626	Q9NZ81
O15535	P78362
P51116	P78362
P78362	Q9P127
P19474	P63279
P19474	Q13588
P19474	Q99757
P0DP07	P19474
Q16384	Q9UBF1
Q16385	Q9H2G9
Q16385	Q86VP1
O96006	Q16385
Q16385	Q99996
Q16385	Q9UBF1
Q16385	Q8NF64
Q16385	Q8N0S2
Q16385	Q96QF0
Q16385	Q9Y2D8
Q16385	Q6A162
O60225	Q6RW13
Q15532	Q15532
Q15532	Q8NI38
Q63ZY3	Q99469
Q99469	Q9BRK4
Q8N8K9	Q99469
P42224	Q01804
P40763	P43405
P42229	Q99081
O76003	O95793
O95793	Q9UKK6
O95793	Q9HA38
O95793	Q17RB8
Q13077	Q13188
P0C1Z6	Q13188
Q13188	Q96IK5
Q13188	Q8IZU0
P50226	Q9GZT8
O43815	Q9UBB9
O43815	Q6NUQ1
Q12846	Q13277
Q13277	Q9H115
Q12846	Q12846
Q12846	Q13190
O15400	Q12846
O14662	Q12846
Q12846	Q9UNK0
O14653	Q12846
O43752	Q12846
O15155	Q12846
Q12846	Q9UEU0
O95183	Q12846
Q12846	Q86Y82
Q12846	Q96IW7
Q12846	Q96F15
Q12846	Q9H115
Q12846	Q53TN4
Q12846	Q5SQN1
O75410	Q13190
Q13190	Q9H115
Q13190	Q8N6L0
O75558	P61764
O00635	P61764
P61764	Q8N4C7
O00204	P50225
P0DMM9	Q9GZT8
P0DMM9	Q5VWX1
O00204	O00204
O00204	O43704
O43704	Q06520
Q8IYB8	Q9BRK4
O43463	Q96ED9
O43463	Q8NHQ1
O43463	Q9BRK4
O43463	P60409
O95721	P23763
P23763	Q8N6L0
O95721	P63027
P60411	Q9UBD3
P0DPK4	Q9UBD3
Q7Z3S9	Q9UBD3
P43405	Q9NP31
O75410	Q9Y297
O75410	Q9Y316
O75410	Q9H788
O60573	O75478
O75431	O75478
O75478	O95363
O75478	Q12874
O75478	Q68DK2
O75478	Q96T49
O75478	Q8WWY3
O75478	Q8TD31
O75478	Q9NX04
O75478	Q96GN5
O75478	Q9Y4H4
O75478	Q5W5X9
O75478	Q8TES7
O75478	Q9NSK0
O75478	Q8WW24
O75478	Q8TBZ8
O75478	Q8N5M4
O75478	Q2WGJ6
O75478	Q17RB0
Q16594	Q92597
O43504	Q16594
Q15544	Q92624
Q15543	Q5JR59
Q15633	Q9UL40
Q15633	Q96SI9
Q15633	Q8N8B7
P26639	Q9BPX7
A2RTX5	P26639
P17735	P17735
P20226	Q9Y2D8
Q96SF7	Q96SF7
O95231	Q96SF7
P15884	Q15560
Q12800	Q15560
Q13064	Q15560
Q15560	Q86VP1
Q15025	Q15560
Q15560	Q9UJV3
Q15560	Q96B26
Q15560	Q92917
Q15560	Q6UY14
Q15560	Q9NVV9
Q15560	Q9BYV2
Q15560	Q96JN2
Q15560	Q9BZW7
Q15560	Q9C0F1
Q15560	Q9BRK4
Q15560	Q6A162
Q15560	Q8N8K9
Q15560	Q8IZU0
P60409	Q15560
Q15369	Q5VZV1
Q14241	Q96AA8
O00444	Q14241
Q14241	Q9UJV3
Q14241	Q9BYV2
Q14241	Q8IX15
Q14241	Q96IK5
Q14241	Q8NHQ1
Q14241	Q6A162
Q14241	Q8IZU0
Q14241	Q8NA61
Q14241	Q8IYX8
P60369	Q14241
P15884	Q15973
P15884	P56279
O95980	P15884
O43639	P15884
O14929	P15884
P15884	P61968
O75716	P15884
O75558	P15884
P15884	Q92888
P15884	P61296
O60573	P15884
O15160	P15884
P15884	Q13111
P15884	Q9Y5U2
O75934	P15884
P15884	Q9UI95
O76003	P15884
P15884	Q9HC98
O43559	P15884
P15884	Q9BWU0
O60336	P15884
P15884	Q9Y2J2
P15884	Q5T011
O95602	P15884
P15884	Q9H8Y8
P15884	Q9UKJ5
P15884	Q9UBY9
P15884	Q9UHP6
P15884	Q9UHB4
P15884	Q9Y5B8
P15884	Q9UJX0
P15884	Q9H4E7
P15884	Q9Y3B2
P15884	Q9Y316
P15884	Q9Y6H1
P15884	Q9UK41
P15884	Q9NZD8
P15884	Q9Y3C6
P15884	Q9UL33
P15884	Q01804
P15884	Q9NX04
P15884	Q9NX01
P15884	Q9BX59
P15884	Q96A72
P15884	Q9NUL5
P15884	Q9NP86
P15884	Q8TCE9
P15884	Q9GZQ4
P15884	Q969U7
P15884	Q96FJ0
P15884	Q9NQL9
P15884	Q9UIL1
P15884	P30039
P15884	Q9H4F8
P15884	Q9BQ13
P15884	Q9BZE9
P15884	Q96BZ8
P15884	Q9H6L4
P15884	Q5SY16
P15884	Q9H5Z6
P15884	Q8NFF5
P15884	Q96PN8
P15884	Q96NT3
P15884	Q494U1
P15884	Q9H0A9
P15884	Q9BRU9
P15884	Q96SQ5
P15884	Q96H72
P15884	Q96ES7
P15884	Q5JVL4
P15884	Q96NJ5
P15884	Q96HT8
P15884	Q8WVJ9
P15884	Q8NDC4
P15884	Q6XD76
P15884	Q7Z7H8
P15884	Q86WQ0
P15884	Q8WWR8
P15884	Q8TAU3
P15884	Q6P597
A2RRL7	P15884
P15884	Q8WXA2
P15884	Q8NFP7
P15884	Q6NYC8
P15884	Q96RJ6
P15884	Q8IXL7
P15884	Q6UX98
P15884	Q86SG6
P15884	Q9UDX3
P15884	Q5JT25
P15884	Q6ZQR2
P15884	Q5TZK3
P15884	Q08AF8
P15923	Q9Y4C2
Q99081	Q99598
O75716	Q99081
O60336	Q99081
Q8IUR7	Q99081
Q3B7T1	Q99081
O75575	Q99081
Q99081	Q9UJX0
Q99081	Q9Y4Z2
Q99081	Q9UK41
Q99081	Q9NZD8
Q99081	Q9NX04
Q99081	Q9UJ70
Q99081	Q9BPY8
Q96MC5	Q99081
Q8WVJ9	Q99081
Q8NDC4	Q99081
Q96MH2	Q99081
Q8IYR0	Q99081
Q96S90	Q99081
Q6ZMU5	Q99081
Q96EY1	Q9Y242
Q15906	Q6NT76
Q14498	Q9UH92
Q9UH92	Q9Y2Y4
O43439	P17987
P51808	Q9GZT8
O60762	P48775
P48775	Q68DK2
P48775	Q9H190
P48775	Q9H8S9
P48775	Q9NPG2
P48775	Q70IA8
Q13077	Q15561
Q15561	Q8ND90
Q15561	Q2KHM9
O95273	Q15561
Q15561	Q9UJ41
Q15561	Q53EZ4
Q15561	Q8NHQ1
Q15561	Q9BRK4
Q15561	Q9Y2D8
P0C7W6	Q15561
Q8N8G2	Q99594
Q10587	Q13084
Q00059	Q15041
Q00059	Q6RW13
P05549	Q13064
P05549	Q9H4Y5
Q01664	Q13077
Q01664	Q96B26
P63165	Q12800
P46379	Q12800
O95872	Q12800
Q12800	Q13427
O00562	Q12800
O60841	Q12800
O95363	Q12800
Q12800	Q9UBU8
Q12800	Q93045
Q12800	Q9NQ66
O95859	Q12800
Q12800	Q9UGP5
Q12800	Q8WVT3
Q12800	Q9NZQ0
Q12800	Q9BSJ6
Q12800	Q8TBK6
Q12800	Q9NW38
Q12800	Q9NVV2
Q12800	Q8TDY4
Q12800	Q9BW85
Q12800	Q9BXT4
Q12800	Q9HC52
A0MZ66	Q12800
Q12800	Q96AH0
Q12800	Q9NQ50
Q12800	Q9Y3B7
Q12800	Q6P1J9
Q12800	Q8NDH3
A0AVK6	Q12800
Q12800	Q96ME1
Q12800	Q9UD71
Q12800	Q9BT43
Q12800	Q96JC9
Q12800	Q9UF47
Q12800	Q5VVH5
Q12800	Q70IA8
Q12800	Q6PEW1
Q12800	Q5JZY3
P04155	P15622
P01137	Q8N5R6
Q15582	Q8IZU0
P52888	Q12933
P10827	Q9Y2J4
P10827	Q96JM7
Q92748	Q92748
P35590	Q93062
P35590	Q6A162
P48230	Q969F0
O14817	P0DPK4
O14817	Q7Z3S9
P62328	Q15654
P62328	Q8ND90
P62328	Q93062
P62328	Q6A162
P02585	P19429
Q13829	Q13829
O14929	Q13829
O75716	Q13829
Q13829	Q7L775
Q13829	Q9Y6W3
Q13829	Q9NQT4
Q13829	Q9H257
Q13829	Q9H6L4
P21580	Q96B67
P19237	Q8ND90
P06753	P13805
P13805	P62380
P13805	Q9UBU8
O95751	P13805
P13805	Q9UBB9
P13805	Q96JN2
P13805	Q6A162
P45379	Q15014
P09430	Q9H190
P60409	Q05952
P60411	Q05952
P60370	Q05952
P60410	Q05952
P60369	Q05952
P0DPK4	Q05952
Q05952	Q7Z3S9
O43639	Q92752
Q92752	Q9BUI4
Q92752	Q96HA8
Q8TCE9	Q92752
Q8IYE0	Q92752
P22105	Q8N9N5
Q08AM6	Q12888
P17031	Q13625
P56279	Q13625
P62807	Q13625
P61968	Q13625
Q13625	Q9BUZ4
Q13625	Q92844
O14777	Q13625
Q13625	Q9UQB8
Q13625	Q9UBU9
Q13625	Q9BUJ2
Q13625	Q8WWY3
P57075	Q13625
Q13625	Q96GG9
Q13625	Q9NU19
Q13625	Q8NCE2
Q13625	Q96DC9
Q13625	Q53HC0
Q13625	Q494U1
Q13625	Q8N5A5
Q13625	Q8N5M1
Q13625	Q9Y2D8
Q13625	Q2TBE0
P40222	Q13625
Q13625	Q86Y26
P09493	Q9Y6D9
P09493	P0C1Z6
P09493	Q8N0S2
P09493	Q8TAB5
P09493	Q8TC20
P06753	Q15654
P06753	Q9Y6D9
P06753	Q9UKI8
O43482	P06753
P06753	Q9UL45
P06753	Q8TD31
P06753	Q9NVV9
P06753	Q8IYE0
P06753	Q68D86
P06753	Q96M63
P06753	Q8N0S2
P06753	Q70UQ0
P06753	Q8TAB5
O95447	P06753
P06753	Q8IZT9
P06753	Q8N4P3
C4AMC7	P06753
P06753	Q96LR2
P67936	Q8TBB1
P29144	Q96I34
P13693	Q15645
P17024	Q13077
Q13077	Q15973
P56279	Q13077
Q02040	Q13077
O95835	Q13077
Q13077	Q9UJF2
Q13077	Q9BVL2
Q13077	Q15040
Q13077	Q9Y5U2
O76041	Q13077
O76003	Q13077
Q13077	Q15555
Q13077	Q9NQW5
Q13077	Q13573
Q13077	Q96KQ4
Q13077	Q9Y2K2
Q13077	Q9UBP5
Q13077	Q68DK2
Q13077	Q9Y2V2
Q13077	Q9H8Y8
Q13077	Q9NQ94
Q13077	Q9P2K5
Q13077	Q96BD5
Q13077	Q9BTA9
Q13077	Q9NZD8
Q13077	Q969H6
Q13077	Q9P0T4
Q13077	Q6BCY4
Q13077	Q8TD31
Q13077	Q2TAL8
Q13077	Q9NX63
Q13077	Q9NX04
Q13077	Q9NVL8
Q13077	Q9NVL1
Q13077	Q96IZ5
Q13077	Q9NUL5
Q13077	Q9H1D0
Q13077	Q5T5P2
Q13077	Q8WXI9
Q13077	Q96KM6
Q13077	Q7Z417
Q13077	Q8IYE0
Q13077	Q9NQL9
Q13077	Q8NEA9
Q13077	Q9H7H0
Q13077	Q8TB45
Q13077	Q9BWG6
Q13077	Q9BQ24
Q13077	Q5FYB0
Q13077	Q53FD0
Q13077	Q7L591
Q13077	Q96ME1
Q13077	Q9BT49
Q13077	Q99618
Q13077	Q8WWW0
Q13077	Q494U1
Q13077	Q3B820
Q13077	Q96JN0
Q13077	Q9BXY8
Q13077	Q96SQ5
Q13077	Q8TES7
Q13077	Q96HB5
Q13077	Q96GV9
Q13077	Q8TBZ5
Q13077	Q8N0S2
Q13077	Q96CS2
Q13077	Q8TBP0
Q13077	Q8IYI8
Q13077	Q8TAB5
Q13077	Q8IUH3
Q13077	Q7Z3I7
Q13077	Q8TAU3
Q13077	Q53TS8
Q13077	Q6ZT89
Q13077	Q8TBZ8
Q13077	Q8IYX3
Q13077	Q7RTU3
Q13077	Q6PF18
A1L4H1	Q13077
Q13077	Q14D33
Q13077	Q8IWZ5
Q13077	Q2WGJ6
Q13077	Q6ZS27
P22415	Q12933
P07947	Q12933
Q02930	Q12933
Q12815	Q12933
Q12933	Q9Y5U2
O76041	Q12933
Q12933	Q92917
Q12933	Q6NX49
Q12933	Q8N9N2
P57682	Q12933
Q12933	Q9Y2J4
Q12933	Q6BCY4
Q12933	Q9BSW7
Q12933	Q8TD31
Q12933	Q9NX65
Q12933	Q2KJY2
Q12933	Q86YD7
Q12933	Q9NVL8
Q12933	Q96IZ5
Q12933	Q9P2K3
Q12933	Q9H0W8
Q12933	Q9GZQ4
Q12933	Q9HC52
Q12933	Q63HK5
Q12933	Q86VK4
Q12933	Q9H788
Q12933	Q9BXF9
Q12933	Q53EP0
Q12933	Q8N720
Q12933	Q8IV13
Q12933	Q9BV90
Q12933	Q5FYB0
Q12933	Q53FD0
Q12933	Q9H875
Q12933	Q9GZU8
Q12933	Q9NTX7
Q12933	Q2KHT4
Q12933	Q8WWW0
Q12933	Q9BRJ7
Q12933	Q86SE9
Q12933	Q96JS3
Q12933	Q9BXY8
Q12933	Q9BRP7
Q0D2K3	Q12933
Q12933	Q5T8I9
Q12933	Q8NEC5
Q12933	Q96MN9
Q12933	Q96NC0
Q12933	Q8NA54
Q12933	Q6ZSB9
Q12933	Q86Y33
Q12933	Q6NYC8
Q12933	Q8N6N6
Q12933	Q6PF18
Q12933	Q8IYX8
Q12933	Q8IWZ5
Q12933	Q5GFL6
Q12933	Q86X59
Q12933	Q6ZS27
G2XKQ0	Q12933
O00463	Q13287
O00463	Q16206
O00463	Q9H8Y8
O00463	Q6FIF0
O00463	Q9NVV9
O00463	Q52MB2
P07947	Q9Y4K3
Q9UNA4	Q9Y4K3
Q9H8W4	Q9Y4K3
P49368	Q8TD10
O75716	Q15654
Q02930	Q15654
Q15654	Q9Y4C2
Q15654	Q9NYB9
O43734	Q15654
O43559	Q15654
O43482	Q15654
O60336	Q15654
Q14687	Q15654
Q15654	Q9Y2K2
P17081	Q15654
Q14134	Q15654
Q15654	Q99757
O75638	Q15654
Q15654	Q9Y316
Q15654	Q8IY34
Q06250	Q15654
Q15654	Q9UL33
Q15654	Q6UY14
Q15654	Q9H2R5
Q15654	Q8IY37
Q15654	Q63HN8
Q15654	Q9NQL9
Q15654	Q9H7H0
Q15654	Q96DC9
Q15654	Q9H171
Q15654	Q8WTR4
Q15654	Q8NBS9
P61236	Q15654
Q15654	Q9Y6H3
Q15654	Q86UW9
A2RU49	Q15654
Q15654	Q8WWR8
Q15654	Q8WW24
Q15654	Q8IYX7
Q15654	Q8IXL7
Q15654	Q6ZVT0
