Q96FF9	Q9BYX7
P54253	Q96SI1
P54253	P57738
P54253	Q9H305
O60739	P54253
P54253	Q9UBP5
P54253	Q9H7D0
P11474	P54253
P54253	Q9Y5P3
P0DPF6	P54253
O95551	P54253
P51788	P54253
P54253	Q8WVX9
P54253	Q96I24
P54253	Q49AN0
P54253	Q8N5I4
P54253	Q16891
P54253	P78330
P54253	Q9H1U9
P35548	P54253
P54253	Q9Y320
P04920	P54253
P54253	Q96PU8
P54253	Q9BVC4
P54253	Q06203
P52943	P54253
P15407	P54253
P54253	P62258
P54253	Q96PU4
P54253	Q5T8P6
P13591	P54253
P54253	Q08397
P54253	P80723
P54253	Q9UF11
P54253	Q14807
P54253	Q8WXS3
P54253	Q7Z494
P54253	Q8WUU5
A0JNW5	P54253
P54253	Q15637
P11717	P54253
P54253	Q13905
P54253	Q9HBW0
P45983	Q14934
P45983	Q12968
P45984	Q14934
P45984	Q12968
P34932	Q8N1V2
P50991	Q8N1V2
P17987	Q8N1V2
P51587	Q8N1V2
P54253	Q96M61
P54253	Q9UJY4
P54253	Q9UEY8
P43268	P54253
P54253	Q15388
O15479	P54253
P54253	Q96I51
P54253	Q8N7X4
O75409	P54253
P08243	P54253
P54253	P68431
P54253	Q9NQ87
P54253	Q155Q3
P54253	Q14982
P54253	Q9Y2D1
P54253	Q13554
A1L0T0	P54253
P54253	Q9H9B1
O00303	P54253
P54253	Q8IY37
P15976	P34932
P15976	P42574
Q96B23	Q96T60
Q12899	Q96T60
P49321	Q96T60
P12956	Q96T60
P13010	Q96T60
Q08945	Q96T60
P33992	Q96T60
P57678	Q96T60
P21127	Q96T60
P09874	Q96T60
Q00839	Q96T60
Q14978	Q96T60
Q96T60	Q9Y5B9
O43847	Q96T60
Q96T60	Q9UPW5
Q13428	Q96T60
Q96T60	Q9Y4B6
Q96T60	Q9C0C9
P78527	Q96T60
Q13258	Q8N6S4
Q8N6S4	Q9Y5Y4
P68400	Q13426
Q96QZ7	Q9NSI5
P49116	Q86VZ6
P37231	Q86VZ6
P19793	Q86VZ6
P49116	P49116
P29083	P32780
P05771	Q15257
P05771	P62136
Q15797	Q15797
P02730	P42771
P02730	Q8N726
P49840	P78527
P49841	P78527
P49841	Q9Y243
P08238	Q9Y2Z0
P11142	Q9Y2Z0
P10242	P63165
P10242	P61956
P17612	P55042
O14746	Q9Y265
O14746	Q9Y230
Q13315	Q15554
P07992	P43246
P43246	Q92889
P08047	P08047
P32121	Q00610
P03372	Q9UKW4
P68133	Q8N0Z2
Q6H8Q1	Q8N0Z2
O94929	P68133
P68133	Q6H8Q1
O14639	Q8N0Z2
O94929	Q8N0Z2
P61081	Q6PH85
Q8IWE4	Q969M7
O60832	Q9Y265
O60832	Q9Y230
O14746	O60832
O60765	Q13263
Q13263	Q9BSG1
P17655	P28482
P10636	P17655
Q86Y07	Q9UQF2
Q13387	Q86Y07
O43318	Q86Y07
O14733	Q86Y07
P45983	Q86Y07
O43318	Q9UQF2
Q15750	Q9UQF2
P53041	Q92731
P03372	P53041
P31947	Q14103
P11831	P78527
P61201	Q96LD8
Q13098	Q96LD8
P15498	P17947
Q7L9L4	Q9Y2H1
Q13315	Q96BD6
P01106	P78545
P42574	P45983
P42574	P45984
P05412	P78527
P27695	Q09472
P27695	Q99929
Q09472	Q99929
P67809	Q09472
P27695	P67809
O95573	P07948
O43915	P35916
Q06124	Q9NZQ7
P24941	P51587
P20248	P51587
P16401	P20248
O94992	P03372
O60563	P03372
Q13813	Q9UI08
Q13813	Q9UGI8
Q9UGI8	Q9UI08
O00410	P18124
P18124	P62826
P55265	Q92900
P63162	Q92900
P14678	Q92900
P55265	P63162
P14678	P55265
O60563	Q58F21
P50750	Q58F21
P05771	P19438
P19438	Q05655
P17612	Q96QC0
P61978	Q96QC0
P07900	P17987
P07900	Q92598
P07900	P78527
P04899	P07900
O14980	P07900
P07900	P14618
P08238	P17987
P08238	Q92598
P08238	P78527
P04899	P08238
O14980	P08238
P08238	P14618
P04406	P07900
P04406	P08238
P00558	P07900
P00338	P07900
P04075	P07900
P07900	P40925
P07900	P11586
P07900	Q9Y617
P00558	P08238
P00338	P08238
P04075	P08238
P08238	P40925
P08238	P11586
P08238	Q9Y617
P08238	P49327
P07900	P49327
P07900	Q9NR45
P07900	P63261
P06753	P07900
P07900	P21333
P07900	P35579
P07900	Q13813
P08238	Q9NR45
P08238	P63261
P06753	P08238
P08238	P21333
P08238	Q13813
P08238	Q14980
P07900	Q14980
P08238	P12814
P08238	P22314
P08238	Q99460
P07900	P12814
P07900	P22314
P07900	Q99460
P07900	P28074
P08238	P28074
P07900	P13639
O15372	P07900
P08238	P13639
O15372	P08238
P05388	P08238
P08238	P62701
P08238	P18124
P08238	P61247
P08238	P46777
P08238	Q9HB07
P05388	P07900
P07900	P62701
P07900	Q9HB07
P07900	Q9NSE4
P07900	P08865
P08238	Q9NSE4
P08238	P08865
P35568	Q92729
P34932	P53350
O43889	Q6EMB2
O43889	Q13438
P50570	Q14247
P17301	P30101
P26006	P30101
P23229	P30101
P05556	P30101
P18084	P30101
P12109	P30101
P07942	P30101
P30101	Q13751
P11047	P30101
P30101	Q13753
P30101	Q9UIW2
O00468	P30101
P30101	Q12805
P01130	P30101
P30101	Q8N8Z6
P10909	P30101
P30101	Q9Y4K0
P30101	P78536
O14672	P30101
P08582	P30101
P30101	Q02809
O15533	P30101
P13667	P30101
P30101	Q96HE7
P60953	Q8TAQ5
P61586	Q9UQB8
O00571	Q14164
P36873	Q8N9B4
P36873	Q96GX9
P36873	Q9UBL3
P07711	P36873
P36873	Q7L576
P36873	Q9NYF0
P36873	Q9NR20
P36873	Q6UWU2
O43708	P36873
P36873	P48729
O60674	P36873
P36873	Q6B0I6
O95819	P36873
O60551	P36873
P36873	Q9UHY1
P23921	P36873
O43556	P36873
P36873	Q86US8
P36873	Q5JR98
P36873	Q9BXJ8
P36873	Q92547
P36873	Q13595
P36873	Q3B726
P36873	Q5VZQ5
P36873	Q8IW00
P36873	Q7Z5V6
P36873	Q86VG3
P36873	Q9H0I2
P36873	Q9H0A9
P36873	Q8TAP8
P36873	Q5SZB4
P17028	P36873
P36873	Q9NPI7
P36873	Q9HBL0
P36873	Q6ZMZ0
P36873	Q9NRG7
P36873	Q6ZMY3
P36873	Q9P2P6
P36873	Q8N5T2
P36873	P54652
P07437	P36873
P06576	P36873
P36873	P63261
P36873	P78371
P36873	P46439
P36873	Q8N474
P62136	Q5JR98
P62136	Q8N474
P62136	Q7Z5V6
P04626	Q14974
O14980	P04626
P04626	Q00610
P04626	P63010
P04626	Q15075
O95453	Q05048
O95453	P33240
O95453	O95453
O95453	Q99728
Q7Z3U7	Q9UJY5
Q7Z3U7	Q9NZ52
Q9NYG5	Q9UM11
O60729	Q9UM11
P61086	Q9NYG5
O95760	P29466
Q01638	Q99836
Q01638	Q9NWZ3
P51617	Q01638
Q01638	Q9Y4K3
O75192	P40855
P40855	Q7Z412
O43318	Q5SGD2
Q13087	Q8TCT9
P04234	Q13087
O00750	P14373
O00443	P14373
Q04206	Q86UE4
Q86UE4	Q92793
P10144	P34932
P45983	Q99640
P53779	Q99640
P45984	P45984
P53779	P53779
P16220	P31749
P14222	P14222
P23396	Q06187
Q06187	Q9Y4W6
P68133	Q06187
P12814	Q06187
P25705	Q06187
P06576	Q06187
Q06187	Q9BYX7
Q06187	Q9ULV4
O00571	Q06187
Q06187	Q16643
Q05639	Q06187
P21333	Q06187
P04406	Q06187
Q06187	Q86YZ3
P13647	Q06187
Q06187	Q9H1R3
P28331	Q06187
P23246	Q06187
P02549	Q06187
P40939	Q06187
P68366	Q06187
P68371	Q06187
Q06187	Q12792
P38936	P42574
Q16531	Q9ULG1
Q16531	Q9H9F9
P46940	Q5S007
P55060	Q5S007
Q5S007	Q92973
P30153	Q5S007
O00231	Q5S007
Q13469	Q5S007
P46940	Q13469
P55060	Q13469
Q13469	Q92973
P30153	Q13469
Q13501	Q9UDY8
Q13501	Q9Y6K9
Q01831	Q01860
P54727	Q01860
P41208	Q01860
P48431	P54727
P41208	P54727
Q8N140	Q96MG7
O00541	O00541
Q14137	Q14137
Q9GZL7	Q9GZL7
P01009	P43307
P01009	P27824
P43307	Q92611
P11021	P43307
P21980	P40337
P63208	Q07866
Q07866	Q9NW68
Q07866	Q8NBR6
Q07866	Q5SW96
Q07866	Q9UGI9
Q07866	Q8NHQ8
Q07866	Q7Z5B4
Q13087	Q96HE7
P60709	Q92731
O95793	Q92731
Q92731	Q9NPD3
P11142	Q92731
Q92731	Q9NPJ6
Q92731	Q9H1R3
Q92731	Q96EY7
Q92731	Q96DU9
Q7Z2W4	Q92731
P82914	Q92731
P82650	Q92731
Q92731	Q9Y399
Q92552	Q92731
Q92665	Q92731
P62701	Q92731
P62280	Q92731
P62269	Q92731
P05388	Q92731
Q92731	Q969Q0
P30260	P60484
P60484	Q9UJX5
P60484	Q9UJX4
P60484	Q9UJX3
P60484	Q9UM11
Q13541	Q15257
O00418	P06493
O00418	O43583
O00418	P02768
O00418	P49748
O00418	P50579
O00418	Q9UQ80
O00418	P38919
P02647	Q8N139
P02647	Q92484
P02647	P02656
P02647	Q7Z333
P02647	Q07343
P02647	P07711
P00450	P02647
O75829	P02647
P02647	P10909
P02647	P02745
P02647	P02747
P02647	P09417
P02647	Q9BQN1
P02647	P04053
P02647	P10265
P02647	P61580
P02647	P87889
P02647	P10266
P02647	P02671
P02647	P02751
P02647	P69905
P02647	Q9UJW9
P02647	Q9C093
P02647	Q96MS0
P02647	Q68CZ2
P02647	Q14151
P02647	Q14684
P02647	Q9Y6X4
P01834	P02647
A0A087WW87	P02647
P02647	P08779
P02647	P35527
P02647	P04264
O94854	P02647
P02647	Q9C000
P02647	P54829
P02647	Q96EN8
P02647	Q86VQ3
P02647	P02766
P02768	P35368
P02647	P02768
P02654	P02768
P02768	Q7Z333
P02768	Q12791
P02768	Q07343
P02768	P07711
O75419	P02768
P02768	Q5T442
P02768	Q9H5V8
P02768	Q16531
P02671	P02768
P02751	P02768
P02768	Q9UBS5
P00738	P02768
P01857	P02768
P01859	P02768
A0A087WW87	P02768
P02768	P13645
P02533	P02768
P02768	P35527
P02768	P04264
P02768	Q9GZM6
P02768	P07288
P02768	Q13315
P02768	Q8NHC8
P02768	Q9Y4G6
P02766	P02768
P02768	Q9P0X4
P02768	Q9UNY5
P02768	Q6DJT9
P02768	Q13129
P02765	P02768
P02768	P06727
P02656	P02768
P02768	P82279
P02768	Q8TAG9
P02768	Q9H7N4
P02768	P14136
P02768	Q15714
P01834	P02768
P02768	P18084
P02538	P02768
P02768	P05155
P02768	Q9BTX7
P00734	P02768
P02768	Q9BXS5
P02768	Q01432
P16401	P38936
P02652	P02768
P02655	P02768
P02768	Q9Y259
P02768	P08709
P02768	P0C0L4
P00751	P02768
P00746	P02768
P02768	P08603
P01034	P02768
P02768	P81605
P02768	P62495
P02768	P06396
P02768	Q8TDY8
P02768	P69905
P02768	P02790
P02768	Q8NDX5
P02768	P50502
P02768	Q9BUN8
P02768	Q8N5Q1
P02768	Q9H974
P02768	Q92628
P02768	P19827
P02768	P13646
P02768	P08779
P02768	P13647
P02768	P04259
O75147	P02768
P02768	Q96PC5
P02768	P20933
P02768	Q9Y6Q9
P02768	P47893
P02768	P02775
P02768	P10720
P02768	Q08174
P02768	P49792
P02768	Q92736
P02768	Q9NZJ4
O60239	P02768
P02768	Q68DD2
P02768	Q13009
P02768	P35030
P02768	Q8NHM4
O60281	P02768
P02768	Q9UPM8
P02649	P02768
P02768	Q8TDN4
P02768	Q9UJS0
P02768	Q9NPP4
P02768	Q9UQC9
P02768	P49619
P02768	P11532
P02768	Q9UPY3
O75791	P02768
P02768	Q7Z392
P02768	Q8IWB4
P02768	Q6ZMN7
P02768	Q86YC2
O75112	P02768
P02768	Q9C0F1
P02768	P17301
P02768	Q92833
P02768	Q92616
P02768	Q9Y6Y1
P02768	Q9Y2E8
A5YKK6	P02768
O43561	P02768
P02768	P12829
P02768	Q32MK0
P02768	Q8WZ42
O60500	P02768
P02768	Q15758
P02768	Q9GZU2
P02768	Q9UKG9
P02768	Q96PG8
P02768	Q9BXH1
P02768	Q9H6Z4
P02768	Q14524
P02768	Q9UBP0
P02768	Q9H6Q3
P02768	Q9Y2W1
P02768	Q562F6
P02768	P07477
P02768	P43146
O60504	P02768
P13984	P35269
Q13188	Q16635
O95835	Q16635
Q13501	Q2V2M9
Q6R327	Q8TB45
P42345	P50579
Q96EB6	Q9BVI4
O43290	Q96EB6
Q6P1X5	Q96EB6
P62834	Q96EB6
Q12873	Q96EB6
P01106	Q76NI1
O75829	P01106
P01106	Q8IY33
P01106	Q99797
P01106	Q9UHC1
P01106	Q86UT6
P01106	Q9HDB5
P01106	Q9Y4C0
O15018	P01106
P01106	Q969G5
P01106	Q9BXF6
P01106	Q9P2K3
P01106	Q9UQ26
P01106	Q8TB24
P01106	Q9HCK4
O43819	P01106
P01106	Q7Z5N4
P01106	Q9NQW1
P01106	Q15772
P01106	P47989
P01106	Q86Y38
P01106	Q5TAX3
P01106	Q15434
O00425	P01106
P01106	Q96A54
P01106	Q01196
P01106	Q13951
P01106	Q9NXW2
P01106	P41162
P01106	P15407
P01106	Q6NZ67
P01106	Q5UIP0
P01106	Q15293
P01106	Q71UM5
P01106	P02787
P01106	P0DP23
P01106	Q96RT1
P01106	Q9NXS2
P01106	Q9H2P0
P01106	Q13557
P01106	P17812
P01106	Q07065
O60313	P01106
P01106	Q8IUD2
P01106	P42694
P01106	Q9BQ15
P01106	Q96EL3
P01106	P04637
P01106	Q32P28
P01106	P35249
P01106	P26373
P01106	Q6NZI2
P01106	Q9P0V3
P01106	P43307
P01106	Q9BQ95
P01106	P10599
P01106	Q15631
P01106	P09234
P01106	P50454
P01106	P21333
P01106	Q9UBS4
P01106	P68032
P01106	P07355
P01106	P02751
P01106	P09382
P01106	Q06330
P01106	Q9NX63
P01106	P0DMV8
P01106	P67809
P01106	P63261
P01106	P29401
O60716	P01106
P01106	P19474
P01106	Q00059
P01106	Q99081
P01106	Q9H334
P01106	P53814
P01106	Q9BU61
P01106	Q86SQ0
P01106	Q13023
P01106	Q9Y232
P01106	Q86XS8
P01106	Q04837
P01106	P08574
P01106	Q8N556
P01106	Q9NR12
P01106	P49458
P01106	Q14192
P01106	P54136
P01106	Q92841
P06748	Q16630
P06748	P31943
P06748	Q9BWT3
P06748	P17275
P06748	P32245
P06748	P31629
O00571	Q14152
O00571	P55884
O00571	Q99613
O00571	O15371
O00571	P60228
O00303	O00571
O00571	O75821
O00571	O15372
O00571	Q13347
O00571	O75822
O00571	Q9UBQ5
P06748	Q10570
P06748	Q9P2I0
O95639	P06748
P06748	Q9UKF6
O95863	P04637
P02545	Q5VWP3
P43355	Q8N140
P43355	Q9NXX6
Q8N140	Q96JG8
Q96JG8	Q9NXX6
Q8N140	Q99608
Q99608	Q9NXX6
P06493	P29590
P24941	P29590
P29590	Q00534
P24941	P62805
P06493	P62805
P43355	Q9Y6B2
P43355	Q8N6I1
P43355	Q96D98
Q9HAY2	Q9Y6B2
Q8N6I1	Q9HAY2
Q96D98	Q9HAY2
Q99608	Q9Y6B2
Q8N6I1	Q99608
Q96D98	Q99608
O76064	Q16777
O76064	P16104
O76064	Q16778
P43366	Q9NXX6
P43366	Q8N140
Q9NXX6	Q9UBF1
Q8N140	Q9UBF1
Q8N6I1	Q9UBF1
Q9NXX6	Q9UNF1
Q8N140	Q9UNF1
Q9UNF1	Q9Y6B2
Q8N6I1	Q9UNF1
P43366	Q8N6I1
Q8N140	Q9H213
Q9H213	Q9NXX6
Q9H213	Q9Y6B2
Q8N6I1	Q9H213
P68133	Q9H9Y6
Q9H9Y6	Q9NYV6
P68133	Q9NYV6
P04049	P10809
O00273	P51124
P09874	P51124
O60285	O95835
O95835	Q9H093
Q13077	Q16512
P20333	Q16512
O00470	P16220
O00470	Q6UUV9
O00470	Q92793
Q13188	Q13188
P03372	Q13153
O43609	P62993
P62993	Q9C004
P13667	Q96HE7
Q13087	Q86YB8
P30101	Q86YB8
P13667	Q86YB8
P02751	P05556
P02751	Q9Y490
P02751	P49023
O94979	P19320
O95721	P19320
O43617	P19320
P19320	P61289
O95372	P19320
P19320	Q96DH6
P19320	Q08945
P08243	P19320
P19320	P56537
P19320	P33991
P19320	Q13895
P11166	P19320
P19320	P50402
P19320	P63173
P19320	Q9NVA2
P19320	P48729
P19320	Q02790
P19320	Q96C36
P19320	P37837
P04818	P19320
P19320	P21796
P19320	P24752
P19320	Q96P48
P19320	P62633
P19320	Q06124
P11387	P19320
P19320	P51692
P19320	Q99798
P19320	Q5T4S7
P19320	Q9H3K6
P19320	P62873
P19320	Q15102
P19320	Q8N983
P09661	P19320
P19320	P28072
P19320	Q14839
P19320	P53680
P19320	P52594
P19320	Q5SRE5
P19320	P84077
P19320	P48047
P19320	Q16891
P19320	Q9Y3F4
P19320	P28331
P19320	Q8NI27
P19320	P69891
O43242	P19320
P02751	P13612
P02751	P61088
P02751	Q9Y6I3
P02751	P36542
O14744	P02751
P02751	P04843
P02751	P31948
P02751	P18754
P02751	P40429
P02751	Q9Y3D9
P02751	Q12906
P02751	P60900
P02751	Q92621
P02751	P63000
P02751	Q9BXJ9
P02751	P08621
P02751	P55769
P02751	P51148
P02751	P09382
P02751	P49721
P02751	Q14566
P02751	Q9Y3U8
P02751	Q9UNQ2
P13612	P19320
P19320	P61088
P19320	Q9Y6I3
P19320	P36542
O14744	P19320
P04843	P19320
P19320	P31948
P18754	P19320
P19320	P40429
P19320	Q9Y3D9
P19320	Q12906
P19320	P60900
P19320	Q92621
P19320	P63000
P19320	Q9BXJ9
P08621	P19320
P19320	P55769
P19320	P51148
P09382	P19320
P19320	P49721
P19320	Q14566
P19320	Q9Y3U8
P19320	Q9UNQ2
P19320	Q9NP79
P19320	P43405
P19320	Q13200
P19320	Q8WWM7
P19320	P25788
O75146	P19320
P19320	P45880
P16949	P19320
P19320	Q9Y3C6
P19320	Q92900
O75608	P19320
P19320	Q15149
P19320	Q9Y295
P19320	Q13838
P14174	P19320
P19320	P35268
P19320	P62805
P19320	P22087
P19320	Q9NR30
P19320	P35527
P19320	P62269
O43447	P19320
P19320	Q13263
O75340	P19320
P19320	P19623
P19320	P39019
P19320	P61604
P18621	P19320
P19320	P62241
O75146	P02751
P02751	P45880
P02751	P16949
P02751	Q9Y3C6
P02751	Q92900
O75608	P02751
P02751	Q15149
P02751	Q9Y295
P02751	Q13838
P02751	P14174
P02751	P35268
P02751	P62805
P02751	P22087
P02751	Q9NR30
P02751	P35527
P02751	P62269
O43447	P02751
P02751	Q13263
O75340	P02751
P02751	P19623
P02751	P39019
P02751	P61604
P02751	P18621
P02751	P62241
O43264	P02751
P02751	Q16795
P02751	Q9NX24
P02751	Q8IZL8
O94905	P02751
P02751	P19387
P02751	P50851
P02751	P08195
P02751	P15927
O95456	P02751
P02751	P29401
P02751	Q969U7
P02751	Q14254
P00367	P02751
P02751	P62333
P02751	P82930
P02751	P37268
P02751	P13489
P02751	Q07021
P02751	Q9UNM6
P02751	Q9NVP1
P02751	P62330
P02751	Q15404
P02751	Q9NR31
P02751	Q13418
P02751	P17096
P02751	Q9Y678
P02751	P17858
P02751	Q9UHD8
P02751	Q8TEM1
P02751	Q99829
O95816	P02751
O15247	P02751
P02751	P25787
P02751	P21964
P02751	Q9UBQ5
P02751	P60468
P02751	Q8N5M4
P02751	Q01082
P02751	Q15056
P02751	P19404
P02751	Q15046
P02751	Q09028
P02751	Q9UMS4
O43678	P02751
P02751	P12270
P02751	P47897
P02751	P11413
P02751	P68036
P02751	Q13085
P02751	P78406
P02751	Q8TEX9
P02751	P22234
P02751	Q02878
O43776	P02751
P02751	Q9UK41
P02751	P05387
P02751	Q9NU22
P02751	Q9Y2Q3
P02751	P61313
P02751	Q92979
P02751	Q9NZA1
P02751	Q15185
P02751	Q9H0A0
P02751	Q12846
P02751	Q08752
P02751	P68402
P02751	Q14847
O14737	P02751
P02751	Q16718
P02751	P05771
P02751	P62304
P02751	Q01518
P02751	Q01081
P02751	P14678
P02751	Q96QK1
P02751	P09622
P02751	Q15323
P02751	Q9NVZ3
P02751	Q16401
O95319	P02751
P02751	P27694
P02751	P09429
P02751	P53794
P02751	P53999
P02751	P47914
O75955	P02751
P02751	P25685
O94973	P02751
P02751	P37108
P02751	Q09666
O00186	P02751
P02751	Q13907
P02751	P11908
P02751	P51149
O43172	P02751
P02751	P40939
P02751	P13796
P02751	P06756
P02751	Q9Y3I0
P02751	P62899
P02751	Q96HS1
P02751	Q13155
P02751	Q7L2E3
P02751	P53007
O15160	P02751
P02751	P98082
P02751	Q16630
P02751	Q9Y2X3
P02751	Q9ULH0
P02751	Q9BYD1
P02751	Q96HC4
O14579	P02751
P02751	P53396
P02751	P13647
P02751	P35544
P02751	P62861
O00425	P02751
P02751	P41091
P02751	Q9NPJ3
P02751	P50502
P02751	P09497
O00267	P02751
P02751	Q14008
P02751	Q92888
P02751	P46379
P02751	Q9NRW3
P02751	Q96AK3
P02751	P54105
P02751	Q3MHD2
P02751	Q99439
P02751	P04183
P02751	Q99747
P02751	Q96LR9
P02751	Q9H0S4
P02751	Q8NE71
P02751	P50395
O75436	P02751
P02751	Q5VW32
P02751	P78417
P00558	P02751
P02751	Q13442
P02751	P28074
P02751	P46779
P02751	Q9NTZ6
O00161	P02751
P02751	P62841
P02751	P39748
P02751	P08754
P00403	P02751
P02751	Q99873
O00303	P02751
P02751	P30837
P02751	P09012
P02751	Q63ZY3
A5YKK6	P02751
P02751	Q09161
P02751	Q01813
P02751	P36404
P02751	Q9NRS6
P02751	Q9NY12
P02751	Q9Y4E8
P02751	P62266
O75396	P02751
P02751	Q9NTK5
P02751	Q15437
P02751	Q07955
O75533	P02751
P02751	Q01105
A6NHR9	P02751
P02751	Q14166
P02751	Q9Y6E2
P02751	Q14376
O75694	P02751
O14979	P02751
P02751	P59998
P02751	Q00059
P02751	P26583
P02751	Q04837
P02751	P53618
E9PAV3	P02751
P02751	Q13765
P02751	P21281
O43175	P02751
P02751	P27816
P02751	Q9UHX1
P02751	Q04828
P02751	P07947
P02751	P11171
P02751	Q16643
A0FGR8	P02751
P02751	P11177
P02751	P62854
P02751	P53992
P02751	P61981
P02751	Q9P258
P02751	Q13185
P02751	Q9BUF5
P02751	P62491
O60841	P02751
P02751	Q15286
P02751	P05455
P02751	P55795
P02751	P15311
P02751	Q53GS9
P02751	Q96FS4
P02751	Q5VYK3
P02751	Q9Y2Q9
P02751	P12004
P02751	Q12874
P02751	P62318
P02751	Q15019
P02751	Q96QV6
P02751	P14618
P02751	Q04917
P02751	P12268
P02751	Q14533
P02751	Q86VP6
P02751	Q9Y224
P02751	P68400
P02751	Q00013
P02751	Q71UI9
P02751	P61158
P02751	Q96AG4
P02751	Q9BR76
P02751	Q14761
P02751	P49720
P02751	P55010
P02751	P11717
P02751	P84103
P02751	Q13547
P02751	P27348
P02751	Q9NSY1
P02751	Q12931
P02751	P61026
P02751	Q96PU8
P02751	Q15084
P02751	P06753
P02751	Q9UKD2
P19320	P67775
P19320	P49736
P19320	P61224
P04075	P19320
P06899	P19320
P19320	P62917
P06733	P19320
P19320	P52292
P05976	P19320
P19320	Q8WXE9
P05783	P19320
P19320	P46940
P19320	Q9UPN3
O00410	P19320
O75369	P19320
P19320	P50552
P19320	P52597
P19320	P26639
P18206	P19320
P19320	Q92688
P19320	P30153
P19320	P35579
P19320	Q9NSD9
O14980	P19320
P19320	P25705
P06576	P19320
P19320	Q9BSJ8
P19320	P19338
P02751	P67775
P02751	P49736
P02751	P61224
P02751	P04075
P02751	P06899
P02751	P62917
P02751	P06733
P02751	P52292
P02751	P05976
P02751	Q8WXE9
P02751	P05783
P02751	P46940
P02751	Q9UPN3
O00410	P02751
O75369	P02751
P02751	P50552
P02751	P52597
P02751	P26639
P02751	P18206
P02751	Q92688
P02751	P30153
P02751	P35579
P02751	Q9NSD9
O14980	P02751
P02751	P25705
P02751	P06576
P02751	Q9BSJ8
P02751	P19338
P02751	Q8N163
P02751	P67809
P02751	Q99714
P02751	Q15181
P02751	P43243
P02751	P62750
P02751	Q9UQ80
P02751	P11021
P02751	P22102
P02751	P61081
P02751	P09211
P02751	P18124
P02751	Q15029
P02751	Q15637
P00338	P02751
P02751	P35908
O60610	P02751
P02751	P04083
O60506	P02751
P02751	Q13242
P02751	P13639
P02751	P62136
P02751	P62258
P02751	P13010
P02751	Q7KZF4
P02751	P61978
P02751	Q92499
P02751	P78371
P02751	P30041
P02751	P63104
P02751	Q15785
P02751	P43487
P02751	P35637
P02751	P50991
P02751	P12956
P02751	Q8WU79
P02751	P68371
P02751	P24666
P02751	P62277
P02751	P08865
P02751	P37802
P02751	P51991
P02751	P17987
P02751	P50990
P02751	P60228
P02751	P08670
P02751	P04406
P02751	P31943
P02751	P46781
P02751	Q13148
P02751	Q00839
O00299	P02751
O95865	P02751
P02751	P68363
P02751	P05787
P02751	P10809
P02751	P42356
P02751	Q14160
P02751	P20618
P02751	Q9Y230
O00231	P02751
P02751	P42566
P02751	P46776
P02751	P28066
P02751	P31483
O15145	P02751
P02751	P55884
P02751	P55196
P02751	Q9ULV4
P02751	P62851
O75489	P02751
P02751	Q9UKM9
P02751	P35580
P02751	P61225
O43143	P02751
P02751	P30048
P02751	P31946
P02751	P42766
P02751	P12829
P02751	P13645
P02751	Q9BZE4
P02751	P49915
P02751	Q8NDX9
P02751	P67870
O76003	P02751
P02751	Q9BUL8
P02751	P52907
P02751	P26196
P02751	P46778
P02751	P07195
P02751	P60660
P02751	P26038
P02751	P62847
P02751	Q9HB71
P02751	Q8N684
P02751	P24534
P02751	P54920
P02751	P62906
P02751	Q9Y3B4
P02751	Q9Y5A9
P02751	Q86V81
P02751	P30626
P02751	P62081
P02751	P07355
P02751	Q15691
P02751	P08708
P02751	Q16658
P02751	P16401
P02751	P40926
P02751	P25205
P02751	Q15942
P02751	Q96CW1
P02751	P06748
P02751	Q86UX7
P02751	P63010
P02751	P47756
P02751	Q07020
P02751	P50914
P02751	P46777
P02751	Q14204
P02751	P15880
P02751	P62249
P02751	P0DMV9
P02751	P0DMV8
P02751	Q12905
P02751	P83731
O14818	P02751
P02751	P61247
P02751	Q92616
P02751	P07737
P02751	P62829
P02751	P05388
P02751	P49411
P02751	P62280
P02751	P49368
P02751	Q06830
P02751	Q9P0L0
P02751	P36578
P02751	P60842
P02751	P02786
P02751	P48643
O43707	P02751
P02751	Q13492
P02751	Q14974
P02751	P04264
P02751	P23528
P02751	Q9HAV4
P02751	P40227
P02751	P29692
P02751	P11388
P02751	P38159
P02751	Q99832
P02751	P07900
P02751	P46783
P02751	Q00610
P02751	Q15717
P02751	P30050
O60814	P02751
P02751	P35232
P02751	P27105
O95782	P02751
P02751	Q14315
P02751	P21333
P19320	P61081
P09211	P19320
P18124	P19320
P19320	Q15029
P19320	Q15637
P00338	P19320
P19320	P35908
O60610	P19320
P04083	P19320
O60506	P19320
P19320	Q13242
P13639	P19320
P19320	P62136
P19320	P62258
P13010	P19320
P19320	Q7KZF4
P19320	P61978
P19320	Q92499
P19320	P78371
P19320	P30041
P19320	P63104
P19320	Q15785
P19320	P43487
P19320	P35637
P19320	P50991
P12956	P19320
P19320	Q8WU79
P19320	P68371
P19320	P24666
P19320	P62277
P08865	P19320
P19320	P37802
P19320	P51991
P17987	P19320
P19320	P50990
P19320	P60228
P08670	P19320
P04406	P19320
P19320	P31943
P19320	P46781
P19320	Q13148
P19320	Q00839
O00299	P19320
O95865	P19320
P19320	P68363
P05787	P19320
P10809	P19320
P19320	P42356
P19320	Q14160
P19320	P20618
P19320	Q9Y230
O00231	P19320
P19320	P42566
P19320	P46776
P19320	P28066
P19320	P31483
