O75144	Q5TFQ8
O00560	Q9NZN5
Q05397	Q93045
Q05397	Q9UPM6
P49815	Q14449
O60543	Q96P71
P00533	Q99728
Q5ZPR3	Q9Y6M1
P48167	Q14184
P04233	Q7Z6A9
P36894	Q8WU20
Q9P0U3	Q9Y2K6
A5PKW4	Q8WWN8
P01023	Q9NP99
P37023	Q9UHF1
Q96RR4	Q9H2X6
P31751	Q9HAZ1
P07333	P29376
P07333	Q16288
P07333	Q5JZY3
P49675	Q16849
P29466	Q658P3
P02745	Q92692
Q14289	Q9NYB9
P23919	P30085
Q92563	Q9UQ16
P08709	P55290
P06213	P53671
P06241	P53671
P49796	P63092
P48740	P83110
P49796	Q14344
P04629	Q15569
P54764	Q15569
P22455	Q96S53
O14640	Q9NZ52
P31749	Q9UIA0
Q16878	Q9BV57
Q14790	Q8IUH4
Q8IWV2	Q8TER0
P24821	Q14563
P26842	Q9UH65
P35453	Q9Y6Q9
O15520	P43146
P51798	Q9H3U5
P49802	Q2M5E4
P10747	P20160
P50591	Q13201
O95976	Q8N149
Q8NET5	Q8NHL6
Q15131	Q99640
Q8N5V2	Q96P48
P10721	Q9NWZ3
Q7Z628	Q9UKW4
Q14088	Q9HB21
Q96A58	Q9HB21
Q9HB21	Q9ULW5
P41743	Q9NZM1
O95999	P57075
Q06413	Q92731
P37275	Q92949
P00734	P08581
P22607	Q8WU20
Q13322	Q9NSA1
O15211	Q92888
P00746	P07360
O60939	O94856
P04201	P24530
P21860	P29320
P35367	P35462
P08581	P35590
O95665	P43119
P56559	P61020
P11215	P78509
P51149	P84077
P46734	Q13177
P09619	Q5JZY3
O95665	Q8NDV2
P41145	Q969F8
Q8TBJ5	Q9Y4C0
Q86YS6	Q9Y689
P22309	P54855
A1YPR0	O14543
O75493	P00915
Q15375	Q6SPF0
Q15848	Q6UW01
P43405	Q7Z4S9
Q86W92	Q8N8V4
Q68DC2	Q8WXE0
Q6ZW76	Q8WXE0
Q6UW01	Q9BXJ2
Q6UW01	Q9BXJ4
Q86W92	Q9P1V8
O43699	P13688
O60487	Q86YT9
Q86YT9	Q9P1W8
Q6UWE0	Q86YT6
P08123	Q99217
O60902	P31269
O95076	P31269
O60902	P31274
P28356	P31275
P31274	P78424
P31274	Q05925
P14653	Q14549
P17482	Q14549
P07766	Q14896
P31269	Q5XKR4
P17482	Q92988
P28069	Q96IS3
Q9BZ76	Q9UHC6
P63096	Q12829
P02776	Q13118
Q05923	Q8WTR2
Q96IF1	Q9BX66
O14827	P0C0E4
O95716	Q5JS13
Q13905	Q6T310
O95755	Q86X27
P20336	Q86X27
P20337	Q86X27
P20160	Q8N8U9
Q86X27	Q96AX2
Q13905	Q96L33
Q86X27	Q9HBH0
Q13637	Q9NYI0
P36896	Q9UKE5
P46527	Q04759
P11234	Q86YR7
P01215	Q16595
P08246	P09341
O94921	P42773
P09619	Q96RU8
P16234	Q96RU8
Q9NTX7	Q9NYB9
P17252	P22612
O00762	P62877
P24821	Q5T7P8
O60229	Q7L591
O75962	Q7L591
P31749	Q96P48
Q8N5I3	Q9BQ13
Q3KR16	Q9BQI7
Q01151	Q9BY67
O14492	Q9ULL1
P31749	Q9Y5P4
Q14807	Q9Y496
P37023	P60484
P19525	P78396
P31751	Q92879
P26045	Q9UPQ4
P16234	P48742
O43278	O60235
O43278	P03952
P37275	Q06587
O15195	P31431
P36402	Q9HCS4
Q96CX2	Q96RP8
Q09472	Q9NZI2
P08567	P29965
O75764	P52435
O95453	Q9BRP8
P31751	Q9UQB8
P40818	Q14694
Q99715	Q9BY67
P12755	Q9UPW6
O60504	P57075
P45985	Q06187
Q13501	Q15819
Q8IW93	Q8NFA2
P08567	Q8TEW6
O15357	Q9Y566
O96018	Q9NYQ6
P06493	Q14012
P12018	Q96BF3
Q8TBB1	Q96JY6
P12018	Q9BRK3
O43353	P31151
P11473	Q12791
O60880	P00751
Q6ZWE6	Q9UHD9
Q14596	Q9UBN7
O60784	P54725
P42336	P42679
Q8N7F7	Q9UK80
Q9UHD9	Q9UK80
O95243	P46934
Q16690	Q93096
Q9H0Z9	Q9UPN3
Q14847	Q9BVN2
Q14203	Q15700
P51671	Q5JSP0
O43752	O75146
O75461	P20264
O60260	P25024
O75461	P31268
P06241	P63241
Q01453	Q15011
Q13402	Q9BYG5
P42226	Q01151
Q6PCB0	Q6UWV2
Q14155	Q8N4T4
P35548	Q9Y2T1
P15692	P36897
P78411	Q15835
P03952	Q6UXL0
P36894	Q99811
P16871	P41159
P36896	P55290
Q9H254	Q9P032
O76050	Q9P1Y5
Q8TEA7	Q92609
Q8TEA7	Q9BXI6
P01112	P01732
P01116	P01732
P15498	P60520
P62873	P63000
P62491	Q6ZV73
O14544	Q92835
Q12791	Q96RP8
Q16514	Q9BYW2
O15273	Q9H2X0
P62745	Q9Y6D5
P84095	Q9Y6D5
O95235	P68366
P10911	Q9H4E5
Q8N2Y8	Q92882
P62491	Q9H7X7
P04264	P51679
P10451	P11684
Q8TBX8	Q96PC2
P01116	P49798
P57735	Q70Z35
Q6IA17	Q8NEV9
P08908	P32245
P31249	P36897
P12643	P51532
P11831	P78317
O15357	Q09472
P02760	Q5ZPR3
P02746	Q6UWB1
P00736	Q96EP0
P10600	Q99466
Q9GZZ7	Q9H2X0
O15020	O43559
O75689	P59190
A0PJE2	O14756
Q06136	Q16698
A0PJE2	Q6IAN0
P14061	Q6UWP2
Q13268	Q8NEX9
P37058	Q96LJ7
P51659	Q96LJ7
P80365	Q96LJ7
Q7Z5J1	Q9BPX1
Q96LJ7	Q9BY49
Q53GQ0	Q9HBH5
P56937	Q9NUI1
A0PJE2	Q9Y394
Q13268	Q9Y394
P59190	Q9H0Q0
P46939	P50281
P49815	Q13480
Q99584	Q9UBG3
Q14088	Q70Z35
Q5HYI8	Q8N4T4
Q96EP0	Q99942
Q6UW15	Q9BYZ8
Q15370	Q9P203
O14543	P02452
P21817	Q9P1Y5
Q92973	Q96A65
Q15366	Q9UNW9
Q8IWZ3	Q9UNW9
Q5JXB2	Q9Y6U7
P49802	Q9NS28
P49639	Q9UBR4
P42684	Q99683
O95622	P43220
O00444	Q8N693
P14780	Q14790
P04179	P19878
P04201	Q9UGF7
P04201	Q9Y5P0
O00213	Q7Z6G8
O95741	Q7L8C5
O95376	Q9UKV5
O95976	P02745
P13747	Q9Y279
P20337	Q9NR81
P31268	Q15742
P31270	Q15742
O75116	P62826
O60282	Q2KJY2
P33176	Q2KJY2
O00139	Q9NQT8
O43353	Q09472
Q15633	Q96GD3
Q68CZ1	Q96M96
Q09472	Q5XKR4
P20908	Q96QB1
Q13480	Q96QB1
Q5VV41	Q96QB1
P35713	Q9NQB0
Q9H6I2	Q9NQB0
O43364	Q9UJU2
O76064	Q9UBF6
P15374	Q6EEV6
Q2WGJ6	Q8WXH5
A0A0A6YYK7	Q9BRK3
O60229	P20916
P09038	Q16270
O95971	Q9HB29
O75144	Q9NPF7
Q9NPF7	Q9Y279
P14416	Q9Y2T6
Q12851	Q9Y2U5
Q12965	Q9BYC5
P53350	Q9BZF9
P17252	P43146
O15072	Q92876
P51812	Q9UHY1
A1IGU5	Q6ZV73
Q5JSP0	Q9NR80
Q70Z35	Q9NR80
O76003	P30044
O75398	Q6A555
O43819	Q8IXB1
O95881	Q96JJ7
Q9H299	Q9H3N1
P19099	Q9NR63
Q92692	Q9Y286
P63165	Q96FJ0
Q96FJ0	Q96S82
P42680	P53667
Q13554	Q15831
P45985	Q6PHR2
Q8IVW1	Q92538
P21802	Q96L34
Q96L34	Q96Q40
Q7KZI7	Q9BUB5
Q16659	Q9BXA6
P06239	Q9C098
P53667	Q9C098
Q9BXA6	Q9C098
P06493	Q9NSY1
P51817	Q9P0L2
O95631	Q04759
P01133	Q9UKE5
Q7Z4P5	Q93062
Q6T310	Q8N9B8
Q15437	Q9NP90
Q96JH8	Q9UDY2
O43566	P56945
O75592	O75592
P00167	P00167
P01601	P01601
P11233	P11233
P08758	Q5VT79
Q7Z6B7	Q7Z6B7
Q96BR1	Q96BR1
Q9NSB8	Q9NSB8
Q9UNW9	Q9UNW9
P51148	Q15436
Q15436	Q9UL26
P07948	P20794
O43739	P26038
P16234	P32298
P52333	P53671
P06241	Q13705
P29376	Q15569
P10721	Q8IV63
Q8IZL9	Q96L34
P07949	Q96PY6
Q15569	Q96RR4
P29322	Q99570
P21802	Q9H4A3
P29322	Q9P0L2
Q15633	Q9H9Z2
P27037	Q02790
P03956	P50454
P07203	Q96F15
P26358	Q96LA8
P45379	Q9H0B6
Q99865	Q9BXT8
Q9NYQ6	Q9UPN3
A6NDE4	P62995
P0C7P1	P62995
P0DJD4	P62995
O95999	P22301
P05231	P51617
O43150	P98174
P35913	Q01064
P23469	Q12923
P57059	Q14004
O14492	Q5VST9
Q3KR16	Q7L591
Q7L591	Q7Z6J4
Q16760	Q86WG5
P15498	Q8WZ64
Q719H9	Q9BQ31
Q07889	Q9BQI7
Q15811	Q9BQI7
Q8N4T4	Q9BQI7
Q92974	Q9BQI7
Q8TDN1	Q9NXV2
O15105	O95319
O95936	P06729
P28070	Q16763
O00478	P06731
P46379	Q5TCZ1
Q5T5U3	Q76G19
P10398	Q8TEJ3
Q12923	Q8TF64
Q5T5U3	Q8WWW8
Q5TFQ8	Q96IQ7
Q8NI35	Q9C0E4
Q5SYB0	Q9H5P4
P07947	Q9UHD9
Q7Z6B7	Q96PC5
P22105	Q8N6P7
Q8N6P7	Q99715
P23468	Q9UQP3
O60663	P06213
O15178	Q13207
P15498	Q13625
P31371	Q15772
Q53EP0	Q9Y6N7
P23560	Q02410
Q12891	Q9BWS9
P19878	P22749
O14965	Q9NQ94
P24071	P31785
Q06418	Q99665
O00213	Q16650
O15075	Q8IWV2
Q8N5V2	Q9H492
P12830	Q9UN67
P12830	Q9Y5E5
O75962	P27361
O43283	P37173
P22612	Q9UKE5
Q02156	Q9Y6R4
Q8IX30	Q9Y478
O00294	O14640
O76099	P58181
Q15615	Q7Z3T1
P00734	P16591
O43283	Q8IVH8
O75197	Q9HCM4
O95343	P35222
Q92783	Q9HAU5
P11465	P17948
P13765	P29016
P25021	P34998
P06340	Q8TD07
P13762	Q8TD07
P62070	Q9UKW4
A1L4K1	Q7Z4K8
A1L4K1	Q8IWV2
Q05707	Q8ND94
P07550	P37288
P02452	P61812
P35222	Q9H161
Q9BZM5	Q9HBE5
P04233	P27987
P61812	Q16665
Q13253	Q9H9S0
P61106	Q7L804
P37173	Q07954
P50570	Q99719
O94806	Q16512
O96017	Q04759
P00734	P45452
O15075	P11362
Q8N2S1	Q9P2D1
O00212	P62745
P62937	Q8IXY8
Q8NBQ5	Q9H2F3
P01042	P07358
O15519	Q03014
Q13207	Q5ZPR3
O75159	Q8IWV2
P32004	Q9NZN1
Q9NP31	Q9Y4D7
P10911	Q16623
O60260	Q6UXZ4
Q14155	Q86YM7
O96018	Q8TER5
P43304	P52429
O95747	Q13216
P00734	Q86WK6
P27361	Q8IV61
P14921	Q99728
P25490	Q9BRP0
P02751	Q9HBI0
P17655	Q9NQB0
P15918	Q9NS91
Q9BRP0	Q9UJQ4
P51798	Q04671
O15075	P16949
P61106	P62491
P04792	Q13118
P51159	Q86UX7
O15394	Q9P218
Q8TER0	Q9P218
O43930	Q8N5S9
P09871	P25942
A2RU54	O00716
O00716	O43365
O60667	P19838
P31271	Q01094
O15350	Q13158
P14921	Q14209
P62253	Q6PCD5
O15075	Q9NRC6
P60953	Q9NS23
P15153	Q9UNF0
O00468	O95631
P41161	Q15262
O75460	P16234
P21359	P63092
P21359	Q5JWF2
Q68CQ7	Q9H1C3
P07996	P48551
O14543	P98082
Q3MII6	Q9BXI6
Q13370	Q13635
P19087	P25098
O95935	Q92859
P17405	Q86VZ5
Q13177	Q9BPW5
P48023	Q8NBP7
O15344	P02511
Q15811	Q92673
P32241	Q8NB66
P02549	Q7Z460
O95936	Q99607
Q92519	Q9NRH2
P08887	Q9BZZ2
P37275	P48436
O15350	Q12933
P10644	Q9H6I2
P15151	Q9HC16
Q9UKA1	Q9UKT5
Q12756	Q9H0Q0
Q15059	Q9NR48
P36888	Q15835
P41970	Q02548
P20809	P21675
Q92783	Q92968
O95758	Q96J87
O60911	Q9Y4P1
P52735	Q15080
Q06323	Q15911
Q13489	Q9Y478
O15169	O60522
P40189	Q01151
O15169	Q05516
P13611	Q6WRI0
P01024	Q9NQ38
O00220	Q9NX02
O95136	Q9UBY5
O60667	Q9UQR1
O15042	Q9BZC1
O14641	Q9Y2H9
Q92997	Q9Y2H9
O60749	P17081
Q15569	Q6P0Q8
O00401	Q96M96
O94769	P24821
P08912	P25021
P00742	Q14005
P12644	Q96I82
Q99788	Q9P296
O60229	Q07889
Q8N4C8	Q9C0K7
P61225	Q16512
O15514	O75764
O00175	Q9NZ72
O43683	Q9HC98
O75832	P06493
P10721	Q15831
P05067	P42566
P03950	Q8WZ42
Q5R372	Q9BYX2
P27037	Q9BZC1
P51159	Q9NZM1
O95456	Q9P032
O75558	P21757
P18085	P52566
O95140	P63010
P52435	Q13242
P24534	Q96L21
Q05655	Q9Y219
O14640	Q9Y2D4
P32245	P49418
Q9UHC6	Q9UMF0
P04049	P21709
P00519	P35590
Q04864	Q12968
O15169	Q6ZUT3
O76093	Q92913
P20719	Q969G2
Q15434	Q9BQ04
Q12959	Q9Y2H9
P13236	Q96J02
P43146	Q14184
O43586	Q15052
P16885	Q8IVI9
P19174	Q99469
P00749	Q9NY15
O60499	Q9Y6A5
O14936	Q9Y6Q9
O75962	O96017
O95166	P01112
P0DMS8	P34972
P0DMS9	P34972
P29323	P36888
P08134	Q03113
P61081	Q2KHN1
O00212	Q96D21
Q00535	Q96GD4
Q8TAI7	Q9NS23
Q92730	Q9NS23
P98174	Q9Y4H2
O00267	P13500
P02511	P16949
P14635	Q16288
P55290	Q99650
Q13402	Q9UKN7
Q8IV16	Q8NBP7
O00255	Q9H2M9
O15085	P52564
O60861	Q13796
O43602	Q96HC4
P61225	Q03113
P62834	Q03113
P19256	Q8N126
Q9H0F7	Q9NP72
P61106	Q9NVJ2
Q9H0F7	Q9UL26
P61106	Q9ULW5
Q8WZ42	Q9UKW4
P51955	P57059
Q68EM7	Q6ZW31
Q13588	Q99961
Q12829	Q9H628
O60315	Q9Y2T1
O75962	P42336
P00747	Q08629
P08519	Q6PEW0
P12814	Q8TD84
Q02410	Q9UHC6
P05362	Q92729
O43508	P02745
O75116	P07949
O14936	P16234
P43250	P49840
P43250	P49841
P37023	Q06187
P29322	Q15139
P49760	Q15831
P07333	Q16584
P54760	Q16584
P49840	Q6DT37
P49841	Q6DT37
P20794	Q86SG6
O15350	Q8ND30
P68400	Q8NE63
Q00532	Q8TD08
P06239	Q96RR4
O95249	Q9NZ52
P28482	Q9P0L2
Q9BWU1	Q9P0L2
Q9NYL2	Q9P246
P53667	Q9UKE5
P18505	Q9UN88
P48023	Q9UNG2
P06241	Q9Y243
P07949	Q9Y3S1
P49840	Q9Y5S2
P01911	Q9NNX6
P41743	P50570
O60880	Q9Y5X1
O00591	P17787
P23415	Q15822
P31749	Q8WTQ7
Q96QS6	Q9UQ07
Q13043	Q9Y2H1
O96013	P0C0E4
O96013	P51159
O96013	Q9ULC3
P20309	P25103
O00444	P62330
O43294	Q9UNH7
O15259	P19022
P51159	P56377
Q14511	Q9NSE2
P04439	Q9UKJ1
P02751	Q96QB1
Q13158	Q9H7P9
O95206	Q9Y219
P08246	Q8IXA5
O60259	Q8NFT8
P49815	Q13616
P06756	Q9Y4H2
O75881	P15538
P30086	P38405
P03952	Q86WA8
Q15375	Q9NYL2
Q7Z4W1	Q8N4T8
P24941	Q15286
P27361	Q96E17
P07358	P33681
P50281	Q14112
P06729	Q29980
P06729	Q29983
Q02556	Q9NY15
Q15262	Q9Y219
O95998	P01584
P13236	P42830
O60928	P78508
P04216	Q9BY67
P63252	Q9UNX9
A5PKW4	O60260
O95294	Q13387
Q8WXI2	Q9NR81
O60285	Q9UEW8
Q9NRW1	Q9Y3E7
O95271	P06493
Q676U5	Q969Q5
P06493	Q9H2K2
O15105	P08069
O15105	Q05397
O15105	Q14289
P08069	Q9BST9
P78509	Q9UHC6
P82251	Q01959
P26885	Q99614
O00180	O43526
O94806	P37173
O43526	Q12791
Q06787	Q9BZB8
O94813	P12931
P19838	Q12770
P11831	Q12946
Q9BZM3	Q9Y6N7
O14653	O60499
Q13838	Q92499
Q13188	Q9P286
Q15311	Q9Y3L5
Q147U7	Q16363
Q13332	Q8N9C0
Q8TC99	Q92752
A1L4K1	Q99665
A1L4K1	Q9BWV1
Q8ND94	Q9BWV1
Q05513	Q6IQ55
P01024	P09326
A6NMZ7	P20702
A8TX70	P20702
P12111	Q8NFW1
Q15746	Q96L96
O15522	Q9BZM3
O43316	Q9UKI9
P05198	P31483
P01116	Q70Z35
P05198	Q9Y6M1
P00747	Q02447
O00221	P21333
Q9UHR4	Q9UQ16
P11831	P17081
O14641	P50222
P14598	P37108
O14594	P17252
P07996	P11362
Q08431	Q14982
Q14289	Q9UNH7
Q02224	Q12840
P43034	Q9BQA1
O15072	P19022
O14786	P35555
P29279	P46939
P20336	P63104
P16109	Q01974
O95965	Q14112
P04637	Q86XJ1
P01137	Q8WZ75
O43739	P56559
O95835	Q13470
Q04771	Q13546
P31749	Q16832
P17081	Q3MIN7
P84095	Q3MIN7
P61586	Q5JS13
P01116	Q5VWQ8
O15530	Q7Z7A4
P12544	Q86T26
Q13637	Q86YV0
Q14088	Q8IV61
Q5HYI8	Q8IV61
O95398	Q8WXH6
P20160	Q92569
P53355	Q92630
Q5VST9	Q92730
O14827	Q969Q4
O14827	Q969Q5
Q8IV61	Q99578
P00746	Q9BQR3
P00749	Q9BQR3
O14827	Q9BW83
Q8IV61	Q9BW83
Q8IV61	Q9H082
Q9HBH0	Q9NZL6
Q9H1R3	Q9UKE5
Q5VWQ8	Q9Y3L5
O95665	P25105
O43603	P32247
P21728	P51679
P08588	Q99705
P42229	Q9NQ25
O00499	Q02779
P07550	P21462
P18089	P32247
P02747	Q6UWB1
Q7Z419	Q9HCE7
P31751	Q13177
P63092	Q14344
P16144	Q9UQ52
P62834	Q16512
P01579	P19022
P55283	Q92752
O60566	P22694
P01111	P17252
P11488	P31751
P34947	P50148
P15813	Q04206
P12644	Q15911
O75553	Q9UPM6
P08833	Q09472
P20160	Q16760
Q7Z7A4	Q8IWQ3
Q7Z7A4	Q8TDC3
Q7Z7A4	Q96S38
O15075	P51965
Q15436	Q9H0F7
P13611	Q86WK6
P15882	Q9NYF5
P15882	Q9P2F6
Q12979	Q9UNA1
Q99614	Q9UNE7
P19087	P20336
P05112	P49771
P54753	Q04912
P60763	Q13017
Q13501	Q16763
Q6DN90	Q6IQ22
P49703	Q6ZV73
O43739	Q86X27
Q06187	Q92630
Q7Z628	Q92730
Q5JSP0	Q969Q5
Q6ZV73	Q96DA2
O43182	Q96HU8
Q5JS13	Q99418
Q86X27	Q99418
P22607	Q99683
Q92772	Q9BXA6
O60890	Q9HBH0
P20339	Q9UIA0
Q13636	Q9UIA0
O60469	P25490
P11277	Q9BYV2
Q14982	Q9UJ99
P06858	Q5KSL6
Q8WW22	Q9NYL4
Q05655	Q8WY64
O95835	Q8IU85
O14733	Q9P289
O14733	Q9Y6E0
P16871	Q14623
P55040	Q9NVJ2
O60229	Q86YT6
O15105	Q08722
P20908	Q02447
P28358	Q13418
Q6PCD5	Q9UBC3
P17022	P17024
P17029	Q6ZSS3
Q53GI3	Q8N988
P15336	Q8NDW4
P10072	Q9BUG6
P52737	Q9BUG6
Q02386	Q9BUG6
Q6ZS27	Q9BUG6
Q969W8	Q9BUG6
Q9BUG6	Q9NV72
Q9BUG6	Q9NXT0
Q6P2D0	Q9UKT9
P00746	Q495A1
O00560	Q53GG5
P00736	P81534
P02790	P07358
O95096	P11362
P55055	Q8TAU0
Q96HF1	Q99801
Q52WX2	Q8WZ42
P02708	Q16445
O60610	P61020
Q13043	Q8ND76
Q86US8	Q9H9G7
P08887	P43626
P13591	Q9Y6N8
P03973	P08217
P03973	P08311
P03973	Q9BQR3
P03973	Q9NRR2
P03973	Q9UBX7
P37275	P54762
P21757	Q07954
P35222	Q15911
Q9NRC6	Q9P1U1
P00748	Q16595
Q04759	Q9BUP0
P61158	Q9H981
Q13418	Q14774
O14756	O75911
O75911	P14061
P62826	Q8IXI2
O14756	Q8IZV5
P08134	Q92737
P40616	Q92737
P62330	Q96S79
P21579	Q02750
Q6ZMW2	Q8WTR7
Q6ZMW2	Q9BS34
Q8WTR7	Q9BS34
O94983	Q96P47
O43295	O75962
O75044	P16885
O15259	Q15052
Q86WV1	Q8N5V2
O43639	Q99961
Q9NZM3	Q9P2A4
Q7Z6B7	Q9UQB8
O94769	P17301
P01730	P36888
P20809	P42701
P04899	Q15019
P46109	Q9H2K8
Q14116	Q9P1W8
O75581	P08047
O00305	Q96B97
O14931	P01764
P01732	P04433
P01594	P35225
P06312	P35225
O75015	P79483
P08637	P79483
P04433	Q01151
O43374	Q05655
P14598	Q12965
O75015	Q30154
P08637	Q30154
P04433	Q8NET5
P55075	Q8WZ42
O14757	Q96LW2
P04433	Q9NZC2
P01701	Q9NZQ7
P29074	P61086
Q07666	Q93062
P42768	Q9H0N0
O15075	P22694
P27448	Q16513
P50570	Q96AX2
O76039	Q96QS6
O15075	Q96RR4
O14640	P49023
Q9H7X7	Q9NRW1
P35251	Q92889
P23560	Q9Y639
P28482	Q7RTN6
O75628	Q86VW2
P03952	P49810
P04080	P54764
P43694	P78423
P16885	P37173
P08588	P21462
P21462	P21728
P21462	P32245
P10586	Q9Y639
O75914	P31323
P31323	P35626
P59190	Q16623
O00468	Q9HB63
P31323	Q9NQU5
O43819	O95881
P10599	P35754
Q06830	Q8IXB1
P06340	P29017
O43707	Q13586
P01909	Q95460
Q92833	Q9NQX1
P06734	P81534
P06850	P49019
O00175	Q96Q42
P61956	Q13163
Q14576	Q8IUH3
O00308	Q9P2P5
P11233	P51805
P08069	Q9HC98
Q06187	Q6ZMT1
P52298	Q7Z5Q1
Q15080	Q8N2Y8
P55345	Q8TE67
O15034	Q99962
P98171	Q9BVN2
P55345	Q9H6S3
Q8TAU0	Q9UBD9
O43508	P01374
P15498	P19086
P11230	P31644
O15020	P98082
P49418	Q15011
Q8N5V2	Q8TDY4
Q9H0F7	Q9ULC3
Q969H4	Q9Y4H2
Q92888	Q96AC1
Q969H4	Q96M96
O00180	Q9HB14
P11488	Q9NRY4
P98174	Q9Y6R0
Q99665	Q9UQ52
O95936	P10966
O75553	P78423
P00749	Q15654
Q14839	Q99733
Q13769	Q9UNN5
A4D2G3	A6NDL8
A4D2G3	A6NIJ9
A6NDL8	A6NIJ9
A4D2G3	A6NKK0
A4D2G3	A6NND4
A6NDL8	A6NND4
A4D2G3	O76099
A4D2G3	O76100
A6NDL8	O76100
A6NND4	O76100
A4D2G3	P0C7N1
A6NDL8	P0C7N1
A6NIJ9	P0C7N1
A6NND4	P0C7N1
O76099	P0C7N1
O76100	P0C7N1
A6NET4	P30954
O95221	P30954
A4D2G3	P47893
A6ND48	P47893
A6NDL8	P47893
A6NF89	P47893
A6NIJ9	P47893
A6NMS3	P47893
A6NND4	P47893
P0C7N1	P47893
A4D2G3	P58170
P0C7N1	P58170
P47893	P58170
A6NDL8	P58181
A6NND4	P58181
P58170	P58181
A6NND4	Q15615
A4D2G3	Q15617
P0C7N1	Q15617
P30954	Q6IEY1
A4D2G3	Q6IFN5
A6NDL8	Q6IFN5
P0C7N1	Q6IFN5
P47893	Q8N127
A6ND48	Q8N148
A6NDL8	Q8N148
A6NF89	Q8N148
A6NIJ9	Q8N148
A6NMS3	Q8N148
A6NND4	Q8N148
O76100	Q8N148
O95007	Q8N148
P30954	Q8N148
P47881	Q8N148
P47888	Q8N148
P47893	Q8N148
P58170	Q8N148
Q15617	Q8N148
Q6IFN5	Q8N148
Q7Z3T1	Q8N148
Q8N127	Q8N148
A4D2G3	Q8N349
A6NDL8	Q8N349
A6NND4	Q8N349
P0C7N1	Q8N349
Q8N148	Q8N349
A4D2G3	Q8NG81
P0C7N1	Q8NG81
P47893	Q8NG81
Q8N148	Q8NG81
A6NDL8	Q8NG83
A6NIJ9	Q8NG83
A6NND4	Q8NG83
O76100	Q8NG83
P0C7N1	Q8NG83
P47893	Q8NG83
Q6IFN5	Q8NG83
Q8N349	Q8NG83
A4D2G3	Q8NG94
A6ND48	Q8NG94
A6NDL8	Q8NG94
A6NIJ9	Q8NG94
A6NKK0	Q8NG94
A6NND4	Q8NG94
O76099	Q8NG94
O76100	Q8NG94
P0C7N1	Q8NG94
P58181	Q8NG94
Q15615	Q8NG94
Q6IFN5	Q8NG94
Q8N148	Q8NG94
Q8N349	Q8NG94
Q8NG83	Q8NG94
A4D2G3	Q8NG98
A6ND48	Q8NG98
A6NDL8	Q8NG98
A6NIJ9	Q8NG98
A6NKK0	Q8NG98
A6NND4	Q8NG98
O76100	Q8NG98
P0C7N1	Q8NG98
P47893	Q8NG98
P58170	Q8NG98
P58181	Q8NG98
Q15615	Q8NG98
Q6IFN5	Q8NG98
Q8N148	Q8NG98
Q8N349	Q8NG98
Q8NG83	Q8NG98
Q8NG94	Q8NG98
A6NDL8	Q8NGA6
A6NND4	Q8NGA6
P47893	Q8NGA6
Q8NG94	Q8NGA6
Q8NG98	Q8NGA6
P47893	Q8NGA8
Q8N148	Q8NGA8
A4D2G3	Q8NGB6
A6ND48	Q8NGB6
A6NDL8	Q8NGB6
A6NIJ9	Q8NGB6
A6NND4	Q8NGB6
O76100	Q8NGB6
O95221	Q8NGB6
P0C7N1	Q8NGB6
P47881	Q8NGB6
P47893	Q8NGB6
P58170	Q8NGB6
P58181	Q8NGB6
Q15617	Q8NGB6
Q6IFN5	Q8NGB6
Q8N148	Q8NGB6
Q8N349	Q8NGB6
Q8NG83	Q8NGB6
Q8NG94	Q8NGB6
Q8NG98	Q8NGB6
Q8NGA6	Q8NGB6
A4D2G3	Q8NGC1
P0C7N1	Q8NGC1
P47893	Q8NGC1
Q8N148	Q8NGC1
Q8NGB6	Q8NGC4
A4D2G3	Q8NGC7
A6NDL8	Q8NGC7
A6NND4	Q8NGC7
P0C7N1	Q8NGC7
P58181	Q8NGC7
Q6IFN5	Q8NGC7
Q8NG83	Q8NGC7
Q8NG94	Q8NGC7
Q8NG98	Q8NGC7
Q8NGB6	Q8NGC7
Q15615	Q8NGC9
Q8N148	Q8NGC9
A6NDL8	Q8NGD1
A6NIJ9	Q8NGD1
A6NND4	Q8NGD1
O76100	Q8NGD1
P0C7N1	Q8NGD1
Q6IFN5	Q8NGD1
Q8N349	Q8NGD1
Q8NG94	Q8NGD1
Q8NG98	Q8NGD1
Q8NGB6	Q8NGD1
Q8NGC7	Q8NGD1
P30954	Q8NGD2
Q8NGB6	Q8NGD2
Q8NGC7	Q8NGD2
A4D2G3	Q8NGD4
A6NDL8	Q8NGD4
A6NF89	Q8NGD4
A6NMS3	Q8NGD4
A6NND4	Q8NGD4
O76099	Q8NGD4
O76100	Q8NGD4
O95007	Q8NGD4
P0C7N1	Q8NGD4
P47881	Q8NGD4
P47888	Q8NGD4
P58170	Q8NGD4
Q15617	Q8NGD4
Q6IFN5	Q8NGD4
Q7Z3T1	Q8NGD4
Q8IXE1	Q8NGD4
Q8N127	Q8NGD4
Q8N148	Q8NGD4
Q8N349	Q8NGD4
Q8NG81	Q8NGD4
Q8NG83	Q8NGD4
Q8NGA8	Q8NGD4
Q8NGB9	Q8NGD4
Q8NGC1	Q8NGD4
Q8NGD1	Q8NGD4
Q8NGD4	Q8NGD5
Q8NGB6	Q8NGE1
Q8NGD4	Q8NGE1
P47893	Q8NGE3
Q8N148	Q8NGE3
Q8NGD4	Q8NGE3
A6NDL8	Q8NGF4
