O96020	Q8IZT6
P55774	Q9P0V8
P58317	Q15059
P60228	P61244
P60568	Q92793
P61077	P62253
P61981	Q9BQA1
P0DP23	P62714
P0DP24	P62714
P0DP25	P62714
P0DP23	Q99731
P0DP24	Q99731
P0DP25	Q99731
P62195	Q6ZYL4
P62241	Q9UBK9
P62316	Q9NY12
P62491	Q9P2R7
P62826	Q15185
P63261	Q92598
P63267	Q14185
P67870	Q9UK53
P68400	Q15569
P78371	Q13546
P78371	Q16204
P78396	Q9HAW4
P78527	Q9NYL9
P78545	Q9UQ88
P78559	Q99784
P84085	Q9H0H5
P84103	Q15424
P98170	Q15831
P98170	Q53HL2
Q00536	Q15287
Q00653	Q13901
Q00653	Q9UGK3
Q00987	Q02880
Q01968	Q13671
Q02127	Q15784
Q02127	Q9Y3X0
Q03431	Q9Y2J2
Q04206	Q8N2S1
Q04725	Q5QP82
Q05086	Q96PM5
Q05193	Q14894
Q05193	Q7Z7J9
Q06547	Q96EK4
Q06830	Q9ULV4
Q07666	Q96AE4
Q07820	Q9Y6Q9
Q08881	Q8TEW6
Q12789	Q12905
Q12837	Q14258
Q12967	Q92565
Q12974	Q9Y371
Q13087	Q9UQ26
Q13315	Q96L34
Q13315	Q9NTI5
Q13322	Q86Y07
Q13367	Q9BT88
Q13422	Q5VTB9
Q13428	Q8N752
Q13451	Q9Y376
Q13464	Q13490
Q13490	Q92530
Q13535	Q15172
Q13547	Q9BPX3
Q13571	Q6P9H5
Q13573	Q13642
P0DPH7	Q7Z406
P0DPH8	Q7Z406
Q13976	Q86YM7
Q14004	Q99558
Q14186	Q92466
Q14192	Q14676
Q14204	Q9NYP9
Q14241	Q9GZT8
Q14493	Q9Y252
Q14554	Q969H8
Q14643	Q16611
Q14738	Q99689
Q14764	Q96KS0
Q14974	Q93008
Q14BN4	Q15173
Q14C86	Q6ICG6
Q15021	Q7L590
Q15041	Q9HAF1
Q15102	Q9Y266
Q15149	Q16512
Q15149	Q9UKW4
Q15233	Q96S59
Q15475	Q9H5Z6
Q15582	Q96RU7
Q15691	Q9UKY7
Q15761	Q16558
Q15796	Q92585
Q15796	Q9UBE8
Q15814	Q9BQ90
Q15831	Q9UGJ0
Q15907	Q9H0H5
Q16352	Q3SXP7
Q16352	Q9BVA1
Q16581	Q92608
Q16617	Q5TEJ8
Q16658	Q9Y2K2
Q16890	Q8TDY2
Q2VWA4	Q9UPN9
Q53HL2	Q99640
Q5H9S7	Q8WV16
Q5JWR5	Q8TF01
Q5PRF9	Q7Z460
Q5T4S7	Q9NSI6
Q5T5U3	Q9ULH1
Q5VTL8	Q9H4L5
Q6P3W7	Q8IUE6
Q6ZWJ1	Q9Y219
Q7L1V2	Q9NZ52
Q7Z460	Q96NE9
Q86X27	Q96JH8
Q8IUD2	Q8ND76
Q8IUE6	Q9H8S9
Q8IUH5	Q9BYW2
Q8IVT5	Q99683
Q8IWY9	Q8TAE8
Q8IY63	Q9NV92
Q8N0X7	Q96EI5
Q8N1N5	Q9UQ88
Q8N2S1	Q9NRD5
Q8N488	Q9ULJ6
Q8N6Y0	Q9H251
Q8ND90	Q9Y624
Q8NEM2	Q9NSP4
Q8NFT6	Q96AQ6
O00193	Q14498
O00213	P17028
O00220	Q8N488
O00231	O94972
Q8TCE9	Q9H3N8
Q8WU20	Q99683
Q8WWQ0	Q9NX09
Q8WXH5	Q96S21
Q92481	Q9Y3V2
Q92530	Q9Y2Y4
Q92544	Q9HD20
Q92575	Q9UKI8
Q92600	Q9Y2Z0
Q92831	Q96RI1
Q92837	Q9Y2T1
Q92841	Q9UBB5
Q93077	Q99878
O00311	Q9Y230
O00327	Q9UBT2
O00410	P35659
O00458	Q02880
Q96CX2	Q9P035
Q96H20	Q9BY43
Q96JN2	Q99784
Q96RL7	Q9H222
Q99569	Q9UMF0
Q99583	Q9NVW2
Q99615	Q9BZJ0
Q9BWX5	Q9Y463
Q9C0I1	Q9NYA4
O00515	O14493
O00571	P06400
Q9H0E3	Q9Y6J0
Q9H1I8	Q9Y2K7
Q9H1R2	Q9Y5X2
Q9H2G4	Q9Y624
Q9H3Z4	Q9NYL9
Q9H7U1	Q9NRX5
Q9NQP4	Q9Y4K3
Q9NZU7	Q9Y2J0
Q9UBS5	Q9UPY6
Q9UK53	Q9Y230
Q9Y232	Q9Y294
Q9Y2K5	Q9Y4B4
Q9Y2K7	Q9Y618
O14525	O60641
O14559	P56945
O14641	Q92831
O14646	O43143
O14647	O75376
O14686	P15884
O14745	P63000
O14757	P42685
O14777	P43686
O14782	Q92558
O14787	P61970
O14788	Q9UNG2
O14791	Q9UL19
O14818	P37802
O14901	P49407
O14908	Q5TCQ9
O14910	Q9P0N8
O14931	P18627
O14936	P15884
O14974	P23246
O14980	P48382
O15020	P07737
O15069	P09936
O15105	P54259
O15111	P53675
O15111	Q9BYM8
O15145	P35606
O15146	P21709
O15160	P36575
O15160	Q13616
O15303	P82251
O15350	P55199
O15350	Q99733
O15360	P10242
O15379	O60716
O15379	P31946
O15379	Q86X55
O15392	P50502
O15442	P78559
O15442	Q9BZJ0
O15455	P25445
O15530	P26038
O43150	Q06187
O43187	P42336
O43196	P38398
O43264	P51955
O43283	Q16543
O43301	O75578
O43312	P04637
O43318	P49768
O43353	Q92734
O43353	Q96EX3
O43390	P36873
O43439	P51531
O43521	P17275
O43521	P22736
O43529	Q15784
O43541	Q14315
O43592	P43243
O43597	Q9UQQ2
O43639	P26599
O43663	Q86XJ1
O43761	Q96BY2
O43795	P62258
O43815	Q12923
O43823	P38936
O43918	P35222
O60299	P61764
O60337	P60604
O60341	P15172
O60437	P15056
O60493	P56945
O60493	Q9ULV8
O60563	P28482
O60583	Q00577
O60716	P07585
O60869	Q13950
O60885	P49450
O60907	O75164
O60921	P35232
O60934	Q2M389
O75081	P51532
O75122	P98194
O75155	P50616
O75167	Q13087
O75190	P29374
O75190	P31689
O75319	Q8WU90
O75352	P19388
O75376	P27986
O75376	Q99592
O75396	O95487
O75400	P62316
O75444	P17535
O75460	Q07011
O75582	P06400
O75592	Q14C86
O75643	Q99801
O75817	O95059
O75909	Q14201
O75943	Q9BXW9
O94776	Q12837
O94830	Q99457
O94972	Q9UID6
O95071	Q9Y297
O95163	P35580
O95168	P10176
O95182	P52737
O95229	Q9BX63
O95297	P30419
O95411	P80723
O95411	Q00610
O95477	P48023
O95502	P62760
O95721	Q9P253
O95782	Q8WXE9
O95813	Q9BXT5
O95944	Q9BYJ1
O95965	Q9BRK3
O95967	Q02641
O95972	Q9P2N4
O96013	P08069
O96018	Q9NSC5
O96028	Q9Y252
P00519	Q04637
P00533	Q16658
P00558	Q14204
P00736	P14555
P01009	P15502
P01009	Q12931
P01023	P98082
P01100	P25208
P01100	P78527
P01112	Q07817
P01236	Q06124
P0DML2	P23975
P0DML3	P23975
P0DML2	Q9NZQ3
P0DML3	Q9NZQ3
P01344	P02452
P02549	Q13976
P02671	P08246
P02741	P03372
P02751	Q12805
P02778	P80217
P02792	P07437
P04049	Q9UQ88
P04150	Q15306
P04271	P12956
P04350	P17676
P04406	P25942
P04554	Q96IC2
P04626	Q13224
P04637	Q13009
P05015	P47775
P05106	P19022
P05109	P30153
P05161	P23284
P05204	Q96PN7
P05387	P18545
P05408	Q9UHG2
P05412	Q9P1Z2
P05556	Q14005
P06239	P61981
P07108	P24311
P07237	P24390
P07332	P25445
P07585	P10599
P07900	P49810
P07947	Q92625
P08069	P18433
P08069	P46940
P08238	Q9H0B6
P08238	Q9Y4C8
P08247	Q01484
P08263	P52961
P08263	Q9NYQ3
P08514	P35462
P08572	P53420
P08575	P11836
P08621	Q14687
P08729	P58107
P08913	Q9NPQ8
P09067	Q9NQ94
P09382	P21291
P09486	Q16555
P09651	P62701
P09912	P23458
P09912	Q9HB58
P09923	Q9UDY6
P10145	Q13363
P10275	P48023
P10415	Q9NZ42
P10523	P61978
P10721	Q9BTU6
P10747	P29350
P10826	Q63ZY3
P10827	Q15796
P10909	Q9BY67
P10912	Q13153
P10914	P27797
P11021	Q01105
P11021	Q9NP84
P11021	Q9Y4W6
P11137	Q13163
P11142	P33778
P11142	P62987
P11142	Q15046
P11274	Q9UER7
P11362	Q9H2K2
P11474	Q13363
P11712	Q9UI40
P11802	Q13033
P12110	Q96JN2
P12268	Q9Y3U8
P12272	Q14978
P12544	P31358
P12830	Q03164
P12830	Q13042
P12956	Q02539
P13010	P31689
P13010	Q92889
P14136	Q14168
P14616	P29323
P14616	P56945
P14868	Q9Y4K4
P14921	Q08050
P15311	Q12931
P15407	Q68CJ9
P15498	Q8IW93
P16104	P42574
P16104	P67870
P17066	Q9P2J5
P17096	Q6STE5
P17181	Q13651
P17612	Q96BR1
P17676	Q66K89
P17706	P31689
P17812	Q8IUD2
P17812	Q96TC7
P17948	P42229
P18074	Q00839
P18075	Q86UL8
P18510	Q9H0E2
P18583	Q92974
P18621	P30153
P18621	Q9H0K1
P19174	Q14185
P19174	Q9Y286
P19793	P21860
P19793	P48023
P19838	P38936
P20273	P43628
P20749	P26373
P20810	Q13796
P21291	Q8WX93
P21333	P53350
P21333	Q7Z4V5
P21506	P49454
P21796	P42574
P21802	Q9Y2I1
P21918	Q13950
P22303	Q92529
P22681	Q07954
P23396	P40763
P23396	Q09472
P23443	P40227
P23497	Q7Z2W4
P24592	Q13418
P24593	P26006
P25105	Q14004
P25490	Q15329
P25942	Q15750
P25963	Q9NX02
P26006	Q13418
P26367	P40763
P26367	Q13887
P27361	P32298
P27361	P49758
P27986	Q13761
P28066	Q2NKX8
P28329	P41594
P28356	Q9BQ50
P28715	Q9BVC3
P28749	Q13415
P29034	Q9UER7
P29084	P78317
P29323	P35968
P29350	Q8WX92
P29353	P78357
P29374	Q92831
P29597	Q13555
P29728	Q8IVU3
P30153	P30305
P30260	Q15311
P30305	P35236
P31151	P62805
P31273	Q9Y3F4
P31350	Q14186
P31749	Q9UKV3
P31749	Q9Y3A3
P31751	Q13547
P31942	Q9H1J1
P31946	P61978
P31949	Q96FQ6
P32121	Q969G3
P32121	Q9BUJ2
P32249	Q13571
P32455	Q9H0J9
P32856	Q99767
P32970	Q9Y5U5
P35070	Q8IZV2
P35222	P49802
P35244	Q9H0H5
P35268	P41279
P35269	P62333
P35462	Q14315
P37108	P60228
P38398	Q13322
P38432	Q15545
P39656	Q9Y575
P39748	Q07955
P39880	Q66K89
P39880	Q92994
P40937	Q12834
P40937	Q86XI2
P40937	Q9UIF7
P40939	Q9Y230
P41235	P48052
P41240	Q05193
P42229	P56693
P42285	P83731
P42285	Q9H0K1
P42336	Q08999
P42696	P51003
P42766	Q12905
P43246	P51617
P43246	Q15054
P43699	Q15418
P45452	P80075
P45973	Q9BYG3
P45984	Q16851
P46063	Q8WXA9
P46379	Q8N2S1
P46439	Q9BRR3
P46531	Q9UMX0
P46782	Q01105
P46940	Q9NPF5
P47928	Q15036
P47989	Q96EF0
P48023	Q13241
P48023	Q13873
P49336	Q8WVJ9
P49418	Q12840
P49758	Q9Y2G5
P49761	Q8NHQ8
P49815	P62995
P49815	Q9HC77
P49910	Q14134
P52272	P62995
P53007	Q00536
P61981	P67775
P62805	Q8TAQ2
P63261	P67809
P78324	Q8NHL6
Q00610	Q99731
Q05519	Q13535
Q13233	Q13387
Q13309	Q14005
Q14004	Q9NYF8
Q14687	Q9UNY4
Q14994	Q92831
Q15652	Q9NQU5
Q15796	Q9BTT4
Q3T906	Q96JB5
Q6GPH4	Q9Y5V3
Q6IA17	Q8N5C8
Q6IA17	Q9NPH5
Q8N4C8	Q9UIF9
Q8NEU8	Q96DB2
Q8TAD8	Q8WUM0
Q8WV28	Q9Y6R4
Q92585	Q99743
Q96BK5	Q96CN9
O00327	O60563
Q96HN2	Q96NY9
O00505	P11142
Q9UPT6	Q9UQM7
O14513	Q8N4C8
O14757	Q9H160
O14782	O94910
O14830	Q99759
O15085	Q16512
O43609	Q9UQQ2
O60260	Q12931
O60285	P53779
O94972	Q9NWZ3
O95229	Q99708
P00374	Q15021
P00966	P53611
P02788	Q6UX06
P05067	Q9C0G6
P06213	Q16828
P06239	Q16825
P07384	Q9H1D0
P08670	Q9Y6Q9
P09471	Q9HAV0
P09874	Q9Y6Q6
P12004	P19338
P14649	Q13546
P15153	P98171
P18847	P63165
P19532	Q01201
P19793	Q14919
P20936	Q7L591
P22681	Q86X29
P30305	Q9Y6K9
P31947	Q14978
P35125	Q5TAQ9
P47756	Q02809
P49005	Q14527
P50750	Q14676
P50914	Q9Y262
P51531	Q15306
P51582	Q8TCN5
P51610	Q8N7H5
P51693	P62937
P51812	Q86UE4
P52429	Q05682
P53621	Q9UIA9
P54253	Q14185
P54652	P78527
P55345	Q9UGL1
P60228	P62273
P0DP23	P62879
P0DP24	P62879
P0DP25	P62879
P0DP23	Q9UL15
P0DP24	Q9UL15
P0DP25	Q9UL15
P62258	Q96KP1
P62269	Q13347
P62736	Q14767
P63316	Q13976
P68363	Q13546
P68400	Q96PM5
P78527	Q8IYB3
P98175	Q9H3K6
Q00577	Q14201
Q01831	Q16186
Q01831	Q8NEZ4
Q03167	Q8NER5
Q05193	Q9UHG2
Q05397	Q13043
Q05586	Q15628
Q06124	Q8IWV1
Q06187	Q9NRR5
Q06413	Q9HD15
A7KAX9	Q9BXW4
Q09013	Q96RK0
Q12852	Q9UJM3
Q13158	Q9BXW9
Q13263	Q16186
Q13310	Q86YZ3
Q13415	Q8IY92
Q13451	Q14318
Q13536	Q9UF11
Q13546	Q96EX3
Q13616	Q92993
Q14164	Q9H4A3
Q14676	Q92560
Q14687	Q8IYB3
Q14999	Q9BWC9
Q15287	Q7L2J0
Q15583	Q92922
Q15796	Q9Y5B9
Q16623	Q9H2X9
Q53HI1	Q9NRX5
Q5H9S7	Q9NXF7
Q63HM2	Q8IYX8
Q6TCH4	Q9NZH0
Q6UUV7	Q7Z401
Q6UUV7	Q8NHQ8
C9JL84	Q13554
Q86WV6	Q9NWF9
O00124	Q9BZE9
O00151	P24385
O00151	Q92731
Q8IYI6	Q9UGK8
Q8N4C8	Q96GP6
Q8NF91	Q9Y3P9
Q8NHL6	Q9C0H9
Q8TAD8	Q96P70
Q92600	Q9UL15
Q92753	Q9Y618
Q92769	Q9UH92
Q96AE4	Q9Y3F4
Q96BD5	Q9HD15
Q96KK3	Q9UK39
Q99457	Q99784
Q99618	Q9UKT5
O00487	Q9H4A5
O00560	P08581
Q9HB71	Q9NRD1
Q9NPH3	Q9Y2C9
Q9NWT1	Q9UQ88
Q9NZJ0	Q9UH17
Q9NZN5	Q9UIW2
Q9ULZ3	Q9UNN5
Q9UMN6	Q9UMY4
Q9UPU9	Q9Y2W1
O14490	Q8IZD9
O14493	O14745
O14733	P35222
O14777	P17812
O14980	P13056
O15020	O15143
O15111	P17181
O15111	Q03181
O15143	P26447
O15146	P02545
O15273	Q8IX12
O15516	Q16236
O43187	O94972
O43283	Q16644
O43283	Q92574
O43292	Q9UHX1
O43390	Q12888
O43505	O95990
O43524	P51532
O43570	Q03431
O43633	P37837
O43663	P56282
O43684	Q7L2H7
O43765	P07602
O43819	Q9Y6U3
O43914	P07766
O60229	Q14978
O60268	Q08209
O60346	Q92574
O60477	P18505
O60496	P20273
O60733	P24855
O75056	P26022
O75159	Q8IZV2
O75569	P05198
O75674	P07355
O75843	Q969W9
O75925	P09651
O76041	Q96PU5
O94805	P25054
O94907	Q00587
O94921	P04150
O95071	Q9H2P0
O95139	Q16795
O95619	Q9GZM8
O95967	Q13636
O96017	P09874
O96028	P13056
P00441	P20339
P00519	Q9ULH0
P00734	P08833
P00749	P23458
P01111	Q9NVR2
P01130	P49763
P01135	Q15363
P01569	Q9H3N8
P02790	P19823
P02792	P61244
P04234	P11166
P04271	P33763
P04350	Q9BRK0
P04626	Q99962
P04637	Q9NYV4
P05204	P18669
P05496	P31930
P06127	P09326
P06213	P14923
P06239	Q13017
P06753	Q14677
P07910	P23921
P07948	P19086
P08069	Q9NYL2
P08100	P41594
P0DMV8	Q9BPZ7
P0DMV9	Q9BPZ7
P08123	P26038
P08151	Q12873
P08238	P27540
P08567	Q9NZF1
P08575	Q9Y4F9
P09327	Q9Y4K3
P09661	Q9H211
P09874	P12236
P09874	Q13761
P09936	Q96N67
P09958	P27797
P10145	P11142
P10275	P35354
P10415	Q92769
P10636	Q14190
P10914	Q8TAQ2
P11309	Q9NRI5
P12814	Q9BX67
P13051	P28715
P14317	P27815
P14555	Q12805
P14625	Q13257
P15036	P41212
P15336	Q9Y4K4
P15391	P42679
P15514	Q8IZV2
P15586	Q9H222
P15927	Q8N6Y0
P17544	Q13164
P17812	Q01813
P17947	P42226
P18621	P60660
P19338	P29034
P19338	Q08380
P19838	Q92925
P19878	P27986
P20226	Q99689
P20265	Q15796
P20333	Q07157
P20333	Q8N423
P21579	Q13491
P21802	Q9BW04
P21980	P29279
P23945	Q96EF0
P25208	Q9UKY1
P25774	Q07325
P25789	Q86VP1
P26583	Q9UBT2
P27348	P51451
P27348	Q8IVF5
P28370	Q01968
P28715	Q9NYF8
P28749	P68400
P29323	P48023
P29350	P61978
P29475	Q15185
P29590	Q9UBE8
P31152	Q16584
P31749	P82094
P31749	Q04864
P31943	P31946
P33981	P49915
P35520	Q6NWY9
P35968	Q13588
P36873	Q9BUF5
P36956	P78527
P38398	Q9Y3V2
P38936	P55199
P39656	Q6AI08
P40763	P61981
P41212	Q9H0E3
P41252	Q9UNS2
P42224	Q6PIZ9
P42262	Q9Y6X6
P42336	Q9NP31
P42685	Q16533
P43403	Q7L591
P46109	Q9UNE7
P47897	Q16891
P48052	Q6UXE8
P48556	Q8TD23
P48729	P53355
P49736	Q13895
P49840	Q9H4A3
P49841	Q9Y3D6
P49841	Q9Y4B4
P50748	P53350
P51114	Q03393
P51610	Q9NP62
P51674	P61764
P52306	Q9NZL6
P52333	Q9H792
P53350	P56192
P53365	Q92974
P54198	Q13547
P54253	Q9UQL6
P56192	Q14164
P60568	P84022
P61247	Q14004
A6PVI3	O00505
P61981	Q9BQE3
P62314	Q96AE4
P62993	Q9NPI8
P68400	Q14512
P78527	Q14181
P98170	Q5JXB2
Q01130	Q13523
Q02779	Q9NZQ3
Q03431	Q9BXI6
Q07092	Q4L180
Q07108	Q53QZ3
Q07817	Q8WUF5
Q07955	Q92973
Q08209	Q14814
Q12824	Q15796
Q12840	Q99819
Q13224	Q9ULK0
Q13620	Q8TBC4
Q13627	Q9UPU9
Q13901	Q86VP1
Q13950	Q8TAD8
Q14093	Q8TCE9
Q14254	Q8IWZ6
Q14919	Q8N8D1
Q14919	Q9Y4A5
Q14974	Q99959
Q15349	Q93045
Q16512	Q9Y6K9
Q16534	Q59EK9
Q567U6	Q96KQ4
Q5H9S7	Q5T6F0
Q5JUX0	Q96QK1
Q6P1K2	Q92793
Q6VMQ6	Q9BZJ0
O00159	Q9UHD2
Q8N2W9	Q9P0U3
Q8N4L8	Q9BZJ0
Q8NCB2	Q9UQM7
Q8NFZ0	Q9UK73
O00267	Q9NY61
Q8TCG1	Q96T76
Q8TEL6	Q9NV06
Q8WWZ3	Q9H857
Q96A56	Q9NZC7
Q96AQ6	Q9H5Z6
O00327	P29590
O00470	Q96AC1
Q99618	Q9Y248
Q9BWQ8	Q9NZN3
Q9BWQ8	Q9UK22
O00567	Q92830
O00571	Q13509
O00571	Q92844
O00635	Q6GPH4
Q9H3U5	Q9H665
Q9H4L4	Q9UBW7
Q9HBH9	Q9Y4K3
Q9NSC2	Q9Y3V2
Q9UBN7	Q9UJU2
Q9UBW7	Q9Y232
O14498	Q9BUD6
O14686	O15164
O14782	Q9UQB3
O14910	P27986
O14933	P23497
O14964	P29350
O14976	P12931
O14980	P17252
O14981	P52657
O14981	Q16514
O15111	P18146
O15169	P67870
O15169	Q01105
O15198	O95271
O43175	O60925
O43482	Q8WVK7
O43502	P43246
O43609	P30530
O43674	P07919
O43809	Q8TE02
O43896	Q8NHQ8
O60244	O75928
O60359	Q2M2I8
O60641	P78552
O60711	P06239
O60832	P20226
O60832	Q9UBT2
O60880	P49863
O60925	Q9Y4K3
O75030	Q9Y265
O75170	Q9UKD1
O75312	P35070
O75444	Q15672
O75553	P17948
O75830	P07237
O76064	Q96RU2
O94811	Q9UF11
O94915	P12110
O95067	P41180
O95425	P11308
P00519	Q8IVT5
P02511	Q01995
P02533	P49411
P03372	Q92918
P04075	P09211
P04150	Q8NHY2
P05067	P68371
P06127	P50406
P06400	Q9BYP7
P06493	P36956
P06733	Q13451
P07333	P55058
P07948	P52907
P08047	P49407
P08514	P35968
P08631	P16234
P09619	Q12884
P09619	Q9P1A6
P0C0S5	P11021
P10275	P29375
P10912	Q16832
P11142	P29350
P12272	Q13268
P13671	Q9NZM4
P13807	P63104
P14653	Q8NB16
P15036	Q9Y603
P15880	Q92993
P16104	P25205
P16220	Q9UBZ9
P17096	P25963
P17706	P20333
P17858	Q99832
P18031	Q99062
P18509	Q9HB75
P18564	Q15256
P19388	P50750
P19438	Q07954
P19438	Q93084
P19971	P32246
P20701	P26006
P21918	Q9GZS9
P23297	P63316
P23443	P62495
P23443	Q96RU7
P25024	P50052
P25098	Q15654
P25208	P45984
P25788	P50613
P26447	Q15648
P26651	Q16539
P28482	P31689
P28749	P49716
P29279	P51884
P30101	P51693
P30281	Q14152
P30304	Q96L34
P31150	Q9HBZ2
P31152	Q02779
P31947	P45984
P31947	Q13427
P32970	Q9NS68
P35125	Q14781
P35221	Q06124
P35236	Q07352
P35268	Q00610
P38398	Q9Y2U5
P41222	Q96RK0
P41970	Q9UMY4
P42262	Q01954
P46777	Q9Y6K9
P46821	Q8NCE2
P47756	Q6NZY4
P47756	Q9H0K1
P48052	P51582
P48643	P62805
P49137	Q9Y618
P49327	Q15459
P49407	Q8N488
P49750	P51608
P49917	P54274
P50461	Q06413
P50613	Q9H7Z6
P51170	Q969T9
P51948	Q9UNL4
P52333	Q9UBE8
P52701	Q15648
P53539	Q68CJ9
P53677	Q9BXS5
P54762	Q92730
P55056	Q14520
P60201	Q02246
P60604	Q9BUN8
P62140	Q9H467
P62195	Q93009
P62280	P63165
P62879	P80723
P84022	Q9HBH9
P84090	Q6P3W7
Q00403	Q05086
Q00535	Q13813
Q00653	Q13426
Q01094	Q06546
Q05048	Q16576
Q05513	Q9UBS0
Q07020	Q9Y265
Q07817	Q13547
Q08209	Q96FS4
Q13003	Q16099
Q13239	Q9C004
P0DPH7	Q13557
P0DPH8	Q13557
Q14186	Q9Y5X4
Q14790	Q96RU3
Q15029	Q9Y297
Q16288	Q8IW70
Q16637	Q7RTV0
Q5H9S7	Q8TEL6
Q7LBR1	Q96FW1
Q7Z401	Q9Y6A4
O00165	P11217
Q8NEM0	Q9NQX5
O00257	O75928
O00291	P49757
Q8TDH9	Q9NX95
Q92782	Q9Y6X6
Q92837	Q96G01
Q92973	Q96T58
O00459	Q13330
Q96JN2	Q9NQW7
Q99435	Q9HC77
O00505	Q9NYJ8
O00560	P49023
O00629	Q9Y230
Q9NR80	Q9UQB3
Q9NY65	Q9UMW8
Q9NYP9	Q9UNH7
O14613	Q02779
O14777	Q16763
O14920	P23258
O15055	Q92997
O15056	P63267
O15111	P28908
O15360	Q16667
O15397	Q9NS68
O15442	Q9H254
O15455	Q15306
O15553	Q05513
O43143	O94906
O43175	Q9H3G5
O43525	Q12933
O43526	Q12933
O43586	Q7Z6B7
O43592	Q92636
O43707	P78527
O43761	O60641
O43809	P35580
O43823	P46527
O43889	Q04941
O60359	Q12840
O60664	P01344
O60869	Q15653
O60890	Q00587
O75326	Q9UMY4
O75400	P42285
O75626	P08047
O75821	P01137
O76021	Q07021
O94762	P49589
O94762	Q13011
O94811	P15882
O94916	Q14934
O94985	P56817
O95376	Q9UL68
O95741	Q3SXP7
O95817	P05067
O96019	Q9BPY8
P00519	Q8TDR0
P00734	P04899
P00747	P02768
P01100	Q8N3C0
P01127	P49765
P02461	Q15746
P02730	P04626
P02766	P14136
P04234	P14784
P04440	P09871
P05067	Q9P0K7
P05412	Q9NSC2
P05455	Q99543
P05549	P38936
P05549	Q9Y3V2
P06213	P49760
P06239	P30511
P06239	P30874
P06241	Q9P2Y5
P06493	Q9UBS0
P07339	P15289
P07437	Q92574
P07585	Q16270
P08069	P49761
P08133	Q14289
P09619	Q92730
P09936	Q9Y4B6
P10242	P17096
P10599	Q9UNS2
P10912	Q13177
P11021	Q13574
P11712	Q9UK32
P12236	Q9Y6Q9
P12980	P35222
P13010	Q15291
P13647	P49411
P14635	Q96SB4
P15498	Q99759
P17661	Q03135
P18146	P29590
P20810	Q9NZM4
P26436	Q9Y342
P28331	P49406
P28482	Q9NRZ9
P31785	P51681
P32927	P55160
P33552	Q9Y5N6
P37173	Q9NZM1
P41161	Q9UER7
P41743	Q92900
P43403	Q13501
P43699	Q15562
P46736	Q8IWT3
P49711	Q14103
P49841	Q13535
A0AVK6	P39748
P51582	Q6UXE8
P51955	Q92674
P0DP23	P52926
P0DP24	P52926
P0DP25	P52926
P53675	P78356
P54753	P62070
P54920	Q15773
P60484	Q99986
P61086	Q8N488
P0DP23	Q7L1I2
P0DP24	Q7L1I2
P0DP25	Q7L1I2
P62318	Q92882
P62633	Q86VK4
P62805	Q9UM54
P63027	Q8IZD9
P80098	Q92583
Q00325	Q93038
Q03111	Q9Y5X4
Q03113	Q99952
A7E2V4	Q96RK0
Q12873	Q9H4L4
Q13207	Q13522
Q13469	Q14934
Q13601	Q9Y6W3
Q13627	Q96JH8
Q13671	Q92544
P0DPH7	Q9NYL9
P0DPH8	Q9NYL9
Q14314	Q9UKJ1
Q14966	Q8WUM0
Q15811	Q9NPB6
Q16513	Q9UKE5
Q16629	Q9NWA0
Q16658	Q9P0K7
Q5T4S7	Q96JH7
Q6NZY4	Q96BD8
Q7Z6B7	Q9UNF0
O00221	O75663
Q8TBB1	Q9NRD5
Q96GM5	Q9P0K7
Q96GW7	Q99767
Q96T88	Q9UKV0
Q99062	Q9GZY6
Q9BSJ6	Q9H4B4
O00560	P25445
O00567	Q8TCG1
Q9NPB9	Q9Y4X3
Q9NR96	Q9P2D0
Q9NYG5	Q9Y2X8
O14576	Q8TAC9
O14782	P58549
O14901	Q9H160
O14908	P15692
O14933	Q16611
O14939	Q99418
O14974	P30153
O14976	Q9UER7
O15069	P07197
O15111	P48730
O15111	P60866
O15169	Q9UL15
O15303	Q99801
O15304	Q12982
O15350	Q9NRZ9
O15357	Q8WXE9
O15379	P51843
O15379	Q9Y297
O15524	P19784
O43150	P46109
O43175	Q9BZF9
A4D0V7	Q9NYV7
O43184	P02787
O43353	P45983
O43353	Q13885
O43521	Q13625
O43707	Q9NVW2
O43749	P52961
O43795	Q9UBC5
O43927	Q08881
O60260	Q15653
O60437	Q99569
O60716	P02751
O75081	P10827
O75531	P49407
O75762	Q9BWF2
O75886	Q9UKG1
O75914	Q99259
O75925	Q92547
O76021	P62829
O76096	P26842
O94844	Q14CS0
O95471	P05787
O95613	Q9GZM8
O95670	P49802
O95785	Q9UBC3
O95817	Q9HB09
O95970	P23634
O96014	P26998
O96017	P19525
P00533	P17066
P00540	P51532
P00736	Q9H0B8
P00749	P08253
P01033	Q15582
P01112	Q16539
P04406	P46108
P04406	Q16531
P04637	P48551
P04637	P61586
P05107	P51681
P06702	Q9Y4K3
P07339	P27797
P08069	P63000
P08246	P27824
P08247	Q9Y6Y1
P08311	Q9UNI1
P09651	Q14157
P10244	Q99708
P10398	Q9BPZ7
P10721	Q08345
P10826	Q9NQ94
P11831	Q9UQL6
P12004	Q96EB6
P12236	P41279
P12830	Q14974
P12931	P17181
P14616	Q8IZW8
P16104	Q9Y2Z0
P17302	P27986
P17661	P55083
P19338	P30291
P20292	Q96JQ5
P21127	Q9UNL4
P21333	Q8WU20
P23515	Q99963
P23528	P49137
P25054	Q9GZU2
P28340	Q08050
